Frame         Time          Elec          VdW           Nonbond       Total         
183           183           -3929.88      -625.409      -4555.29      -4555.29      
184           184           -4068.83      -529.768      -4598.6       -4598.6       
185           185           -3976.67      -591.025      -4567.7       -4567.7       
186           186           -4065.76      -571.378      -4637.14      -4637.14      
187           187           -4015.97      -540.999      -4556.97      -4556.97      
188           188           -4159.07      -593.512      -4752.59      -4752.59      
189           189           -4072.43      -548.626      -4621.06      -4621.06      
190           190           -4117.18      -592.09       -4709.27      -4709.27      
191           191           -4207.39      -537.933      -4745.32      -4745.32      
192           192           -4200.27      -598.825      -4799.1       -4799.1       
193           193           -4409.87      -581.578      -4991.45      -4991.45      
194           194           -4348.62      -582.031      -4930.65      -4930.65      
195           195           -4229.49      -560.751      -4790.24      -4790.24      
196           196           -4191.23      -578.576      -4769.8       -4769.8       
197           197           -4269.12      -545.005      -4814.12      -4814.12      
198           198           -4218.46      -596.592      -4815.05      -4815.05      
199           199           -4240.79      -536.824      -4777.61      -4777.61      
200           200           -4275.79      -556.443      -4832.23      -4832.23      
201           201           -4165.37      -567.558      -4732.93      -4732.93      
202           202           -4190.8       -587.03       -4777.83      -4777.83      
203           203           -4181.71      -557.518      -4739.23      -4739.23      
204           204           -4292.63      -577.409      -4870.03      -4870.03      
205           205           -4312.37      -596.169      -4908.54      -4908.54      
206           206           -4248.2       -602.284      -4850.49      -4850.49      
207           207           -4204.02      -577.968      -4781.99      -4781.99      
208           208           -4263.99      -547.536      -4811.52      -4811.52      
209           209           -4277.1       -581.788      -4858.89      -4858.89      
210           210           -4211.84      -569.685      -4781.53      -4781.53      
211           211           -4095.04      -644.24       -4739.28      -4739.28      
212           212           -4051.33      -571.122      -4622.45      -4622.45      
213           213           -4154.12      -589.669      -4743.79      -4743.79      
214           214           -4235.43      -626.493      -4861.93      -4861.93      
215           215           -4142.72      -618.128      -4760.84      -4760.84      
216           216           -4133.23      -592.103      -4725.33      -4725.33      
217           217           -4138.11      -567.601      -4705.71      -4705.71      
218           218           -4137.59      -607.61       -4745.2       -4745.2       
219           219           -4243.77      -559.663      -4803.43      -4803.43      
220           220           -3930.13      -588.363      -4518.49      -4518.49      
221           221           -4133.67      -562.747      -4696.41      -4696.41      
222           222           -4067.58      -599.654      -4667.23      -4667.23      
223           223           -4017.49      -561.585      -4579.08      -4579.08      
224           224           -4130.61      -552.054      -4682.66      -4682.66      
225           225           -4122.21      -567.114      -4689.32      -4689.32      
226           226           -4086.75      -629.146      -4715.89      -4715.89      
227           227           -4072.69      -588.127      -4660.82      -4660.82      
228           228           -4148.15      -573.445      -4721.59      -4721.59      
229           229           -4093.4       -597.575      -4690.97      -4690.97      
230           230           -4302.5       -576.886      -4879.38      -4879.38      
231           231           -4267.25      -586.18       -4853.43      -4853.43      
232           232           -4191.07      -590.314      -4781.38      -4781.38      
233           233           -4255.34      -576.604      -4831.94      -4831.94      
234           234           -4222.51      -596.603      -4819.11      -4819.11      
235           235           -4205.94      -608.944      -4814.88      -4814.88      
236           236           -4228.98      -581.89       -4810.87      -4810.87      
237           237           -4221.09      -586.243      -4807.34      -4807.34      
238           238           -4244.28      -560.451      -4804.74      -4804.74      
239           239           -4240.12      -546.154      -4786.28      -4786.28      
240           240           -4047.16      -621.453      -4668.61      -4668.61      
241           241           -4120.71      -620.31       -4741.02      -4741.02      
242           242           -4162.76      -590.613      -4753.37      -4753.37      
243           243           -4263.81      -563.299      -4827.11      -4827.11      
244           244           -4260.15      -586.332      -4846.48      -4846.48      
245           245           -4288.53      -560.269      -4848.8       -4848.8       
246           246           -4261.5       -608.293      -4869.8       -4869.8       
247           247           -4155.62      -585.447      -4741.06      -4741.06      
248           248           -4199.64      -583.903      -4783.54      -4783.54      
249           249           -4257.79      -576.34       -4834.13      -4834.13      
250           250           -4210.5       -606.947      -4817.45      -4817.45      
251           251           -4188.93      -568.016      -4756.94      -4756.94      
252           252           -4209.53      -582.358      -4791.89      -4791.89      
253           253           -4286.08      -590.357      -4876.43      -4876.43      
254           254           -4006.26      -580.904      -4587.16      -4587.16      
255           255           -3995.84      -591.852      -4587.69      -4587.69      
256           256           -4005.95      -593.741      -4599.69      -4599.69      
257           257           -4003.62      -549.988      -4553.61      -4553.61      
258           258           -4068.59      -587.772      -4656.36      -4656.36      
259           259           -4041.29      -605.706      -4647         -4647         
260           260           -4058.12      -630.853      -4688.97      -4688.97      
261           261           -4214.88      -590.567      -4805.45      -4805.45      
262           262           -4085.37      -582.283      -4667.66      -4667.66      
263           263           -4202.02      -558.649      -4760.66      -4760.66      
264           264           -4103.55      -539.944      -4643.5       -4643.5       
265           265           -4178.17      -560.197      -4738.37      -4738.37      
266           266           -4199.87      -560.074      -4759.94      -4759.94      
267           267           -4147.53      -583.83       -4731.36      -4731.36      
268           268           -4050.09      -548.235      -4598.32      -4598.32      
269           269           -4083.81      -602.883      -4686.69      -4686.69      
270           270           -4088.44      -557.308      -4645.75      -4645.75      
271           271           -4186.22      -637.978      -4824.19      -4824.19      
272           272           -4066.25      -600.298      -4666.55      -4666.55      
273           273           -4154.52      -575.412      -4729.93      -4729.93      
274           274           -4249.26      -627.013      -4876.27      -4876.27      
275           275           -4117.51      -615.981      -4733.49      -4733.49      
276           276           -4175.49      -582.605      -4758.1       -4758.1       
277           277           -4243.45      -568.008      -4811.46      -4811.46      
278           278           -4105.86      -631.674      -4737.54      -4737.54      
279           279           -4001.99      -632.865      -4634.85      -4634.85      
280           280           -4058.09      -591.784      -4649.88      -4649.88      
281           281           -4075.92      -609.144      -4685.07      -4685.07      
282           282           -4167.26      -602.723      -4769.98      -4769.98      
283           283           -3984.61      -590.341      -4574.95      -4574.95      
284           284           -4008.27      -614.078      -4622.35      -4622.35      
285           285           -4086.53      -603.755      -4690.29      -4690.29      
286           286           -4144.78      -645.899      -4790.68      -4790.68      
287           287           -4174.48      -548.448      -4722.93      -4722.93      
288           288           -4154.08      -592.934      -4747.02      -4747.02      
289           289           -3968.74      -594.972      -4563.71      -4563.71      
290           290           -3954.13      -599.673      -4553.8       -4553.8       
291           291           -3988.98      -601.151      -4590.13      -4590.13      
292           292           -4007.94      -586.013      -4593.96      -4593.96      
293           293           -4122.99      -570.803      -4693.79      -4693.79      
294           294           -4021.93      -604.785      -4626.72      -4626.72      
295           295           -3802         -639.756      -4441.76      -4441.76      
296           296           -3920.83      -619.65       -4540.48      -4540.48      
297           297           -3983.77      -579.591      -4563.36      -4563.36      
298           298           -4054.3       -600.505      -4654.81      -4654.81      
299           299           -4061.66      -573.685      -4635.35      -4635.35      
300           300           -4046.3       -587.278      -4633.58      -4633.58      
301           301           -4115.11      -637.261      -4752.37      -4752.37      
302           302           -4090.77      -573.668      -4664.44      -4664.44      
303           303           -4134.27      -561.249      -4695.52      -4695.52      
304           304           -4159.66      -579.38       -4739.04      -4739.04      
305           305           -4170.32      -576.64       -4746.96      -4746.96      
306           306           -4110.92      -596.143      -4707.07      -4707.07      
307           307           -4244.51      -561.497      -4806         -4806         
308           308           -4245.28      -557.179      -4802.46      -4802.46      
309           309           -4199.99      -561.972      -4761.96      -4761.96      
310           310           -4196.79      -574.064      -4770.86      -4770.86      
311           311           -4185.72      -513.158      -4698.88      -4698.88      
312           312           -4264.97      -563.205      -4828.18      -4828.18      
313           313           -4256.08      -562.23       -4818.31      -4818.31      
314           314           -4305.89      -561.005      -4866.9       -4866.9       
315           315           -4196.6       -584.043      -4780.65      -4780.65      
316           316           -4123.88      -611.592      -4735.47      -4735.47      
317           317           -4176.17      -562.92       -4739.09      -4739.09      
318           318           -4307.57      -581.008      -4888.58      -4888.58      
319           319           -4219.86      -561.076      -4780.94      -4780.94      
320           320           -4193.08      -632.406      -4825.49      -4825.49      
321           321           -4209.62      -603.62       -4813.24      -4813.24      
322           322           -3971.43      -556.63       -4528.06      -4528.06      
323           323           -4047.06      -602.183      -4649.24      -4649.24      
324           324           -4067.09      -612.798      -4679.89      -4679.89      
325           325           -4173.45      -582.555      -4756.01      -4756.01      
326           326           -4020.3       -611.626      -4631.92      -4631.92      
327           327           -4107.33      -582.511      -4689.84      -4689.84      
328           328           -4193.27      -562.223      -4755.49      -4755.49      
329           329           -4185.38      -601.024      -4786.4       -4786.4       
330           330           -4139.51      -600.117      -4739.63      -4739.63      
331           331           -4144.31      -543.948      -4688.25      -4688.25      
332           332           -4094.78      -576.656      -4671.44      -4671.44      
333           333           -4064.34      -571.363      -4635.7       -4635.7       
334           334           -4106.57      -584.403      -4690.97      -4690.97      
335           335           -3994.74      -520.253      -4514.99      -4514.99      
336           336           -4015.14      -566.805      -4581.94      -4581.94      
337           337           -4120.16      -549.756      -4669.92      -4669.92      
338           338           -4022.21      -599.418      -4621.63      -4621.63      
339           339           -4063.21      -592.387      -4655.6       -4655.6       
340           340           -4080         -576.897      -4656.9       -4656.9       
341           341           -4037.01      -628.426      -4665.43      -4665.43      
342           342           -4023.72      -563.504      -4587.23      -4587.23      
343           343           -4182.59      -602.182      -4784.77      -4784.77      
344           344           -4086.61      -600.546      -4687.15      -4687.15      
345           345           -4155.67      -584.545      -4740.21      -4740.21      
346           346           -4194.53      -597.404      -4791.93      -4791.93      
347           347           -4224.69      -576.211      -4800.9       -4800.9       
348           348           -4113.47      -565.716      -4679.18      -4679.18      
349           349           -4182.23      -615.505      -4797.74      -4797.74      
350           350           -4116.43      -578.177      -4694.6       -4694.6       
351           351           -4106.86      -603.557      -4710.41      -4710.41      
352           352           -3949.88      -586.154      -4536.04      -4536.04      
353           353           -4196.41      -611.085      -4807.5       -4807.5       
354           354           -4065.98      -561.901      -4627.88      -4627.88      
355           355           -4195.56      -554.436      -4750         -4750         
356           356           -4216.16      -552.904      -4769.07      -4769.07      
357           357           -3962.58      -618.651      -4581.23      -4581.23      
358           358           -4061.2       -573.01       -4634.21      -4634.21      
359           359           -4067.83      -523.648      -4591.48      -4591.48      
360           360           -4023.18      -568.199      -4591.38      -4591.38      
361           361           -4130.95      -576.49       -4707.44      -4707.44      
362           362           -4214.09      -564.773      -4778.86      -4778.86      
363           363           -4192.35      -555.475      -4747.83      -4747.83      
364           364           -4172.38      -574.69       -4747.07      -4747.07      
365           365           -4295.52      -539.684      -4835.21      -4835.21      
366           366           -4174.82      -568.998      -4743.82      -4743.82      
367           367           -4120.68      -578.553      -4699.23      -4699.23      
368           368           -4223.5       -562.984      -4786.49      -4786.49      
369           369           -4108.4       -566.12       -4674.52      -4674.52      
370           370           -4140.01      -502.11       -4642.12      -4642.12      
371           371           -4186.66      -599.344      -4786         -4786         
372           372           -4209.46      -557.799      -4767.26      -4767.26      
373           373           -4328.92      -569.417      -4898.34      -4898.34      
374           374           -4150.29      -590.692      -4740.98      -4740.98      
375           375           -4056.3       -580.566      -4636.86      -4636.86      
376           376           -4168.04      -535.554      -4703.59      -4703.59      
377           377           -4167.3       -551.898      -4719.19      -4719.19      
378           378           -4176.27      -591.038      -4767.31      -4767.31      
379           379           -4232.48      -534.319      -4766.8       -4766.8       
380           380           -4233.58      -565.269      -4798.85      -4798.85      
381           381           -4396.62      -543.895      -4940.52      -4940.52      
382           382           -4286.19      -587.685      -4873.87      -4873.87      
383           383           -4363.57      -543.007      -4906.58      -4906.58      
384           384           -4336.72      -601.76       -4938.48      -4938.48      
385           385           -4420.73      -576.736      -4997.47      -4997.47      
386           386           -4213.16      -568.277      -4781.43      -4781.43      
387           387           -4372.67      -563.153      -4935.83      -4935.83      
388           388           -4180.05      -569.296      -4749.34      -4749.34      
389           389           -4244.98      -580.06       -4825.04      -4825.04      
390           390           -4368.88      -582.368      -4951.25      -4951.25      
391           391           -4368.24      -594.359      -4962.6       -4962.6       
392           392           -4476.91      -563.294      -5040.21      -5040.21      
393           393           -4343.43      -533.929      -4877.36      -4877.36      
394           394           -4265.69      -570.875      -4836.57      -4836.57      
395           395           -4219.98      -555.826      -4775.81      -4775.81      
396           396           -4247.56      -583.72       -4831.28      -4831.28      
397           397           -4008.33      -624.373      -4632.7       -4632.7       
398           398           -4060.03      -542.272      -4602.3       -4602.3       
399           399           -4341.03      -537.386      -4878.42      -4878.42      
400           400           -4301.28      -614.7        -4915.98      -4915.98      
401           401           -4302.42      -523.086      -4825.51      -4825.51      
402           402           -4087.27      -515.169      -4602.44      -4602.44      
403           403           -4090.28      -556.438      -4646.72      -4646.72      
404           404           -3979.98      -573.932      -4553.91      -4553.91      
405           405           -4089.28      -533.883      -4623.16      -4623.16      
406           406           -4088.95      -557.697      -4646.65      -4646.65      
407           407           -4166.97      -529.329      -4696.29      -4696.29      
408           408           -4145.85      -487.291      -4633.14      -4633.14      
409           409           -4163.84      -582.537      -4746.37      -4746.37      
410           410           -4156.9       -559.776      -4716.68      -4716.68      
411           411           -4251.44      -516.527      -4767.97      -4767.97      
412           412           -4072.16      -543.144      -4615.3       -4615.3       
413           413           -4177.91      -522.46       -4700.37      -4700.37      
414           414           -4134.16      -533.971      -4668.13      -4668.13      
415           415           -4109.85      -569.463      -4679.31      -4679.31      
416           416           -4073.95      -571.689      -4645.63      -4645.63      
417           417           -4247.86      -539.666      -4787.52      -4787.52      
418           418           -4112.94      -595.864      -4708.81      -4708.81      
419           419           -4216.2       -507.76       -4723.96      -4723.96      
420           420           -4010.41      -563.607      -4574.02      -4574.02      
421           421           -3986.61      -522.005      -4508.62      -4508.62      
422           422           -4086.76      -574.767      -4661.53      -4661.53      
423           423           -4104.09      -548.157      -4652.25      -4652.25      
424           424           -4143.03      -516.484      -4659.51      -4659.51      
425           425           -4140.15      -554.887      -4695.04      -4695.04      
426           426           -4202.38      -535.802      -4738.18      -4738.18      
427           427           -4086.28      -542.706      -4628.98      -4628.98      
428           428           -3987.95      -565.135      -4553.09      -4553.09      
429           429           -4109.33      -610.273      -4719.6       -4719.6       
430           430           -4127.35      -579.106      -4706.46      -4706.46      
431           431           -3994.93      -559.326      -4554.25      -4554.25      
432           432           -3913.39      -590.777      -4504.17      -4504.17      
433           433           -4063.16      -587.805      -4650.96      -4650.96      
434           434           -3851.03      -566.238      -4417.27      -4417.27      
435           435           -4024.77      -574.653      -4599.43      -4599.43      
436           436           -4051.73      -559.095      -4610.82      -4610.82      
437           437           -4111.64      -596.53       -4708.17      -4708.17      
438           438           -4159.51      -598.007      -4757.51      -4757.51      
439           439           -4249.02      -583.217      -4832.24      -4832.24      
440           440           -3925.76      -623.427      -4549.19      -4549.19      
441           441           -4188.47      -604.782      -4793.26      -4793.26      
442           442           -4157.19      -580.768      -4737.96      -4737.96      
443           443           -4330.42      -554.465      -4884.89      -4884.89      
444           444           -4251.54      -597.115      -4848.65      -4848.65      
445           445           -4200.71      -619.956      -4820.67      -4820.67      
446           446           -4232.32      -595.201      -4827.52      -4827.52      
447           447           -4133.06      -583.603      -4716.66      -4716.66      
448           448           -4034.36      -570.556      -4604.92      -4604.92      
449           449           -4125.31      -603.815      -4729.13      -4729.13      
450           450           -3982.58      -574.946      -4557.53      -4557.53      
451           451           -4110.66      -550.415      -4661.07      -4661.07      
452           452           -4177.27      -551.083      -4728.36      -4728.36      
453           453           -3994.49      -581.676      -4576.17      -4576.17      
454           454           -4121.49      -534.068      -4655.55      -4655.55      
455           455           -4064.98      -595.654      -4660.64      -4660.64      
456           456           -4026.02      -601.542      -4627.56      -4627.56      
457           457           -4026.13      -597.426      -4623.56      -4623.56      
458           458           -4173.88      -585.898      -4759.78      -4759.78      
459           459           -4119.57      -557.745      -4677.32      -4677.32      
460           460           -4202.25      -538.163      -4740.41      -4740.41      
461           461           -4242.58      -601.471      -4844.05      -4844.05      
462           462           -4187.77      -654.316      -4842.09      -4842.09      
463           463           -4346.79      -609.768      -4956.56      -4956.56      
464           464           -4272.41      -574.624      -4847.04      -4847.04      
465           465           -4252.16      -616.596      -4868.75      -4868.75      
466           466           -4310.18      -594.245      -4904.42      -4904.42      
467           467           -4183.11      -574.126      -4757.23      -4757.23      
468           468           -4309.3       -584.109      -4893.41      -4893.41      
469           469           -4073.17      -621.897      -4695.06      -4695.06      
470           470           -4132.35      -588.105      -4720.46      -4720.46      
471           471           -4140.89      -568.58       -4709.47      -4709.47      
472           472           -4007.04      -581.066      -4588.1       -4588.1       
473           473           -3945.96      -575.333      -4521.29      -4521.29      
474           474           -3927.55      -630.058      -4557.6       -4557.6       
475           475           -4121.98      -618.977      -4740.95      -4740.95      
476           476           -4156.7       -568.697      -4725.4       -4725.4       
477           477           -4091.75      -574.762      -4666.51      -4666.51      
478           478           -4077.85      -559.507      -4637.36      -4637.36      
479           479           -4077.85      -578.393      -4656.24      -4656.24      
480           480           -4118.07      -627.949      -4746.02      -4746.02      
481           481           -4108.68      -639.396      -4748.07      -4748.07      
482           482           -4054.21      -609.315      -4663.52      -4663.52      
483           483           -4150.76      -612.588      -4763.35      -4763.35      
484           484           -4259.07      -570.53       -4829.6       -4829.6       
485           485           -4331.99      -592.479      -4924.47      -4924.47      
486           486           -4386.82      -565.586      -4952.41      -4952.41      
487           487           -4233.63      -572.833      -4806.47      -4806.47      
488           488           -4217.73      -595.602      -4813.33      -4813.33      
489           489           -4293.43      -582.674      -4876.1       -4876.1       
490           490           -4287.26      -531.932      -4819.19      -4819.19      
491           491           -4184.78      -597.399      -4782.18      -4782.18      
492           492           -4200.86      -592.056      -4792.92      -4792.92      
493           493           -4165.97      -629.713      -4795.68      -4795.68      
494           494           -4089.71      -581.207      -4670.92      -4670.92      
495           495           -4087.21      -625.197      -4712.41      -4712.41      
496           496           -4102.21      -561.148      -4663.36      -4663.36      
497           497           -4042.22      -609.083      -4651.31      -4651.31      
498           498           -4323.02      -605.376      -4928.39      -4928.39      
