POSE, FRAME, ANGLE
sw06, 181, 147.55769489048407
sw06, 182, 147.55769489048407
sw06, 183, 147.55769489048407
sw06, 184, 147.55769489048407
sw06, 185, 147.55769489048407
sw06, 186, 147.55769489048407
sw06, 187, 147.55769489048407
sw06, 188, 147.55769489048407
sw06, 189, 147.55769489048407
sw06, 190, 147.55769489048407
sw06, 191, 147.55769489048407
sw06, 192, 147.55769489048407
sw06, 193, 147.55769489048407
sw06, 194, 147.55769489048407
sw06, 195, 147.55769489048407
sw06, 196, 147.55769489048407
sw06, 197, 147.55769489048407
sw06, 198, 147.55769489048407
sw06, 199, 147.55769489048407
sw06, 200, 145.39544231577068
sw06, 201, 145.39544231577068
sw06, 202, 145.39544231577068
sw06, 203, 145.39544231577068
sw06, 204, 145.39544231577068
sw06, 205, 145.39544231577068
sw06, 206, 145.39544231577068
sw06, 207, 145.39544231577068
sw06, 208, 145.39544231577068
sw06, 209, 145.39544231577068
sw06, 210, 145.39544231577068
sw06, 211, 145.39544231577068
sw06, 212, 145.39544231577068
sw06, 213, 145.39544231577068
sw06, 214, 145.39544231577068
sw06, 215, 145.39544231577068
sw06, 216, 145.39544231577068
sw06, 217, 145.39544231577068
sw06, 218, 145.39544231577068
sw06, 219, 145.39544231577068
sw06, 220, 145.39544231577068
sw06, 221, 145.39544231577068
sw06, 222, 145.39544231577068
sw06, 223, 145.39544231577068
sw06, 224, 145.39544231577068
sw06, 225, 145.39544231577068
sw06, 226, 145.39544231577068
sw06, 227, 145.39544231577068
sw06, 228, 145.39544231577068
sw06, 229, 145.39544231577068
sw06, 230, 145.39544231577068
sw06, 231, 145.39544231577068
sw06, 232, 145.39544231577068
sw06, 233, 145.39544231577068
sw06, 234, 145.39544231577068
sw06, 235, 145.39544231577068
sw06, 236, 145.39544231577068
sw06, 237, 145.39544231577068
sw06, 238, 145.39544231577068
sw06, 239, 145.39544231577068
sw06, 240, 145.39544231577068
sw06, 241, 145.39544231577068
sw06, 242, 145.39544231577068
sw06, 243, 145.39544231577068
sw06, 244, 145.39544231577068
sw06, 245, 145.39544231577068
sw06, 246, 145.39544231577068
sw06, 247, 145.39544231577068
sw06, 248, 145.39544231577068
sw06, 249, 145.39544231577068
sw06, 250, 145.39544231577068
sw06, 251, 145.39544231577068
sw06, 252, 145.39544231577068
sw06, 253, 145.39544231577068
sw06, 254, 145.39544231577068
sw06, 255, 145.39544231577068
sw06, 256, 145.39544231577068
sw06, 257, 145.39544231577068
sw06, 258, 145.39544231577068
sw06, 259, 145.39544231577068
sw06, 260, 145.39544231577068
sw06, 261, 145.39544231577068
sw06, 262, 145.39544231577068
sw06, 263, 145.39544231577068
sw06, 264, 145.39544231577068
sw06, 265, 145.39544231577068
sw06, 266, 145.39544231577068
sw06, 267, 145.39544231577068
sw06, 268, 145.39544231577068
sw06, 269, 145.39544231577068
sw06, 270, 145.39544231577068
sw06, 271, 145.39544231577068
sw06, 272, 145.39544231577068
sw06, 273, 145.39544231577068
sw06, 274, 145.39544231577068
sw06, 275, 145.39544231577068
sw06, 276, 145.39544231577068
sw06, 277, 145.39544231577068
sw06, 278, 145.39544231577068
sw06, 279, 145.39544231577068
sw06, 280, 145.39544231577068
sw06, 281, 145.39544231577068
sw06, 282, 145.39544231577068
sw06, 283, 145.39544231577068
sw06, 284, 145.39544231577068
sw06, 285, 145.39544231577068
sw06, 286, 145.39544231577068
sw06, 287, 145.39544231577068
sw06, 288, 145.39544231577068
sw06, 289, 145.39544231577068
sw06, 290, 145.39544231577068
sw06, 291, 145.39544231577068
sw06, 292, 145.39544231577068
sw06, 293, 145.39544231577068
sw06, 294, 145.39544231577068
sw06, 295, 145.39544231577068
sw06, 296, 145.39544231577068
sw06, 297, 145.39544231577068
sw06, 298, 145.39544231577068
sw06, 299, 145.39544231577068
sw06, 300, 145.39544231577068
sw06, 301, 145.39544231577068
sw06, 302, 145.39544231577068
sw06, 303, 145.39544231577068
sw06, 304, 145.39544231577068
sw06, 305, 145.39544231577068
sw06, 306, 145.39544231577068
sw06, 307, 145.39544231577068
sw06, 308, 145.39544231577068
sw06, 309, 145.39544231577068
sw06, 310, 145.39544231577068
sw06, 311, 145.39544231577068
sw06, 312, 145.39544231577068
sw06, 313, 145.39544231577068
sw06, 314, 145.39544231577068
sw06, 315, 145.39544231577068
sw06, 316, 145.39544231577068
sw06, 317, 145.39544231577068
sw06, 318, 145.39544231577068
sw06, 319, 145.39544231577068
sw06, 320, 145.39544231577068
sw06, 321, 145.39544231577068
sw06, 322, 145.39544231577068
sw06, 323, 145.39544231577068
sw06, 324, 145.39544231577068
sw06, 325, 145.39544231577068
sw06, 326, 145.39544231577068
sw06, 327, 145.39544231577068
sw06, 328, 145.39544231577068
sw06, 329, 145.39544231577068
sw06, 330, 145.39544231577068
sw06, 331, 145.39544231577068
sw06, 332, 145.39544231577068
sw06, 333, 145.39544231577068
sw06, 334, 145.39544231577068
sw06, 335, 145.39544231577068
sw06, 336, 145.39544231577068
sw06, 337, 145.39544231577068
sw06, 338, 145.39544231577068
sw06, 339, 145.39544231577068
sw06, 340, 145.39544231577068
sw06, 341, 145.39544231577068
sw06, 342, 145.39544231577068
sw06, 343, 145.39544231577068
sw06, 344, 145.39544231577068
sw06, 345, 145.39544231577068
sw06, 346, 145.39544231577068
sw06, 347, 145.39544231577068
sw06, 348, 145.39544231577068
sw06, 349, 145.39544231577068
sw06, 350, 145.39544231577068
sw06, 351, 145.39544231577068
sw06, 352, 145.39544231577068
sw06, 353, 145.39544231577068
sw06, 354, 145.39544231577068
sw06, 355, 145.39544231577068
sw06, 356, 145.39544231577068
sw06, 357, 145.39544231577068
sw06, 358, 145.39544231577068
sw06, 359, 145.39544231577068
sw06, 360, 145.39544231577068
sw06, 361, 145.39544231577068
sw06, 362, 145.39544231577068
sw06, 363, 145.39544231577068
sw06, 364, 145.39544231577068
sw06, 365, 145.39544231577068
sw06, 366, 145.39544231577068
sw06, 367, 145.39544231577068
sw06, 368, 145.39544231577068
sw06, 369, 145.39544231577068
sw06, 370, 145.39544231577068
sw06, 371, 145.39544231577068
sw06, 372, 145.39544231577068
sw06, 373, 145.39544231577068
sw06, 374, 145.39544231577068
sw06, 375, 145.39544231577068
sw06, 376, 145.39544231577068
sw06, 377, 145.39544231577068
sw06, 378, 145.39544231577068
sw06, 379, 145.39544231577068
sw06, 380, 145.39544231577068
sw06, 381, 145.39544231577068
sw06, 382, 145.39544231577068
sw06, 383, 145.39544231577068
sw06, 384, 145.39544231577068
sw06, 385, 145.39544231577068
sw06, 386, 145.39544231577068
sw06, 387, 145.39544231577068
sw06, 388, 145.39544231577068
sw06, 389, 145.39544231577068
sw06, 390, 145.39544231577068
sw06, 391, 145.39544231577068
sw06, 392, 145.39544231577068
sw06, 393, 145.39544231577068
sw06, 394, 145.39544231577068
sw06, 395, 145.39544231577068
sw06, 396, 145.39544231577068
sw06, 397, 145.39544231577068
sw06, 398, 145.39544231577068
sw06, 399, 145.39544231577068
sw06, 400, 146.0143369824275
sw06, 401, 146.0143369824275
sw06, 402, 146.0143369824275
sw06, 403, 146.0143369824275
sw06, 404, 146.0143369824275
sw06, 405, 146.0143369824275
sw06, 406, 146.0143369824275
sw06, 407, 146.0143369824275
sw06, 408, 146.0143369824275
sw06, 409, 146.0143369824275
sw06, 410, 146.0143369824275
sw06, 411, 146.0143369824275
sw06, 412, 146.0143369824275
sw06, 413, 146.0143369824275
sw06, 414, 146.0143369824275
sw06, 415, 146.0143369824275
sw06, 416, 146.0143369824275
sw06, 417, 146.0143369824275
sw06, 418, 146.0143369824275
sw06, 419, 146.0143369824275
sw06, 420, 146.0143369824275
sw06, 421, 146.0143369824275
sw06, 422, 146.0143369824275
sw06, 423, 146.0143369824275
sw06, 424, 146.0143369824275
sw06, 425, 146.0143369824275
sw06, 426, 146.0143369824275
sw06, 427, 146.0143369824275
sw06, 428, 146.0143369824275
sw06, 429, 146.0143369824275
sw06, 430, 146.0143369824275
sw06, 431, 146.0143369824275
sw06, 432, 146.0143369824275
sw06, 433, 146.0143369824275
sw06, 434, 146.0143369824275
sw06, 435, 146.0143369824275
sw06, 436, 146.0143369824275
sw06, 437, 146.0143369824275
sw06, 438, 146.0143369824275
sw06, 439, 146.0143369824275
sw06, 440, 146.0143369824275
sw06, 441, 146.0143369824275
sw06, 442, 146.0143369824275
sw06, 443, 146.0143369824275
sw06, 444, 146.0143369824275
sw06, 445, 146.0143369824275
sw06, 446, 146.0143369824275
sw06, 447, 146.0143369824275
sw06, 448, 146.0143369824275
sw06, 449, 146.0143369824275
sw06, 450, 146.0143369824275
sw06, 451, 146.0143369824275
sw06, 452, 146.0143369824275
sw06, 453, 146.0143369824275
sw06, 454, 146.0143369824275
sw06, 455, 146.0143369824275
sw06, 456, 146.0143369824275
sw06, 457, 146.0143369824275
sw06, 458, 146.0143369824275
sw06, 459, 146.0143369824275
sw06, 460, 146.0143369824275
sw06, 461, 146.0143369824275
sw06, 462, 146.0143369824275
sw06, 463, 146.0143369824275
sw06, 464, 146.0143369824275
sw06, 465, 146.0143369824275
sw06, 466, 146.0143369824275
sw06, 467, 146.0143369824275
sw06, 468, 146.0143369824275
sw06, 469, 146.0143369824275
sw06, 470, 146.0143369824275
sw06, 471, 146.0143369824275
sw06, 472, 146.0143369824275
sw06, 473, 146.0143369824275
sw06, 474, 146.0143369824275
sw06, 475, 146.0143369824275
sw06, 476, 146.0143369824275
sw06, 477, 146.0143369824275
sw06, 478, 146.0143369824275
sw06, 479, 146.0143369824275
sw06, 480, 146.0143369824275
sw06, 481, 146.0143369824275
sw06, 482, 146.0143369824275
sw06, 483, 146.0143369824275
sw06, 484, 146.0143369824275
sw06, 485, 146.0143369824275
sw06, 486, 146.0143369824275
sw06, 487, 146.0143369824275
sw06, 488, 146.0143369824275
sw06, 489, 146.0143369824275
sw06, 490, 146.0143369824275
sw06, 491, 146.0143369824275
sw06, 492, 146.0143369824275
sw06, 493, 146.0143369824275
sw06, 494, 146.0143369824275
sw06, 495, 146.0143369824275
sw06, 496, 146.0143369824275
sw06, 497, 146.0143369824275
sw06, 498, 146.0143369824275
sw06, 499, 146.0143369824275
sw06, 500, 146.0143369824275
sw06, 501, 146.0143369824275
sw06, 502, 146.0143369824275
sw06, 503, 146.0143369824275
sw06, 504, 146.0143369824275
sw06, 505, 146.0143369824275
sw06, 506, 146.0143369824275
sw06, 507, 146.0143369824275
sw06, 508, 146.0143369824275
sw06, 509, 146.0143369824275
sw06, 510, 146.0143369824275
sw06, 511, 146.0143369824275
sw06, 512, 146.0143369824275
sw06, 513, 146.0143369824275
sw06, 514, 146.0143369824275
sw06, 515, 146.0143369824275
sw06, 516, 146.0143369824275
sw06, 517, 146.0143369824275
sw06, 518, 146.0143369824275
sw06, 519, 146.0143369824275
sw06, 520, 146.0143369824275
sw06, 521, 146.0143369824275
sw06, 522, 146.0143369824275
sw06, 523, 146.0143369824275
sw06, 524, 146.0143369824275
sw06, 525, 146.0143369824275
sw06, 526, 146.0143369824275
sw06, 527, 146.0143369824275
sw06, 528, 146.0143369824275
sw06, 529, 146.0143369824275
sw06, 530, 146.0143369824275
sw06, 531, 146.0143369824275
sw06, 532, 146.0143369824275
sw06, 533, 146.0143369824275
sw06, 534, 146.0143369824275
sw06, 535, 146.0143369824275
sw06, 536, 146.0143369824275
sw06, 537, 146.0143369824275
sw06, 538, 146.0143369824275
sw06, 539, 146.0143369824275
sw06, 540, 146.0143369824275
sw06, 541, 146.0143369824275
sw06, 542, 146.0143369824275
sw06, 543, 146.0143369824275
sw06, 544, 146.0143369824275
sw06, 545, 146.0143369824275
sw06, 546, 146.0143369824275
sw06, 547, 146.0143369824275
sw06, 548, 146.0143369824275
sw06, 549, 146.0143369824275
sw06, 550, 146.0143369824275
sw06, 551, 146.0143369824275
sw06, 552, 146.0143369824275
sw06, 553, 146.0143369824275
sw06, 554, 146.0143369824275
sw06, 555, 146.0143369824275
sw06, 556, 146.0143369824275
sw06, 557, 146.0143369824275
sw06, 558, 146.0143369824275
sw06, 559, 146.0143369824275
sw06, 560, 146.0143369824275
sw06, 561, 146.0143369824275
sw06, 562, 146.0143369824275
sw06, 563, 146.0143369824275
sw06, 564, 146.0143369824275
sw06, 565, 146.0143369824275
sw06, 566, 146.0143369824275
sw06, 567, 146.0143369824275
sw06, 568, 146.0143369824275
sw06, 569, 146.0143369824275
sw06, 570, 146.0143369824275
sw06, 571, 146.0143369824275
sw06, 572, 146.0143369824275
sw06, 573, 146.0143369824275
sw06, 574, 146.0143369824275
sw06, 575, 146.0143369824275
sw06, 576, 146.0143369824275
sw06, 577, 146.0143369824275
sw06, 578, 146.0143369824275
sw06, 579, 146.0143369824275
sw06, 580, 146.0143369824275
sw06, 581, 146.0143369824275
sw06, 582, 146.0143369824275
sw06, 583, 146.0143369824275
sw06, 584, 146.0143369824275
sw06, 585, 146.0143369824275
sw06, 586, 146.0143369824275
sw06, 587, 146.0143369824275
sw06, 588, 146.0143369824275
sw06, 589, 146.0143369824275
sw06, 590, 146.0143369824275
sw06, 591, 146.0143369824275
sw06, 592, 146.0143369824275
sw06, 593, 146.0143369824275
sw06, 594, 146.0143369824275
sw06, 595, 146.0143369824275
sw06, 596, 146.0143369824275
sw06, 597, 146.0143369824275
sw06, 598, 146.0143369824275
sw06, 599, 146.0143369824275
sw06, 600, 152.0843352558705
sw06, 601, 152.0843352558705
sw06, 602, 152.0843352558705
sw06, 603, 152.0843352558705
sw06, 604, 152.0843352558705
sw06, 605, 152.0843352558705
sw06, 606, 152.0843352558705
sw06, 607, 152.0843352558705
sw06, 608, 152.0843352558705
sw06, 609, 152.0843352558705
sw06, 610, 152.0843352558705
sw06, 611, 152.0843352558705
sw06, 612, 152.0843352558705
sw06, 613, 152.0843352558705
sw06, 614, 152.0843352558705
sw06, 615, 152.0843352558705
sw06, 616, 152.0843352558705
sw06, 617, 152.0843352558705
sw06, 618, 152.0843352558705
sw06, 619, 152.0843352558705
sw06, 620, 152.0843352558705
sw06, 621, 152.0843352558705
sw06, 622, 152.0843352558705
sw06, 623, 152.0843352558705
sw06, 624, 152.0843352558705
sw06, 625, 152.0843352558705
sw06, 626, 152.0843352558705
sw06, 627, 152.0843352558705
sw06, 628, 152.0843352558705
sw06, 629, 152.0843352558705
sw06, 630, 152.0843352558705
sw06, 631, 152.0843352558705
sw06, 632, 152.0843352558705
sw06, 633, 152.0843352558705
sw06, 634, 152.0843352558705
sw06, 635, 152.0843352558705
sw06, 636, 152.0843352558705
sw06, 637, 152.0843352558705
sw06, 638, 152.0843352558705
sw06, 639, 152.0843352558705
sw06, 640, 152.0843352558705
sw06, 641, 152.0843352558705
sw06, 642, 152.0843352558705
sw06, 643, 152.0843352558705
sw06, 644, 152.0843352558705
sw06, 645, 152.0843352558705
sw06, 646, 152.0843352558705
sw06, 647, 152.0843352558705
sw06, 648, 152.0843352558705
sw06, 649, 152.0843352558705
sw06, 650, 152.0843352558705
sw06, 651, 152.0843352558705
sw06, 652, 152.0843352558705
sw06, 653, 152.0843352558705
sw06, 654, 152.0843352558705
sw06, 655, 152.0843352558705
sw06, 656, 152.0843352558705
sw06, 657, 152.0843352558705
sw06, 658, 152.0843352558705
sw06, 659, 152.0843352558705
sw06, 660, 152.0843352558705
sw06, 661, 152.0843352558705
sw06, 662, 152.0843352558705
sw06, 663, 152.0843352558705
sw06, 664, 152.0843352558705
sw06, 665, 152.0843352558705
sw06, 666, 152.0843352558705
sw06, 667, 152.0843352558705
sw06, 668, 152.0843352558705
sw06, 669, 152.0843352558705
sw06, 670, 152.0843352558705
sw06, 671, 152.0843352558705
sw06, 672, 152.0843352558705
sw06, 673, 152.0843352558705
sw06, 674, 152.0843352558705
sw06, 675, 152.0843352558705
sw06, 676, 152.0843352558705
sw06, 677, 152.0843352558705
sw06, 678, 152.0843352558705
sw06, 679, 152.0843352558705
sw06, 680, 152.0843352558705
sw06, 681, 152.0843352558705
sw06, 682, 152.0843352558705
sw06, 683, 152.0843352558705
sw06, 684, 152.0843352558705
sw06, 685, 152.0843352558705
sw06, 686, 152.0843352558705
sw06, 687, 152.0843352558705
sw06, 688, 152.0843352558705
sw06, 689, 152.0843352558705
sw06, 690, 152.0843352558705
sw06, 691, 152.0843352558705
sw06, 692, 152.0843352558705
sw06, 693, 152.0843352558705
sw06, 694, 152.0843352558705
sw06, 695, 152.0843352558705
sw06, 696, 152.0843352558705
sw06, 697, 152.0843352558705
sw06, 698, 152.0843352558705
sw06, 699, 152.0843352558705
sw06, 700, 152.0843352558705
sw06, 701, 152.0843352558705
sw06, 702, 152.0843352558705
sw06, 703, 152.0843352558705
sw06, 704, 152.0843352558705
sw06, 705, 152.0843352558705
sw06, 706, 152.0843352558705
sw06, 707, 152.0843352558705
sw06, 708, 152.0843352558705
sw06, 709, 152.0843352558705
sw06, 710, 152.0843352558705
sw06, 711, 152.0843352558705
sw06, 712, 152.0843352558705
sw06, 713, 152.0843352558705
sw06, 714, 152.0843352558705
sw06, 715, 152.0843352558705
sw06, 716, 152.0843352558705
sw06, 717, 152.0843352558705
sw06, 718, 152.0843352558705
sw06, 719, 152.0843352558705
sw06, 720, 152.0843352558705
sw06, 721, 152.0843352558705
sw06, 722, 152.0843352558705
sw06, 723, 152.0843352558705
sw06, 724, 152.0843352558705
sw06, 725, 152.0843352558705
sw06, 726, 152.0843352558705
sw06, 727, 152.0843352558705
sw06, 728, 152.0843352558705
sw06, 729, 152.0843352558705
sw06, 730, 152.0843352558705
sw06, 731, 152.0843352558705
sw06, 732, 152.0843352558705
sw06, 733, 152.0843352558705
sw06, 734, 152.0843352558705
sw06, 735, 152.0843352558705
sw06, 736, 152.0843352558705
sw06, 737, 152.0843352558705
sw06, 738, 152.0843352558705
sw06, 739, 152.0843352558705
sw06, 740, 152.0843352558705
sw06, 741, 152.0843352558705
sw06, 742, 152.0843352558705
sw06, 743, 152.0843352558705
sw06, 744, 152.0843352558705
sw06, 745, 152.0843352558705
sw06, 746, 152.0843352558705
sw06, 747, 152.0843352558705
sw06, 748, 152.0843352558705
sw06, 749, 152.0843352558705
sw06, 750, 152.0843352558705
sw06, 751, 152.0843352558705
sw06, 752, 152.0843352558705
sw06, 753, 152.0843352558705
sw06, 754, 152.0843352558705
sw06, 755, 152.0843352558705
sw06, 756, 152.0843352558705
sw06, 757, 152.0843352558705
sw06, 758, 152.0843352558705
sw06, 759, 152.0843352558705
sw06, 760, 152.0843352558705
sw06, 761, 152.0843352558705
sw06, 762, 152.0843352558705
sw06, 763, 152.0843352558705
sw06, 764, 152.0843352558705
sw06, 765, 152.0843352558705
sw06, 766, 152.0843352558705
sw06, 767, 152.0843352558705
sw06, 768, 152.0843352558705
sw06, 769, 152.0843352558705
sw06, 770, 152.0843352558705
sw06, 771, 152.0843352558705
sw06, 772, 152.0843352558705
sw06, 773, 152.0843352558705
sw06, 774, 152.0843352558705
sw06, 775, 152.0843352558705
sw06, 776, 152.0843352558705
sw06, 777, 152.0843352558705
sw06, 778, 152.0843352558705
sw06, 779, 152.0843352558705
sw06, 780, 152.0843352558705
sw06, 781, 152.0843352558705
sw06, 782, 152.0843352558705
sw06, 783, 152.0843352558705
sw06, 784, 152.0843352558705
sw06, 785, 152.0843352558705
sw06, 786, 152.0843352558705
sw06, 787, 152.0843352558705
sw06, 788, 152.0843352558705
sw06, 789, 152.0843352558705
sw06, 790, 152.0843352558705
sw06, 791, 152.0843352558705
sw06, 792, 152.0843352558705
sw06, 793, 152.0843352558705
sw06, 794, 152.0843352558705
sw06, 795, 152.0843352558705
sw06, 796, 152.0843352558705
sw06, 797, 152.0843352558705
sw06, 798, 152.0843352558705
sw06, 799, 152.0843352558705
sw06, 800, 150.1805143278479
sw06, 801, 150.1805143278479
sw06, 802, 150.1805143278479
sw06, 803, 150.1805143278479
sw06, 804, 150.1805143278479
sw06, 805, 150.1805143278479
sw06, 806, 150.1805143278479
sw06, 807, 150.1805143278479
sw06, 808, 150.1805143278479
sw06, 809, 150.1805143278479
sw06, 810, 150.1805143278479
sw06, 811, 150.1805143278479
sw06, 812, 150.1805143278479
sw06, 813, 150.1805143278479
sw06, 814, 150.1805143278479
sw06, 815, 150.1805143278479
sw06, 816, 150.1805143278479
sw06, 817, 150.1805143278479
sw06, 818, 150.1805143278479
sw06, 819, 150.1805143278479
sw06, 820, 150.1805143278479
sw06, 821, 150.1805143278479
sw06, 822, 150.1805143278479
sw06, 823, 150.1805143278479
sw06, 824, 150.1805143278479
sw06, 825, 150.1805143278479
sw06, 826, 150.1805143278479
sw06, 827, 150.1805143278479
sw06, 828, 150.1805143278479
sw06, 829, 150.1805143278479
sw06, 830, 150.1805143278479
sw06, 831, 150.1805143278479
sw06, 832, 150.1805143278479
sw06, 833, 150.1805143278479
sw06, 834, 150.1805143278479
sw06, 835, 150.1805143278479
sw06, 836, 150.1805143278479
sw06, 837, 150.1805143278479
sw06, 838, 150.1805143278479
sw06, 839, 150.1805143278479
sw06, 840, 150.1805143278479
sw06, 841, 150.1805143278479
sw06, 842, 150.1805143278479
sw06, 843, 150.1805143278479
sw06, 844, 150.1805143278479
sw06, 845, 150.1805143278479
sw06, 846, 150.1805143278479
sw06, 847, 150.1805143278479
sw06, 848, 150.1805143278479
sw06, 849, 150.1805143278479
sw06, 850, 150.1805143278479
sw06, 851, 150.1805143278479
sw06, 852, 150.1805143278479
sw06, 853, 150.1805143278479
sw06, 854, 150.1805143278479
sw06, 855, 150.1805143278479
sw06, 856, 150.1805143278479
sw06, 857, 150.1805143278479
sw06, 858, 150.1805143278479
sw06, 859, 150.1805143278479
sw06, 860, 150.1805143278479
sw06, 861, 150.1805143278479
sw06, 862, 150.1805143278479
sw06, 863, 150.1805143278479
sw06, 864, 150.1805143278479
sw06, 865, 150.1805143278479
sw06, 866, 150.1805143278479
sw06, 867, 150.1805143278479
sw06, 868, 150.1805143278479
sw06, 869, 150.1805143278479
sw06, 870, 150.1805143278479
sw06, 871, 150.1805143278479
sw06, 872, 150.1805143278479
