"FRAME","SYSTEM","RMSD"
1,"RMSD",0.000444209290435538
2,"RMSD",0.623488366603851
3,"RMSD",0.604152143001556
4,"RMSD",0.575000524520874
5,"RMSD",0.484118789434433
6,"RMSD",0.703364014625549
7,"RMSD",0.542428731918335
8,"RMSD",0.489321976900101
9,"RMSD",0.638365209102631
10,"RMSD",0.496204942464828
11,"RMSD",0.651917934417725
12,"RMSD",0.637309491634369
13,"RMSD",0.653941929340363
14,"RMSD",0.708406090736389
15,"RMSD",0.690142631530762
16,"RMSD",1.0462064743042
17,"RMSD",0.690633058547974
18,"RMSD",0.558852672576904
19,"RMSD",0.592288851737976
20,"RMSD",0.646129488945007
21,"RMSD",0.683477461338043
22,"RMSD",0.543681085109711
23,"RMSD",0.586947500705719
24,"RMSD",0.589078664779663
25,"RMSD",0.580930709838867
26,"RMSD",0.54505717754364
27,"RMSD",0.725738167762756
28,"RMSD",0.791196286678314
29,"RMSD",0.67982804775238
30,"RMSD",0.601783573627472
31,"RMSD",0.65943044424057
32,"RMSD",0.584467470645905
33,"RMSD",0.521806836128235
34,"RMSD",0.72214275598526
35,"RMSD",0.58384495973587
36,"RMSD",0.786084115505219
37,"RMSD",0.601443707942963
38,"RMSD",0.740820109844208
39,"RMSD",0.709454774856567
40,"RMSD",0.761483490467072
41,"RMSD",0.6827033162117
42,"RMSD",0.64504212141037
43,"RMSD",0.93852424621582
44,"RMSD",0.64505273103714
45,"RMSD",0.567681610584259
46,"RMSD",0.670250415802002
47,"RMSD",0.63224583864212
48,"RMSD",0.667262375354767
49,"RMSD",0.734431803226471
50,"RMSD",0.63351446390152
51,"RMSD",0.666366457939148
52,"RMSD",0.634531438350677
53,"RMSD",0.745408415794373
54,"RMSD",0.602252840995789
55,"RMSD",0.760799646377563
56,"RMSD",0.633395254611969
57,"RMSD",0.878592371940613
58,"RMSD",0.750004529953003
59,"RMSD",0.787711799144745
60,"RMSD",0.610696256160736
61,"RMSD",0.708628356456757
62,"RMSD",0.726574778556824
63,"RMSD",0.906221568584442
64,"RMSD",0.708697080612183
65,"RMSD",0.672240912914276
66,"RMSD",0.633416831493378
67,"RMSD",0.668429315090179
68,"RMSD",0.726663589477539
69,"RMSD",0.879751205444336
70,"RMSD",0.643146157264709
71,"RMSD",0.723639786243439
72,"RMSD",0.609888851642609
73,"RMSD",1.1322535276413
74,"RMSD",0.621934473514557
75,"RMSD",0.82481324672699
76,"RMSD",0.721559941768646
77,"RMSD",0.776015043258667
78,"RMSD",0.667611300945282
79,"RMSD",0.599912881851196
80,"RMSD",0.630460977554321
81,"RMSD",0.73757266998291
82,"RMSD",0.832248270511627
83,"RMSD",0.683257043361664
84,"RMSD",0.744202435016632
85,"RMSD",0.628541707992554
86,"RMSD",0.661366999149323
87,"RMSD",0.663230299949646
88,"RMSD",0.795106768608093
89,"RMSD",0.866763710975647
90,"RMSD",0.613871514797211
91,"RMSD",0.744130373001099
92,"RMSD",0.674849152565002
93,"RMSD",0.874158203601837
94,"RMSD",0.652035593986511
95,"RMSD",0.87432736158371
96,"RMSD",0.854727327823639
97,"RMSD",0.735006034374237
98,"RMSD",0.708899676799774
99,"RMSD",0.7312833070755
100,"RMSD",0.639156460762024
101,"RMSD",0.732939779758453
102,"RMSD",0.747114181518555
103,"RMSD",0.805699706077576
104,"RMSD",0.798872053623199
105,"RMSD",0.650066494941711
106,"RMSD",0.677649796009064
107,"RMSD",0.645796656608582
108,"RMSD",0.711568474769592
109,"RMSD",1.08926236629486
110,"RMSD",0.598383843898773
111,"RMSD",0.636978507041931
112,"RMSD",0.914301991462708
113,"RMSD",0.822977602481842
114,"RMSD",0.74688994884491
115,"RMSD",0.540429055690765
116,"RMSD",0.785955905914307
117,"RMSD",0.553650856018066
118,"RMSD",0.91839599609375
119,"RMSD",0.880607843399048
120,"RMSD",0.779728651046753
121,"RMSD",0.632663607597351
122,"RMSD",0.680866301059723
123,"RMSD",0.639169871807098
124,"RMSD",0.706407845020294
125,"RMSD",0.724754273891449
126,"RMSD",0.715128421783447
127,"RMSD",0.631377875804901
128,"RMSD",0.583387076854706
129,"RMSD",0.716023743152618
130,"RMSD",0.640903770923615
131,"RMSD",0.673658490180969
132,"RMSD",0.639973998069763
133,"RMSD",0.705494105815887
134,"RMSD",0.62329638004303
135,"RMSD",0.749394476413727
136,"RMSD",0.657677233219147
137,"RMSD",0.705187499523163
138,"RMSD",0.659715831279755
139,"RMSD",0.678932785987854
140,"RMSD",0.920217335224152
141,"RMSD",0.874148726463318
142,"RMSD",0.866219997406006
143,"RMSD",0.677598595619202
144,"RMSD",0.86058896780014
145,"RMSD",0.905838847160339
146,"RMSD",0.684495031833649
147,"RMSD",0.986226499080658
148,"RMSD",0.826776266098022
149,"RMSD",0.606050074100494
150,"RMSD",0.69497150182724
151,"RMSD",1.15088772773743
152,"RMSD",0.613345861434937
153,"RMSD",0.606318235397339
154,"RMSD",0.855517446994781
155,"RMSD",0.979081451892853
156,"RMSD",0.940627872943878
157,"RMSD",0.957615792751312
158,"RMSD",0.681847810745239
159,"RMSD",0.857038259506226
160,"RMSD",0.630399882793427
161,"RMSD",0.76531720161438
162,"RMSD",0.762355268001556
163,"RMSD",0.831510663032532
164,"RMSD",1.02926516532898
165,"RMSD",0.726457834243774
166,"RMSD",0.789375722408295
167,"RMSD",0.661099135875702
168,"RMSD",0.69616025686264
169,"RMSD",0.75912743806839
170,"RMSD",0.674110651016235
171,"RMSD",0.586346745491028
172,"RMSD",0.616865038871765
173,"RMSD",0.499052584171295
174,"RMSD",0.590102136135101
175,"RMSD",0.605473220348358
176,"RMSD",0.720416069030762
177,"RMSD",0.453523069620132
178,"RMSD",0.585139095783234
179,"RMSD",0.938775479793549
180,"RMSD",0.680969476699829
181,"RMSD",0.688719689846039
182,"RMSD",0.442948758602142
183,"RMSD",0.929021179676056
184,"RMSD",0.71048229932785
185,"RMSD",0.611360311508179
186,"RMSD",0.836529135704041
187,"RMSD",0.597173094749451
188,"RMSD",0.759919404983521
189,"RMSD",0.807522118091583
190,"RMSD",0.67046332359314
191,"RMSD",0.686873018741608
192,"RMSD",0.507753968238831
193,"RMSD",0.717427551746368
194,"RMSD",0.703524768352509
195,"RMSD",0.853866100311279
196,"RMSD",0.891030550003052
197,"RMSD",0.736880242824554
198,"RMSD",0.859511017799377
199,"RMSD",0.800586938858032
200,"RMSD",0.889789521694183
201,"RMSD",0.878893792629242
202,"RMSD",0.856164991855621
203,"RMSD",0.774807751178741
204,"RMSD",0.774531602859497
205,"RMSD",0.796258866786957
206,"RMSD",1.11908066272736
207,"RMSD",0.628213942050934
208,"RMSD",0.691815853118896
209,"RMSD",0.610271275043488
210,"RMSD",0.821968615055084
211,"RMSD",1.00496852397919
212,"RMSD",1.05590951442719
213,"RMSD",0.778475284576416
214,"RMSD",1.22294914722443
215,"RMSD",0.962633311748505
216,"RMSD",0.941467046737671
217,"RMSD",0.828848421573639
218,"RMSD",0.728325843811035
219,"RMSD",0.86318027973175
220,"RMSD",0.672124743461609
221,"RMSD",0.665451526641846
222,"RMSD",0.534501075744629
223,"RMSD",0.778978288173676
224,"RMSD",0.605308771133423
225,"RMSD",0.876142978668213
226,"RMSD",0.683943927288055
227,"RMSD",0.69516909122467
228,"RMSD",0.774110317230225
229,"RMSD",0.849418938159943
230,"RMSD",0.683351516723633
231,"RMSD",0.732167780399323
232,"RMSD",0.547673940658569
233,"RMSD",0.619924902915955
234,"RMSD",0.712769985198975
235,"RMSD",0.681407570838928
236,"RMSD",0.825384736061096
237,"RMSD",0.726012706756592
238,"RMSD",0.97855818271637
239,"RMSD",0.691056787967682
240,"RMSD",0.695721983909607
241,"RMSD",0.613449215888977
242,"RMSD",0.677771866321564
243,"RMSD",0.64072722196579
244,"RMSD",0.961216330528259
245,"RMSD",0.699424624443054
246,"RMSD",0.791253805160522
247,"RMSD",0.682018280029297
248,"RMSD",0.780608057975769
249,"RMSD",0.814123272895813
250,"RMSD",0.800315856933594
251,"RMSD",0.770974516868591
252,"RMSD",0.884375810623169
253,"RMSD",0.740518629550934
254,"RMSD",0.778714895248413
255,"RMSD",0.787188231945038
256,"RMSD",0.901310861110687
257,"RMSD",0.683696329593658
258,"RMSD",0.705183625221252
259,"RMSD",0.618692100048065
260,"RMSD",0.834431886672974
261,"RMSD",0.739174783229828
262,"RMSD",0.709409892559052
263,"RMSD",0.732202172279358
264,"RMSD",1.03856444358826
265,"RMSD",0.821072936058044
266,"RMSD",0.680898189544678
267,"RMSD",0.80548220872879
268,"RMSD",0.690204501152039
269,"RMSD",0.741687178611755
270,"RMSD",0.763663828372955
271,"RMSD",0.797082662582397
272,"RMSD",0.817125856876373
273,"RMSD",0.785739123821259
274,"RMSD",0.561995625495911
275,"RMSD",0.679885268211365
276,"RMSD",0.577034413814545
277,"RMSD",0.625032126903534
278,"RMSD",0.795817911624908
279,"RMSD",0.49521479010582
280,"RMSD",0.742935419082642
281,"RMSD",1.00153589248657
282,"RMSD",1.03502440452576
283,"RMSD",0.923573315143585
284,"RMSD",0.922466158866882
285,"RMSD",0.842016637325287
286,"RMSD",0.916397154331207
287,"RMSD",0.583427786827087
288,"RMSD",0.866735696792603
289,"RMSD",0.543643414974213
290,"RMSD",0.599958062171936
291,"RMSD",0.731650352478027
292,"RMSD",0.684615790843964
293,"RMSD",0.679343581199646
294,"RMSD",0.60739654302597
295,"RMSD",0.783275485038757
296,"RMSD",0.942477881908417
297,"RMSD",0.728838324546814
298,"RMSD",0.605000197887421
299,"RMSD",0.656702816486359
300,"RMSD",0.774969518184662
301,"RMSD",0.621754467487335
302,"RMSD",0.588850140571594
303,"RMSD",0.721546053886414
304,"RMSD",0.838019490242004
305,"RMSD",0.695672988891602
306,"RMSD",0.800126910209656
307,"RMSD",0.623759150505066
308,"RMSD",0.667306303977966
309,"RMSD",0.798191785812378
310,"RMSD",0.708579361438751
311,"RMSD",0.711175441741943
312,"RMSD",0.647520184516907
313,"RMSD",0.66327178478241
314,"RMSD",0.612036466598511
315,"RMSD",0.802775681018829
316,"RMSD",0.770355582237244
317,"RMSD",0.632718801498413
318,"RMSD",0.644536912441254
319,"RMSD",0.858977854251862
320,"RMSD",0.708228528499603
321,"RMSD",0.748763740062714
322,"RMSD",0.65562778711319
323,"RMSD",0.608590245246887
324,"RMSD",0.684941112995148
325,"RMSD",0.719718217849731
326,"RMSD",0.620370984077454
327,"RMSD",0.703440010547638
328,"RMSD",0.804763197898865
329,"RMSD",0.611167907714844
330,"RMSD",0.682399451732635
331,"RMSD",0.607606768608093
332,"RMSD",0.765517771244049
333,"RMSD",0.708624958992004
334,"RMSD",0.664638996124268
335,"RMSD",0.741968154907227
336,"RMSD",0.684723138809204
337,"RMSD",0.633363544940948
338,"RMSD",0.737692594528198
339,"RMSD",0.802625417709351
340,"RMSD",0.757376790046692
341,"RMSD",0.456608265638351
342,"RMSD",0.67869758605957
343,"RMSD",0.567499995231628
344,"RMSD",0.772389233112335
345,"RMSD",0.806539416313171
346,"RMSD",0.697704315185547
347,"RMSD",0.667436838150024
348,"RMSD",0.757961392402649
349,"RMSD",0.757543981075287
350,"RMSD",0.861225605010986
351,"RMSD",0.746246635913849
352,"RMSD",0.511809527873993
353,"RMSD",0.608269274234772
354,"RMSD",0.643737614154816
355,"RMSD",1.08280599117279
356,"RMSD",0.920782387256622
357,"RMSD",0.713102459907532
358,"RMSD",0.863384187221527
359,"RMSD",0.647566795349121
360,"RMSD",0.503706634044647
361,"RMSD",0.560085475444794
362,"RMSD",0.66221672296524
363,"RMSD",0.632761418819427
364,"RMSD",0.722150504589081
365,"RMSD",0.721514999866486
366,"RMSD",0.542723894119263
367,"RMSD",0.916133284568787
368,"RMSD",0.805622816085815
369,"RMSD",0.754073858261108
370,"RMSD",0.635415554046631
371,"RMSD",0.796960353851318
372,"RMSD",0.613013386726379
373,"RMSD",0.705783605575562
374,"RMSD",0.632483601570129
375,"RMSD",0.585110306739807
376,"RMSD",0.637270748615265
377,"RMSD",0.795307517051697
378,"RMSD",0.636220574378967
379,"RMSD",0.52824330329895
380,"RMSD",0.691491305828094
381,"RMSD",0.669440984725952
382,"RMSD",0.685306131839752
383,"RMSD",0.671239674091339
384,"RMSD",0.702870726585388
385,"RMSD",0.730734348297119
386,"RMSD",0.591937899589539
387,"RMSD",0.574084877967834
388,"RMSD",0.776698768138885
389,"RMSD",0.600185215473175
390,"RMSD",0.639717996120453
391,"RMSD",0.716519236564636
392,"RMSD",0.675002872943878
393,"RMSD",0.697810351848602
394,"RMSD",0.826146900653839
395,"RMSD",0.673835158348083
396,"RMSD",0.779550790786743
397,"RMSD",0.87778115272522
398,"RMSD",0.837867558002472
399,"RMSD",0.71977174282074
400,"RMSD",0.878303349018097
401,"RMSD",0.793506801128387
402,"RMSD",0.740656971931458
403,"RMSD",0.888572454452515
404,"RMSD",0.764391243457794
405,"RMSD",0.814202785491943
406,"RMSD",0.763964354991913
407,"RMSD",0.800529778003693
408,"RMSD",0.889948308467865
409,"RMSD",1.09896612167358
410,"RMSD",0.928759634494781
411,"RMSD",0.943566560745239
412,"RMSD",0.912932991981506
413,"RMSD",0.901011526584625
414,"RMSD",0.934739470481873
415,"RMSD",1.1608818769455
416,"RMSD",0.738721311092377
417,"RMSD",0.872255682945251
418,"RMSD",0.92687463760376
419,"RMSD",0.707810342311859
420,"RMSD",1.00114667415619
421,"RMSD",0.749514639377594
422,"RMSD",0.799864888191223
423,"RMSD",0.79480654001236
424,"RMSD",1.08155250549316
425,"RMSD",0.885013282299042
426,"RMSD",0.988361716270447
427,"RMSD",0.922181725502014
428,"RMSD",0.886114180088043
429,"RMSD",0.821988523006439
430,"RMSD",0.881525754928589
431,"RMSD",0.896656215190887
432,"RMSD",1.1639838218689
433,"RMSD",0.984730064868927
434,"RMSD",0.805067777633667
435,"RMSD",0.794745564460754
436,"RMSD",0.853225827217102
437,"RMSD",0.874026894569397
438,"RMSD",0.91606730222702
439,"RMSD",0.8487948179245
440,"RMSD",0.997015595436096
441,"RMSD",0.962915420532227
442,"RMSD",0.97769957780838
443,"RMSD",0.895141839981079
444,"RMSD",1.01508295536041
445,"RMSD",0.87024450302124
446,"RMSD",0.869301557540894
447,"RMSD",0.947931945323944
448,"RMSD",0.773407936096191
449,"RMSD",0.764458537101746
450,"RMSD",0.860006093978882
451,"RMSD",0.898828089237213
452,"RMSD",0.853674650192261
453,"RMSD",0.877542793750763
454,"RMSD",0.880626261234283
455,"RMSD",1.03349578380585
456,"RMSD",0.790179371833801
457,"RMSD",0.943741798400879
458,"RMSD",0.92934513092041
459,"RMSD",0.718355000019073
460,"RMSD",0.908376753330231
461,"RMSD",0.850491940975189
462,"RMSD",1.01265251636505
463,"RMSD",0.740856766700745
464,"RMSD",0.848411083221436
465,"RMSD",0.980454862117767
466,"RMSD",0.859084606170654
467,"RMSD",0.878344893455505
468,"RMSD",0.784343361854553
469,"RMSD",0.990994930267334
470,"RMSD",0.719790756702423
471,"RMSD",1.12035167217255
472,"RMSD",0.934747576713562
473,"RMSD",0.790588736534119
474,"RMSD",0.85709947347641
475,"RMSD",1.05106627941132
476,"RMSD",0.852043092250824
477,"RMSD",0.739976763725281
478,"RMSD",0.735891401767731
479,"RMSD",0.830643951892853
480,"RMSD",0.69231390953064
481,"RMSD",0.681796073913574
482,"RMSD",0.79416835308075
483,"RMSD",0.841423511505127
484,"RMSD",0.638927817344666
485,"RMSD",1.02246165275574
486,"RMSD",0.817069709300995
487,"RMSD",1.00220131874084
488,"RMSD",0.606755495071411
489,"RMSD",1.12430906295776
490,"RMSD",0.757027983665466
491,"RMSD",0.718439161777496
492,"RMSD",0.699947595596313
493,"RMSD",0.704421162605286
494,"RMSD",0.652591288089752
495,"RMSD",0.675220370292664
496,"RMSD",0.607425510883331
497,"RMSD",0.591806411743164
498,"RMSD",0.490800261497498
499,"RMSD",0.823047161102295
500,"RMSD",0.782793402671814
501,"RMSD",0.799565255641937
502,"RMSD",0.650759816169739
503,"RMSD",0.921790659427643
504,"RMSD",0.653279483318329
505,"RMSD",0.615334570407867
506,"RMSD",0.786772727966309
507,"RMSD",0.629819393157959
508,"RMSD",0.610811054706573
509,"RMSD",0.782110035419464
510,"RMSD",0.736311793327332
511,"RMSD",0.733810663223267
512,"RMSD",0.880307257175446
513,"RMSD",0.839595437049866
514,"RMSD",0.636568605899811
515,"RMSD",0.65093594789505
516,"RMSD",0.719131946563721
517,"RMSD",0.81065160036087
518,"RMSD",0.790284276008606
519,"RMSD",0.49918058514595
520,"RMSD",1.00858199596405
521,"RMSD",0.78670459985733
522,"RMSD",0.809861361980438
523,"RMSD",0.960734248161316
524,"RMSD",0.87898188829422
525,"RMSD",0.76967853307724
526,"RMSD",0.944168865680695
527,"RMSD",0.908413589000702
528,"RMSD",1.01446139812469
529,"RMSD",1.07436621189117
530,"RMSD",0.86861252784729
531,"RMSD",1.0096093416214
532,"RMSD",0.914395868778229
533,"RMSD",0.716779887676239
534,"RMSD",0.932480275630951
535,"RMSD",0.745740652084351
536,"RMSD",1.01272249221802
537,"RMSD",0.958147466182709
538,"RMSD",1.08247184753418
539,"RMSD",0.769668221473694
540,"RMSD",0.767086088657379
541,"RMSD",1.03018605709076
542,"RMSD",1.06355082988739
543,"RMSD",1.21467852592468
544,"RMSD",1.44472336769104
545,"RMSD",1.26443457603455
546,"RMSD",1.00111711025238
547,"RMSD",0.808484137058258
548,"RMSD",0.784437000751495
549,"RMSD",0.815965056419373
550,"RMSD",1.03933751583099
551,"RMSD",0.97671240568161
552,"RMSD",1.21841263771057
553,"RMSD",1.21715152263641
554,"RMSD",1.45439386367798
555,"RMSD",1.05029022693634
556,"RMSD",1.0434478521347
557,"RMSD",1.20271921157837
558,"RMSD",0.978883445262909
559,"RMSD",1.0792498588562
560,"RMSD",0.935207605361938
561,"RMSD",1.07719123363495
562,"RMSD",0.895991444587708
563,"RMSD",0.786444246768951
564,"RMSD",0.73178631067276
565,"RMSD",1.2059782743454
566,"RMSD",0.602873682975769
567,"RMSD",0.763560891151428
568,"RMSD",0.656366944313049
569,"RMSD",0.666322112083435
570,"RMSD",0.790148198604584
571,"RMSD",0.676038324832916
572,"RMSD",0.708708226680756
573,"RMSD",0.755301713943481
574,"RMSD",0.740907490253448
575,"RMSD",0.755171835422516
576,"RMSD",1.06398522853851
577,"RMSD",0.710711479187012
578,"RMSD",0.780129015445709
579,"RMSD",0.884190678596497
580,"RMSD",0.81454461812973
581,"RMSD",0.818576633930206
582,"RMSD",0.863893806934357
583,"RMSD",0.783988118171692
584,"RMSD",0.903599977493286
585,"RMSD",0.69231641292572
586,"RMSD",0.712497889995575
587,"RMSD",0.809713363647461
588,"RMSD",0.67172759771347
589,"RMSD",1.08885514736176
590,"RMSD",0.956192374229431
591,"RMSD",0.929779410362244
592,"RMSD",1.06720960140228
593,"RMSD",0.696632385253906
594,"RMSD",0.794643998146057
595,"RMSD",0.77764505147934
596,"RMSD",0.706435859203339
597,"RMSD",0.756897985935211
598,"RMSD",1.0206698179245
599,"RMSD",0.998846292495728
600,"RMSD",0.926111340522766
601,"RMSD",0.685704469680786
602,"RMSD",0.923922896385193
603,"RMSD",0.916113555431366
604,"RMSD",0.882537603378296
605,"RMSD",0.867685556411743
606,"RMSD",0.735263466835022
607,"RMSD",1.21170115470886
608,"RMSD",0.985974550247192
609,"RMSD",1.55378830432892
610,"RMSD",1.16940057277679
611,"RMSD",1.102703332901
612,"RMSD",1.1358368396759
613,"RMSD",0.842109024524689
614,"RMSD",1.22719538211823
615,"RMSD",0.978143393993378
616,"RMSD",1.06725585460663
617,"RMSD",1.20331239700317
618,"RMSD",1.47306108474731
619,"RMSD",1.02814865112305
620,"RMSD",1.31433999538422
621,"RMSD",1.30198800563812
622,"RMSD",0.889347016811371
623,"RMSD",1.25005280971527
624,"RMSD",0.971266865730286
625,"RMSD",0.961914479732513
626,"RMSD",1.07894706726074
627,"RMSD",0.918178856372833
628,"RMSD",1.02874374389648
629,"RMSD",1.01539182662964
630,"RMSD",0.973824918270111
631,"RMSD",1.15670084953308
632,"RMSD",0.772217750549316
633,"RMSD",0.92845755815506
634,"RMSD",0.945402145385742
635,"RMSD",0.973962903022766
636,"RMSD",1.14745688438416
637,"RMSD",0.910248398780823
638,"RMSD",1.17967367172241
639,"RMSD",1.05117189884186
640,"RMSD",1.02258932590485
641,"RMSD",0.941854655742645
642,"RMSD",0.964192688465118
643,"RMSD",1.17459559440613
644,"RMSD",1.12345933914185
645,"RMSD",1.01203644275665
646,"RMSD",0.973267138004303
647,"RMSD",0.940436661243439
648,"RMSD",0.895435214042664
649,"RMSD",1.05719745159149
650,"RMSD",0.866776466369629
651,"RMSD",1.06818389892578
652,"RMSD",0.879073977470398
653,"RMSD",0.868600487709045
654,"RMSD",0.968548834323883
655,"RMSD",0.95005875825882
656,"RMSD",1.00646162033081
657,"RMSD",1.11273336410522
658,"RMSD",0.980570614337921
659,"RMSD",0.748681426048279
660,"RMSD",0.871041059494019
661,"RMSD",0.927780032157898
662,"RMSD",1.14274859428406
663,"RMSD",1.01881337165833
664,"RMSD",1.06212854385376
665,"RMSD",1.14031147956848
666,"RMSD",1.16314744949341
667,"RMSD",1.02273774147034
668,"RMSD",1.01890599727631
669,"RMSD",1.05468571186066
670,"RMSD",1.06907641887665
671,"RMSD",1.16033172607422
672,"RMSD",0.982314169406891
673,"RMSD",1.05077135562897
674,"RMSD",0.985273957252502
675,"RMSD",1.20443272590637
676,"RMSD",1.13020384311676
677,"RMSD",1.06011152267456
678,"RMSD",1.09206020832062
679,"RMSD",1.09964644908905
680,"RMSD",0.889949858188629
681,"RMSD",0.937165260314941
682,"RMSD",1.05380666255951
683,"RMSD",1.01940143108368
684,"RMSD",0.970789313316345
685,"RMSD",0.933452129364014
686,"RMSD",0.940593481063843
687,"RMSD",0.826601386070251
688,"RMSD",0.705458521842957
689,"RMSD",0.923741161823273
690,"RMSD",0.927914440631866
691,"RMSD",1.03555536270142
692,"RMSD",0.693557262420654
693,"RMSD",0.67484837770462
694,"RMSD",1.02965700626373
695,"RMSD",0.969547033309937
696,"RMSD",0.765397846698761
697,"RMSD",0.783971905708313
698,"RMSD",0.955591440200806
699,"RMSD",0.714174032211304
700,"RMSD",0.836662709712982
701,"RMSD",0.825721800327301
702,"RMSD",0.929598450660706
703,"RMSD",0.773313760757446
704,"RMSD",0.758767664432526
705,"RMSD",0.727861046791077
706,"RMSD",0.727427303791046
707,"RMSD",0.818191528320312
708,"RMSD",0.635057330131531
709,"RMSD",0.764857053756714
710,"RMSD",0.896095633506775
711,"RMSD",0.768867671489716
712,"RMSD",0.71687650680542
713,"RMSD",0.795924425125122
714,"RMSD",0.954315185546875
715,"RMSD",0.747230887413025
716,"RMSD",0.744621098041534
717,"RMSD",0.779046714305878
718,"RMSD",0.974759757518768
719,"RMSD",0.905487179756165
720,"RMSD",0.714393973350525
721,"RMSD",0.506354868412018
722,"RMSD",0.741655290126801
723,"RMSD",0.832597255706787
724,"RMSD",0.769719481468201
725,"RMSD",0.597290098667145
726,"RMSD",0.77555787563324
727,"RMSD",0.65884792804718
728,"RMSD",0.775025308132172
729,"RMSD",1.02457475662231
730,"RMSD",1.00800108909607
731,"RMSD",0.917562007904053
732,"RMSD",1.24350869655609
733,"RMSD",0.787895977497101
734,"RMSD",0.806043028831482
735,"RMSD",0.760633289813995
736,"RMSD",0.78844279050827
737,"RMSD",0.80196487903595
