TYPE,FRAME, RADIOG
Helix_34, 1, 8.156057563782143
Helix_345, 1, 10.086380880730784
Helix_34, 2, 8.117600140250616
Helix_345, 2, 10.121128450634988
Helix_34, 3, 8.205702386611673
Helix_345, 3, 10.184540671764587
Helix_34, 4, 8.163880329155784
Helix_345, 4, 10.155511026185872
Helix_34, 5, 8.153222619890151
Helix_345, 5, 10.083748750452918
Helix_34, 6, 8.230632264478675
Helix_345, 6, 10.16935162596964
Helix_34, 7, 8.168772721844228
Helix_345, 7, 10.098778518434626
Helix_34, 8, 8.130762274438926
Helix_345, 8, 10.028322810226305
Helix_34, 9, 8.243182775672581
Helix_345, 9, 10.158475010001295
Helix_34, 10, 8.274512093278938
Helix_345, 10, 10.071978204638294
Helix_34, 11, 8.221726579414808
Helix_345, 11, 10.126099007235942
Helix_34, 12, 8.162385906880692
Helix_345, 12, 10.079497660405446
Helix_34, 13, 8.002669288153033
Helix_345, 13, 10.065998494168355
Helix_34, 14, 8.20993918622826
Helix_345, 14, 10.06807466718548
Helix_34, 15, 8.17791720496498
Helix_345, 15, 10.149083186291207
Helix_34, 16, 8.202131554310126
Helix_345, 16, 10.165811231117273
Helix_34, 17, 8.347111873334542
Helix_345, 17, 10.136613284009707
Helix_34, 18, 8.234605546855313
Helix_345, 18, 10.078878615526872
Helix_34, 19, 8.2406057709888
Helix_345, 19, 10.085172448602199
Helix_34, 20, 8.195171117707899
Helix_345, 20, 10.19144748812307
Helix_34, 21, 8.175698878765546
Helix_345, 21, 10.097086488007212
Helix_34, 22, 8.22232529883413
Helix_345, 22, 10.097937446461746
Helix_34, 23, 8.383541550030639
Helix_345, 23, 10.223645110396115
Helix_34, 24, 8.194275654166749
Helix_345, 24, 10.06990430282025
Helix_34, 25, 8.242900459274074
Helix_345, 25, 10.193483839787769
Helix_34, 26, 8.13847195859381
Helix_345, 26, 10.106933638628592
Helix_34, 27, 8.407837183962226
Helix_345, 27, 10.238731952073582
Helix_34, 28, 8.226650757135928
Helix_345, 28, 10.125018509761826
Helix_34, 29, 8.341580314504318
Helix_345, 29, 10.330604489477997
Helix_34, 30, 8.207276677886739
Helix_345, 30, 10.244900538774125
Helix_34, 31, 8.227962135679824
Helix_345, 31, 10.181659092813403
Helix_34, 32, 8.157048725327318
Helix_345, 32, 10.248241434726918
Helix_34, 33, 8.261739061756773
Helix_345, 33, 10.193331717744572
Helix_34, 34, 8.25798183066847
Helix_345, 34, 10.209812393352633
Helix_34, 35, 8.154626718139843
Helix_345, 35, 10.079678457772413
Helix_34, 36, 8.144276958090988
Helix_345, 36, 10.193958236698684
Helix_34, 37, 8.215487458602116
Helix_345, 37, 10.303144967392251
Helix_34, 38, 8.16637899905474
Helix_345, 38, 10.099395634573803
Helix_34, 39, 8.19479134735716
Helix_345, 39, 10.155626296095322
Helix_34, 40, 8.194597337108592
Helix_345, 40, 10.228877669134384
Helix_34, 41, 8.098744831942536
Helix_345, 41, 10.071110953855705
Helix_34, 42, 8.140639676851785
Helix_345, 42, 10.230615479501271
Helix_34, 43, 8.194648663675357
Helix_345, 43, 10.183052936369476
Helix_34, 44, 8.155115133713009
Helix_345, 44, 10.088999616021214
Helix_34, 45, 8.220832379121205
Helix_345, 45, 10.121337540638477
Helix_34, 46, 8.3119980386478
Helix_345, 46, 10.262233405430347
Helix_34, 47, 8.179838149983233
Helix_345, 47, 10.138464084711748
Helix_34, 48, 8.132378529811355
Helix_345, 48, 10.0998607545505
Helix_34, 49, 8.217927302184986
Helix_345, 49, 10.178367174231786
Helix_34, 50, 8.239554325064839
Helix_345, 50, 10.170841723480812
Helix_34, 51, 8.274124398703766
Helix_345, 51, 10.188864828752527
Helix_34, 52, 8.2550266312008
Helix_345, 52, 10.15224135368366
Helix_34, 53, 8.233526852932004
Helix_345, 53, 10.208429722389871
Helix_34, 54, 8.250506716699313
Helix_345, 54, 10.104361172600395
Helix_34, 55, 8.245399262697086
Helix_345, 55, 10.15089778968558
Helix_34, 56, 8.206305409336384
Helix_345, 56, 10.215821161805062
Helix_34, 57, 8.128755238703521
Helix_345, 57, 10.147958548298428
Helix_34, 58, 8.268340312284067
Helix_345, 58, 10.209862386821971
Helix_34, 59, 8.179589645502707
Helix_345, 59, 10.224097004878127
Helix_34, 60, 8.032269178538199
Helix_345, 60, 10.204378824947215
Helix_34, 61, 8.079984900904435
Helix_345, 61, 10.139949911115265
Helix_34, 62, 7.957872985712747
Helix_345, 62, 10.03691535403763
Helix_34, 63, 8.231107256123332
Helix_345, 63, 10.18724194439833
Helix_34, 64, 8.131941039762605
Helix_345, 64, 10.163933703920787
Helix_34, 65, 8.14829257633381
Helix_345, 65, 10.1535121176669
Helix_34, 66, 8.097978110615868
Helix_345, 66, 10.041843716824888
Helix_34, 67, 8.09218033532207
Helix_345, 67, 10.25934824725753
Helix_34, 68, 8.028099794645652
Helix_345, 68, 10.07226202163053
Helix_34, 69, 8.18187033776954
Helix_345, 69, 10.178577010993276
Helix_34, 70, 8.07732245646633
Helix_345, 70, 10.083560128766386
Helix_34, 71, 8.107421095251128
Helix_345, 71, 10.250786770933123
Helix_34, 72, 8.172075833762195
Helix_345, 72, 10.155620243020097
Helix_34, 73, 8.150259284653075
Helix_345, 73, 10.134874662120653
Helix_34, 74, 8.127011178032097
Helix_345, 74, 10.18459977632464
Helix_34, 75, 8.08295702363014
Helix_345, 75, 10.050437317048587
Helix_34, 76, 8.049973408852589
Helix_345, 76, 10.077137814476426
Helix_34, 77, 8.21842725046599
Helix_345, 77, 10.185354394658678
