FRAME, RADIUSG
1, 20.79977222477262
2, 21.199060393262084
3, 21.003638933137783
4, 20.982442599343628
5, 21.060262989204627
6, 21.46030583206582
7, 21.37738295591743
8, 21.655654977264447
9, 21.412284545133357
10, 21.608665800373654
11, 21.57367584375517
12, 20.952824807386225
13, 20.943919985438562
14, 20.97645798338989
15, 21.155811102544742
16, 21.184280469328183
17, 20.904826747914548
18, 20.76867648573277
19, 20.85985274088484
20, 20.928415907111248
21, 20.841813525709806
22, 20.914910577828387
23, 20.92241493200809
24, 20.80836351024046
25, 21.087546058014958
26, 20.81042547045847
27, 20.807284595403853
28, 20.798664428065912
29, 20.893621023961256
30, 20.694317700849396
31, 20.742831002543245
32, 20.560418618686846
33, 20.506533564981506
34, 20.650894874298316
35, 20.215278899893487
36, 20.45707471922071
37, 20.294877206528497
38, 20.07481953566021
39, 20.164786706271954
40, 20.174105352193333
41, 20.413518108299314
42, 20.44412192844619
43, 20.401275998743305
44, 20.61861227734352
45, 20.520620023480785
46, 20.689403606352027
47, 20.808483484623537
48, 21.128139061657194
49, 21.171654751639593
50, 21.144229974438325
51, 21.231518835873295
52, 21.17490691004584
53, 21.027447566189068
54, 20.693863458840262
55, 20.750111923978608
56, 20.96153633407192
57, 21.39346491380279
58, 21.923939427636245
59, 21.64209892464646
60, 21.196656452210963
61, 21.643026968321564
62, 21.588617561548126
63, 22.063919539385513
64, 22.223744491321312
65, 22.391580266874033
66, 22.251047444911887
67, 22.447934649670728
68, 22.358914454684843
69, 22.68193107913305
70, 22.792885035574784
71, 22.43099685552589
72, 22.508810210580783
73, 22.492141240344587
74, 22.124762699341233
75, 22.605069795481317
76, 22.41315592976808
77, 22.164404340029016
78, 22.394574251589727
79, 22.265803977931338
80, 22.149060930578553
81, 22.191206582823952
82, 21.944596681156725
83, 21.56534432809398
84, 21.96737366228091
85, 22.14903176291851
86, 22.285870837911606
87, 22.24691076759072
88, 22.48589351124662
89, 22.62616943466379
90, 22.70641341766028
91, 22.65849175071296
92, 22.680382919203275
93, 22.54671009537641
94, 23.022732964278497
95, 22.808962228268566
96, 22.878788302812257
97, 23.145671808611475
98, 23.08853127655177
99, 22.904731354210668
100, 22.69483753360743
101, 22.531224962748443
102, 22.623253683403338
103, 22.775869372711274
104, 22.748490034237573
105, 22.60129100033048
106, 22.78621804901858
107, 22.468022214305957
108, 22.287121842030363
109, 21.989671427302692
110, 21.996166313531806
111, 21.655958608264793
112, 21.6161496139884
113, 21.569484002708315
114, 21.46815132596311
115, 21.736574386125163
116, 21.999785260358937
117, 22.061423649996087
118, 21.97465863354267
119, 21.522750921957588
120, 22.08433017967679
121, 22.21487461486493
122, 22.694935530861695
123, 22.71982387190732
124, 22.647236690947295
125, 22.47732964974058
126, 22.85205592563865
127, 22.749808270898125
128, 22.540920237866985
129, 22.30054990938259
130, 22.43972815093175
131, 22.76221060620444
132, 22.926929556457377
133, 23.00614438182286
134, 23.09104660421129
135, 22.974699989058667
136, 23.565206216347168
137, 23.593210243401163
138, 23.100082616910544
139, 23.260417467101355
140, 23.37298808343008
141, 23.441631920236983
142, 23.29671042780901
143, 23.759359976375652
144, 23.346505026827213
145, 23.16260228206037
146, 23.01651324446474
147, 23.372276182337927
148, 23.85580152397935
149, 23.808701324837287
150, 24.004151258318803
151, 24.102420613182556
152, 24.108076145887456
153, 24.031116352387613
154, 24.225452372113498
155, 23.925376767730494
156, 23.995182456681107
157, 24.00594010886772
158, 23.316774569518493
159, 23.13101033720967
160, 23.102404531354683
161, 22.73453331403577
162, 22.60771488549213
163, 22.651046799395754
164, 22.566139129844974
165, 22.687318045593017
166, 23.04286451989082
167, 23.28126512363005
168, 23.20519283627203
169, 22.871856549570822
170, 23.06009933704383
171, 22.90096570121059
172, 22.491076164311092
173, 22.63868036353802
174, 22.934091078854557
175, 22.80313977252583
176, 22.28944325005679
177, 22.68684308355765
178, 22.390648057301565
179, 22.462058684097872
180, 22.294298279414452
181, 22.119376347993825
182, 22.32227944647075
183, 22.45753059082153
184, 22.28744670468589
185, 21.80972084931235
186, 21.988443168467228
187, 22.049992333653044
188, 22.047380332185995
189, 22.020404436547484
190, 22.219649807731457
191, 22.032483564746734
192, 22.49165255344734
193, 22.5981890742725
194, 22.467952729919627
195, 21.98456385943296
196, 22.21854387056832
197, 22.314545463594833
198, 22.182264778552785
199, 21.93178659319855
200, 22.048213324971982
201, 22.593605934153082
202, 22.695387222719507
203, 22.00453025678543
204, 22.31180244270893
205, 22.370364080505237
206, 22.38436209919787
207, 22.40646099325402
208, 21.856452773616972
209, 21.615406089553584
210, 21.820922505780466
211, 22.025708010918056
212, 22.37074052562011
213, 22.001218410054296
214, 22.057821296670074
215, 21.925721818893134
216, 22.160753582277632
217, 23.04773394662756
218, 22.806440521585237
219, 23.562861344021883
220, 23.326755875888765
221, 23.74143555288416
222, 23.87463409696749
223, 23.704197956373395
224, 23.47236074754011
225, 23.41212612174185
226, 23.264553275545587
227, 23.157829063997333
228, 23.226962896720597
229, 22.934179975833175
230, 22.856124814538525
231, 22.731734386121957
232, 23.01281950261277
233, 22.48075844520371
234, 22.434328930813738
235, 22.338841188404857
236, 22.708563326607944
237, 22.206543332268428
238, 22.578984058562828
239, 22.616651736850816
240, 22.477733377142663
241, 22.610321705449977
242, 22.117219944412067
243, 22.13105514803196
244, 22.239590353950753
245, 22.045542404685033
246, 21.967219566797098
247, 21.48723909416423
248, 21.64658440072113
249, 21.674039111659948
250, 21.545522122837358
251, 21.43371878842009
252, 21.268229671513055
253, 21.014094986928818
