POSE, TYPE, FRAME, RADIOG
sw06, Helix_34, 1, 8.156057563782143
sw06, Helix_345, 1, 10.086380880730784
sw06, Helix_34, 2, 8.117600140250616
sw06, Helix_345, 2, 10.121128450634988
sw06, Helix_34, 3, 8.205702386611673
sw06, Helix_345, 3, 10.184540671764587
sw06, Helix_34, 4, 8.163880329155784
sw06, Helix_345, 4, 10.155511026185872
sw06, Helix_34, 5, 8.153222619890151
sw06, Helix_345, 5, 10.083748750452918
sw06, Helix_34, 6, 8.230632264478675
sw06, Helix_345, 6, 10.16935162596964
sw06, Helix_34, 7, 8.168772721844228
sw06, Helix_345, 7, 10.098778518434626
sw06, Helix_34, 8, 8.130762274438926
sw06, Helix_345, 8, 10.028322810226305
sw06, Helix_34, 9, 8.243182775672581
sw06, Helix_345, 9, 10.158475010001295
sw06, Helix_34, 10, 8.274512093278938
sw06, Helix_345, 10, 10.071978204638294
sw06, Helix_34, 11, 8.221726579414808
sw06, Helix_345, 11, 10.126099007235942
sw06, Helix_34, 12, 8.162385906880692
sw06, Helix_345, 12, 10.079497660405446
sw06, Helix_34, 13, 8.002669288153033
sw06, Helix_345, 13, 10.065998494168355
sw06, Helix_34, 14, 8.20993918622826
sw06, Helix_345, 14, 10.06807466718548
sw06, Helix_34, 15, 8.17791720496498
sw06, Helix_345, 15, 10.149083186291207
sw06, Helix_34, 16, 8.202131554310126
sw06, Helix_345, 16, 10.165811231117273
sw06, Helix_34, 17, 8.347111873334542
sw06, Helix_345, 17, 10.136613284009707
sw06, Helix_34, 18, 8.234605546855313
sw06, Helix_345, 18, 10.078878615526872
sw06, Helix_34, 19, 8.2406057709888
sw06, Helix_345, 19, 10.085172448602199
sw06, Helix_34, 20, 8.195171117707899
sw06, Helix_345, 20, 10.19144748812307
sw06, Helix_34, 21, 8.175698878765546
sw06, Helix_345, 21, 10.097086488007212
sw06, Helix_34, 22, 8.22232529883413
sw06, Helix_345, 22, 10.097937446461746
sw06, Helix_34, 23, 8.383541550030639
sw06, Helix_345, 23, 10.223645110396115
sw06, Helix_34, 24, 8.194275654166749
sw06, Helix_345, 24, 10.06990430282025
sw06, Helix_34, 25, 8.242900459274074
sw06, Helix_345, 25, 10.193483839787769
sw06, Helix_34, 26, 8.13847195859381
sw06, Helix_345, 26, 10.106933638628592
sw06, Helix_34, 27, 8.407837183962226
sw06, Helix_345, 27, 10.238731952073582
sw06, Helix_34, 28, 8.226650757135928
sw06, Helix_345, 28, 10.125018509761826
sw06, Helix_34, 29, 8.341580314504318
sw06, Helix_345, 29, 10.330604489477997
sw06, Helix_34, 30, 8.207276677886739
sw06, Helix_345, 30, 10.244900538774125
sw06, Helix_34, 31, 8.227962135679824
sw06, Helix_345, 31, 10.181659092813403
sw06, Helix_34, 32, 8.157048725327318
sw06, Helix_345, 32, 10.248241434726918
sw06, Helix_34, 33, 8.261739061756773
sw06, Helix_345, 33, 10.193331717744572
sw06, Helix_34, 34, 8.25798183066847
sw06, Helix_345, 34, 10.209812393352633
sw06, Helix_34, 35, 8.154626718139843
sw06, Helix_345, 35, 10.079678457772413
sw06, Helix_34, 36, 8.144276958090988
sw06, Helix_345, 36, 10.193958236698684
sw06, Helix_34, 37, 8.215487458602116
sw06, Helix_345, 37, 10.303144967392251
sw06, Helix_34, 38, 8.16637899905474
sw06, Helix_345, 38, 10.099395634573803
sw06, Helix_34, 39, 8.19479134735716
sw06, Helix_345, 39, 10.155626296095322
sw06, Helix_34, 40, 8.194597337108592
sw06, Helix_345, 40, 10.228877669134384
sw06, Helix_34, 41, 8.098744831942536
sw06, Helix_345, 41, 10.071110953855705
sw06, Helix_34, 42, 8.140639676851785
sw06, Helix_345, 42, 10.230615479501271
sw06, Helix_34, 43, 8.194648663675357
sw06, Helix_345, 43, 10.183052936369476
sw06, Helix_34, 44, 8.155115133713009
sw06, Helix_345, 44, 10.088999616021214
sw06, Helix_34, 45, 8.220832379121205
sw06, Helix_345, 45, 10.121337540638477
sw06, Helix_34, 46, 8.3119980386478
sw06, Helix_345, 46, 10.262233405430347
sw06, Helix_34, 47, 8.179838149983233
sw06, Helix_345, 47, 10.138464084711748
sw06, Helix_34, 48, 8.132378529811355
sw06, Helix_345, 48, 10.0998607545505
sw06, Helix_34, 49, 8.217927302184986
sw06, Helix_345, 49, 10.178367174231786
sw06, Helix_34, 50, 8.239554325064839
sw06, Helix_345, 50, 10.170841723480812
sw06, Helix_34, 51, 8.274124398703766
sw06, Helix_345, 51, 10.188864828752527
sw06, Helix_34, 52, 8.2550266312008
sw06, Helix_345, 52, 10.15224135368366
sw06, Helix_34, 53, 8.233526852932004
sw06, Helix_345, 53, 10.208429722389871
sw06, Helix_34, 54, 8.250506716699313
sw06, Helix_345, 54, 10.104361172600395
sw06, Helix_34, 55, 8.245399262697086
sw06, Helix_345, 55, 10.15089778968558
sw06, Helix_34, 56, 8.206305409336384
sw06, Helix_345, 56, 10.215821161805062
sw06, Helix_34, 57, 8.128755238703521
sw06, Helix_345, 57, 10.147958548298428
sw06, Helix_34, 58, 8.268340312284067
sw06, Helix_345, 58, 10.209862386821971
sw06, Helix_34, 59, 8.179589645502707
sw06, Helix_345, 59, 10.224097004878127
sw06, Helix_34, 60, 8.032269178538199
sw06, Helix_345, 60, 10.204378824947215
sw06, Helix_34, 61, 8.079984900904435
sw06, Helix_345, 61, 10.139949911115265
sw06, Helix_34, 62, 7.957872985712747
sw06, Helix_345, 62, 10.03691535403763
sw06, Helix_34, 63, 8.231107256123332
sw06, Helix_345, 63, 10.18724194439833
sw06, Helix_34, 64, 8.131941039762605
sw06, Helix_345, 64, 10.163933703920787
sw06, Helix_34, 65, 8.14829257633381
sw06, Helix_345, 65, 10.1535121176669
sw06, Helix_34, 66, 8.097978110615868
sw06, Helix_345, 66, 10.041843716824888
sw06, Helix_34, 67, 8.09218033532207
sw06, Helix_345, 67, 10.25934824725753
sw06, Helix_34, 68, 8.028099794645652
sw06, Helix_345, 68, 10.07226202163053
sw06, Helix_34, 69, 8.18187033776954
sw06, Helix_345, 69, 10.178577010993276
sw06, Helix_34, 70, 8.07732245646633
sw06, Helix_345, 70, 10.083560128766386
sw06, Helix_34, 71, 8.107421095251128
sw06, Helix_345, 71, 10.250786770933123
sw06, Helix_34, 72, 8.172075833762195
sw06, Helix_345, 72, 10.155620243020097
sw06, Helix_34, 73, 8.150259284653075
sw06, Helix_345, 73, 10.134874662120653
sw06, Helix_34, 74, 8.127011178032097
sw06, Helix_345, 74, 10.18459977632464
sw06, Helix_34, 75, 8.08295702363014
sw06, Helix_345, 75, 10.050437317048587
sw06, Helix_34, 76, 8.049973408852589
sw06, Helix_345, 76, 10.077137814476426
sw06, Helix_34, 77, 8.21842725046599
sw06, Helix_345, 77, 10.185354394658678
sw06, Helix_34, 78, 8.205730532749113
sw06, Helix_345, 78, 10.128902901084182
sw06, Helix_34, 79, 8.160831222709849
sw06, Helix_345, 79, 10.233566035184863
sw06, Helix_34, 80, 8.301564353294168
sw06, Helix_345, 80, 10.195166082990289
sw06, Helix_34, 81, 8.192416601774072
sw06, Helix_345, 81, 10.158744441661938
sw06, Helix_34, 82, 8.396129334203136
sw06, Helix_345, 82, 10.215201494741954
sw06, Helix_34, 83, 8.439571375122137
sw06, Helix_345, 83, 10.259675399589423
sw06, Helix_34, 84, 8.439928151555238
sw06, Helix_345, 84, 10.278245226713558
sw06, Helix_34, 85, 8.457801826042573
sw06, Helix_345, 85, 10.294840854316115
sw06, Helix_34, 86, 8.404021234219144
sw06, Helix_345, 86, 10.304001133788468
sw06, Helix_34, 87, 8.344863882339364
sw06, Helix_345, 87, 10.257126321602625
sw06, Helix_34, 88, 8.435487151443526
sw06, Helix_345, 88, 10.36419579246264
sw06, Helix_34, 89, 8.450878860781637
sw06, Helix_345, 89, 10.28930892656934
sw06, Helix_34, 90, 8.27414566496443
sw06, Helix_345, 90, 10.226141553457023
sw06, Helix_34, 91, 8.201865652328134
sw06, Helix_345, 91, 10.139828427089077
sw06, Helix_34, 92, 8.328112715458213
sw06, Helix_345, 92, 10.27682958835583
sw06, Helix_34, 93, 8.267525496014484
sw06, Helix_345, 93, 10.313889266507854
sw06, Helix_34, 94, 8.459535223965355
sw06, Helix_345, 94, 10.33746926283376
sw06, Helix_34, 95, 8.116140776681531
sw06, Helix_345, 95, 10.163445599791457
sw06, Helix_34, 96, 8.139591725298837
sw06, Helix_345, 96, 10.105924419299717
sw06, Helix_34, 97, 8.23486945047109
sw06, Helix_345, 97, 10.262446796375299
sw06, Helix_34, 98, 8.4658620569484
sw06, Helix_345, 98, 10.310534118793528
sw06, Helix_34, 99, 8.366783929896002
sw06, Helix_345, 99, 10.314118897961619
sw06, Helix_34, 100, 8.15870178975856
sw06, Helix_345, 100, 10.160533111149752
sw06, Helix_34, 101, 8.2419463464516
sw06, Helix_345, 101, 10.157186524278334
sw06, Helix_34, 102, 8.381862791622984
sw06, Helix_345, 102, 10.209312391607792
sw06, Helix_34, 103, 8.293836889320218
sw06, Helix_345, 103, 10.170167545465988
sw06, Helix_34, 104, 8.295222125682464
sw06, Helix_345, 104, 10.187995229621928
sw06, Helix_34, 105, 8.413666039507392
sw06, Helix_345, 105, 10.289740838211511
sw06, Helix_34, 106, 8.256063503598137
sw06, Helix_345, 106, 10.16595985177309
sw06, Helix_34, 107, 8.320440277592796
sw06, Helix_345, 107, 10.303379872185651
sw06, Helix_34, 108, 8.312059061368059
sw06, Helix_345, 108, 10.185918920810709
sw06, Helix_34, 109, 8.385154808641232
sw06, Helix_345, 109, 10.324164718796407
sw06, Helix_34, 110, 8.541093390268479
sw06, Helix_345, 110, 10.29310335181782
sw06, Helix_34, 111, 8.171995376585436
sw06, Helix_345, 111, 10.124964662398629
sw06, Helix_34, 112, 8.191140083314238
sw06, Helix_345, 112, 10.173071209823672
sw06, Helix_34, 113, 8.085847517289322
sw06, Helix_345, 113, 10.106700088517494
sw06, Helix_34, 114, 8.054533081793894
sw06, Helix_345, 114, 10.135319577331973
sw06, Helix_34, 115, 8.128280495283096
sw06, Helix_345, 115, 10.044747132371493
sw06, Helix_34, 116, 8.153035528850804
sw06, Helix_345, 116, 10.205661657212621
sw06, Helix_34, 117, 8.107875069408449
sw06, Helix_345, 117, 10.060972081251942
sw06, Helix_34, 118, 8.27987410523246
sw06, Helix_345, 118, 10.180227171319347
sw06, Helix_34, 119, 8.351512178024278
sw06, Helix_345, 119, 10.116308901842379
sw06, Helix_34, 120, 8.20927014240368
sw06, Helix_345, 120, 10.137739100262117
sw06, Helix_34, 121, 8.189757301839098
sw06, Helix_345, 121, 10.101209177700673
sw06, Helix_34, 122, 8.24315654440316
sw06, Helix_345, 122, 10.131430827662804
sw06, Helix_34, 123, 8.199626587488387
sw06, Helix_345, 123, 10.173849463604357
sw06, Helix_34, 124, 8.32445522697313
sw06, Helix_345, 124, 10.226931046404834
sw06, Helix_34, 125, 8.310522551426045
sw06, Helix_345, 125, 10.135122081893716
sw06, Helix_34, 126, 8.489820289159848
sw06, Helix_345, 126, 10.225854439877443
sw06, Helix_34, 127, 8.44258285286139
sw06, Helix_345, 127, 10.292840933829035
sw06, Helix_34, 128, 8.167910171697034
sw06, Helix_345, 128, 10.146314883759633
sw06, Helix_34, 129, 8.152956375896197
sw06, Helix_345, 129, 10.21707187505554
sw06, Helix_34, 130, 8.211215604888993
sw06, Helix_345, 130, 10.205116132034679
sw06, Helix_34, 131, 8.32770943094977
sw06, Helix_345, 131, 10.343747808943341
sw06, Helix_34, 132, 8.201166682380062
sw06, Helix_345, 132, 10.120889411006816
sw06, Helix_34, 133, 8.200370977716023
sw06, Helix_345, 133, 10.255861138477325
sw06, Helix_34, 134, 8.132598880967606
sw06, Helix_345, 134, 10.09102622148899
sw06, Helix_34, 135, 8.369166189435358
sw06, Helix_345, 135, 10.305033962184067
sw06, Helix_34, 136, 8.103541358108135
sw06, Helix_345, 136, 10.115246525459193
sw06, Helix_34, 137, 8.142923603010658
sw06, Helix_345, 137, 10.174420050638645
sw06, Helix_34, 138, 8.371198800817721
sw06, Helix_345, 138, 10.199237362311049
sw06, Helix_34, 139, 8.277267642159911
sw06, Helix_345, 139, 10.140567246045288
sw06, Helix_34, 140, 8.170327407067216
sw06, Helix_345, 140, 10.116578972224936
sw06, Helix_34, 141, 8.144929245606402
sw06, Helix_345, 141, 10.090645363660446
sw06, Helix_34, 142, 8.305719151569532
sw06, Helix_345, 142, 10.171624646963835
sw06, Helix_34, 143, 8.178661992393343
sw06, Helix_345, 143, 10.192013523881572
sw06, Helix_34, 144, 8.158673183449563
sw06, Helix_345, 144, 10.03546358082837
