FRAME,RMSD
0,5.558948040008545
1,5.682851791381836
2,5.501702308654785
3,4.924010276794434
4,5.410889625549316
5,5.814854145050049
6,5.521973609924316
7,5.624086380004883
8,6.273333549499512
9,6.05885648727417
10,5.718968868255615
11,5.195275783538818
12,5.536412239074707
13,5.505558013916016
14,5.599600791931152
15,5.792572021484375
16,5.930992603302002
17,6.011553764343262
18,6.004754066467285
19,6.1628522872924805
20,5.406999588012695
21,5.637298583984375
22,5.681939601898193
23,5.339484214782715
24,5.979705333709717
25,5.486811637878418
26,5.74947452545166
27,5.676498889923096
28,5.785460948944092
29,6.026217937469482
30,5.818328380584717
31,5.523952007293701
32,5.677581310272217
33,5.477847099304199
34,4.961895942687988
35,5.071248531341553
36,4.958830833435059
37,4.724485397338867
38,5.151860237121582
39,5.714662551879883
40,5.916015148162842
41,6.1110405921936035
42,6.100879669189453
43,5.717927932739258
44,5.958887577056885
45,5.893204212188721
46,5.866637706756592
47,6.120309829711914
48,5.652512550354004
49,4.978647232055664
50,5.367520809173584
51,5.4144062995910645
52,5.00816535949707
53,4.887569904327393
54,5.119841575622559
55,5.236781597137451
56,5.427597999572754
57,5.792909145355225
58,6.090790271759033
59,6.343777179718018
60,6.183450698852539
61,5.635595321655273
62,5.876765727996826
63,5.923569679260254
64,5.474514484405518
65,5.759547710418701
66,5.860245227813721
67,5.651129245758057
68,5.519992351531982
69,5.540792465209961
70,5.707702159881592
71,5.297324180603027
72,5.533987998962402
73,5.378258228302002
74,5.214433193206787
75,5.217937469482422
76,5.095843315124512
77,5.028317928314209
78,5.022653579711914
79,4.877349853515625
80,4.673174858093262
81,4.572951316833496
82,4.75771951675415
83,4.129776954650879
84,4.454444408416748
85,4.337615489959717
86,4.601110458374023
87,4.7086992263793945
88,4.873960018157959
89,4.540856838226318
90,4.454189777374268
91,4.670463562011719
92,4.6283650398254395
93,5.17950963973999
94,4.918199062347412
95,5.313377857208252
96,5.301206111907959
97,5.528329372406006
98,5.1860880851745605
99,5.109059810638428
100,4.656012535095215
101,5.0534586906433105
102,5.138524055480957
103,4.723255634307861
104,4.79320764541626
105,5.28201150894165
106,5.2264933586120605
107,5.105160236358643
108,5.005615234375
109,5.527730941772461
110,5.496809959411621
111,5.227442264556885
112,5.55832052230835
113,5.242621421813965
114,5.190949440002441
115,4.923666954040527
116,4.518390655517578
117,4.599842071533203
118,4.648110389709473
119,4.788455009460449
120,4.760571002960205
121,4.827437877655029
122,5.009997844696045
123,5.055352210998535
124,4.980154514312744
125,4.951154708862305
126,4.883919715881348
127,4.325442790985107
128,4.1580400466918945
129,4.135344505310059
130,3.8840997219085693
131,4.401765823364258
132,4.335747718811035
133,4.5536885261535645
134,4.351524829864502
135,4.640390872955322
136,4.756016731262207
137,4.577596664428711
138,4.506730079650879
139,4.347877025604248
140,4.158786773681641
