FRAME, xTrans, yTrans, zTrans
1, 6.918683856725693,15.209560930728912,-7.202068328857422
2, 6.482815593481064,15.390544474124908,-7.120231628417969
3, 6.419894069433212,15.375405848026276,-7.029472351074219
4, 6.409732669591904,14.977218210697174,-6.851036071777344
5, 6.753200858831406,15.196930468082428,-6.5406341552734375
6, 7.067906230688095,15.452778398990631,-6.861259460449219
7, 6.84004482626915,15.48918205499649,-7.036663055419922
8, 6.868810027837753,15.262095987796783,-7.659259796142578
9, 6.945863097906113,14.524199068546295,-7.797454833984375
10, 8.218982070684433,14.914822161197662,-6.989887237548828
11, 8.33240732550621,15.616751253604889,-6.2806243896484375
12, 7.822972625494003,16.57973152399063,-5.875675201416016
13, 7.707258552312851,16.05122619867325,-5.467441558837891
14, 7.954688876867294,15.889420092105865,-5.092594146728516
15, 7.7164290845394135,15.833075106143951,-5.3343505859375
16, 8.64897283911705,15.798245012760162,-5.869625091552734
17, 8.915687888860703,16.099152147769928,-4.9610137939453125
18, 8.19029650092125,15.821835100650787,-5.355255126953125
19, 8.265474170446396,15.353631556034088,-5.314426422119141
20, 8.29296526312828,15.284902155399323,-5.103206634521484
21, 7.217789500951767,15.337487757205963,-5.387279510498047
22, 6.656909316778183,15.200794756412506,-5.788249969482422
23, 6.393757671117783,14.752225458621979,-5.065158843994141
24, 5.585118621587753,15.882490694522858,-4.77764892578125
25, 6.0724872052669525,15.312785685062408,-5.547641754150391
26, 5.574747413396835,16.520273745059967,-5.112083435058594
27, 5.752126067876816,15.725788652896881,-4.061008453369141
28, 5.655513614416122,15.27388721704483,-4.15765380859375
29, 5.409902423620224,15.147797167301178,-4.4055938720703125
30, 5.713998645544052,14.322141230106354,-5.069927215576172
31, 5.550866454839706,14.747844278812408,-4.022640228271484
32, 6.683370918035507,13.149411737918854,-3.5875282287597656
33, 7.198693603277206,14.323122560977936,-3.6080780029296875
34, 7.005832999944687,14.475775301456451,-2.5993270874023438
35, 6.99175152182579,14.840891420841217,-2.8755226135253906
36, 6.701957553625107,14.238728106021881,-3.4960861206054688
37, 6.912459224462509,14.933161318302155,-3.7842941284179688
38, 6.8533638417720795,14.871093332767487,-3.858562469482422
39, 7.22900328040123,14.686421930789948,-4.208183288574219
40, 7.431600898504257,15.11153370141983,-3.9298019409179688
41, 7.344509929418564,16.173626482486725,-3.3599472045898438
42, 6.926066726446152,16.001265108585358,-4.060115814208984
43, 6.864831775426865,15.94206291437149,-5.020374298095703
44, 6.035661548376083,15.330324709415436,-5.129909515380859
45, 5.928769916296005,15.266412317752838,-4.376796722412109
46, 5.692568629980087,15.904665529727936,-4.259532928466797
47, 5.072780936956406,16.307524263858795,-4.429859161376953
48, 4.376548141241074,16.94240242242813,-3.405017852783203
