FRAME, xTrans, yTrans, zTrans
1, 3.4910241067409515,-35.033980786800385,2.8068504333496094
2, 4.300546497106552,-34.739100873470306,2.4311485290527344
3, 3.9039314687252045,-34.62549155950546,2.3807830810546875
4, 3.731342166662216,-33.7680658698082,2.4808387756347656
5, 3.418921321630478,-33.884940564632416,1.8759994506835938
6, 4.182758420705795,-32.178553998470306,1.0747528076171875
7, 3.9089628159999847,-32.84429877996445,1.9670333862304688
8, 4.326931327581406,-32.28663390874863,2.1692581176757813
9, 4.629958480596542,-30.79307121038437,3.1807479858398438
10, 5.0407699048519135,-29.971433103084564,3.5403289794921875
11, 3.8624301850795746,-30.3546079993248,2.9014244079589844
12, 3.442107766866684,-29.943736493587494,3.108020782470703
13, 4.050656884908676,-30.149783551692963,2.4815826416015625
14, 4.052198022603989,-30.08847564458847,2.7769851684570313
15, 4.237027734518051,-29.949265897274017,3.138286590576172
16, 3.263227790594101,-29.07409805059433,2.5780296325683594
17, 3.191194623708725,-30.29438155889511,2.6701431274414063
18, 2.567356675863266,-29.424390256404877,2.5765953063964844
19, 1.311510294675827,-29.69543594121933,3.4526901245117188
20, 1.958227127790451,-30.046735227108,3.7173805236816406
21, 1.3337367475032806,-29.328694760799408,3.145435333251953
22, 0.8328854143619537,-30.662867963314056,4.230812072753906
23, -0.6072225272655487,-29.845126569271088,4.667621612548828
24, -1.7511140406131744,-29.56087440252304,5.3707733154296875
25, -3.954785019159317,-29.809337079524994,5.676738739013672
26, -3.7347566187381744,-29.25118201971054,5.07940673828125
27, -4.181936889886856,-29.59756225347519,4.432498931884766
28, -4.2589689791202545,-29.3827947974205,3.515644073486328
29, -3.9483934938907623,-28.410575330257416,2.8047752380371094
30, -2.992886930704117,-27.47296279668808,3.0765113830566406
31, -2.84130135178566,-26.33171981573105,1.8484115600585938
32, -2.459988981485367,-26.600211560726166,2.683380126953125
33, -2.4859263002872467,-25.91224044561386,2.4010353088378906
34, -2.440580040216446,-26.142774045467377,3.2057228088378906
35, -2.415964514017105,-26.93226569890976,4.4835662841796875
36, -2.5789720118045807,-27.427325665950775,4.850032806396484
37, -4.121445327997208,-27.225434720516205,4.6585845947265625
38, -4.095717579126358,-26.50269263982773,4.706836700439453
39, -3.906973034143448,-25.46712440252304,5.9544219970703125
40, -4.1951614916324615,-25.381307065486908,4.952911376953125
41, -4.623075634241104,-25.7532839179039,5.395198822021484
42, -4.088574558496475,-24.817372739315033,5.703533172607422
43, -3.035624176263809,-24.362657010555267,6.166530609130859
44, -2.530132442712784,-25.007369458675385,5.757892608642578
45, -3.0662111341953278,-25.61091560125351,4.928623199462891
46, -2.7507688105106354,-25.122907102108,3.641040802001953
47, -2.789403110742569,-24.17104285955429,4.2172698974609375
