"FRAME","PROTEIN","COMPLEX"
1,24.9200553374388,24.8744357212823
2,25.3262401158288,25.2820928287022
3,25.0717625055942,25.030607864396
4,25.39087915427,25.3475140972829
5,25.6093486643153,25.562556286483
6,25.1052582074566,25.0597678438916
7,25.2277041036958,25.186236028471
8,25.3558573407271,25.3092760814024
9,25.3492112908609,25.3029056849953
10,24.992317528025,24.9565261738363
11,24.9811060923634,24.9494639796815
12,24.8762176068759,24.8396421421547
13,24.6688280585249,24.6304168087026
14,24.4776045185073,24.4386387478923
15,24.2026622492551,24.1646130791656
16,24.4904994261542,24.4566653852221
17,23.8800460069562,23.8412691703062
18,24.0379936114374,23.9979669316433
19,24.0994086443922,24.0580478042466
20,24.0125677069008,23.9750947920595
21,24.4070544064692,24.3741429258624
22,24.5622312259639,24.5226903509846
23,24.2087102308215,24.1733203540922
24,24.602551899901,24.5588902018215
25,25.1751097158089,25.1342822141702
26,24.7372689580016,24.6943343705338
27,24.6609938474515,24.615759720816
28,24.4126096067125,24.3713001498223
29,24.1931039567409,24.151076988878
30,24.216250106137,24.1769447876649
31,24.117351075077,24.0743611481157
32,23.7892638665833,23.7467085566409
33,23.7932664754366,23.762555161419
34,24.2779923425401,24.2441841855292
35,24.1887763613314,24.1440996938851
36,24.0134034004222,23.9739045666117
37,23.7455739186789,23.7022433772429
38,24.0154207780696,23.9707085619887
39,23.5785302797936,23.5342714547663
40,23.4438126197482,23.4005971000986
41,23.5753797787586,23.530954906479
42,23.5853097087312,23.5331208899838
43,23.5101797757222,23.4590681071491
44,23.6642211421339,23.6144208181096
45,23.7539978913562,23.7021893253114
46,23.4351644237099,23.3853973218231
47,23.6306987421013,23.5760816247988
48,23.7264391211143,23.6714617766349
49,24.2130671427207,24.1598723547686
50,24.2936521379841,24.2385822942086
51,24.0511066489997,24.0049568253693
52,24.078137995037,24.027951975988
53,24.0078255726626,23.9570950546743
54,24.4159362774675,24.3637295619511
55,24.1818469439718,24.1304533498131
56,23.9730012451094,23.9220618656178
57,24.1061853581955,24.0576616980875
58,23.9182154642051,23.8720094637764
59,24.3284126863679,24.277809351999
60,24.4015728769127,24.347969340177
61,24.600437807373,24.5445143582236
62,24.877597705143,24.8269459617349
63,24.8592031833267,24.8058308913473
64,24.6451738208566,24.5956816493793
65,24.6247293296872,24.575231462778
66,24.912034972112,24.8581527907925
67,24.7951259962998,24.7429377562647
68,24.8196954927465,24.7693422669239
69,24.9084170605386,24.8540235500662
70,24.7868456460118,24.7326054635964
71,25.201738813078,25.1464385308703
72,25.183481855076,25.1384639013123
73,25.1922276213435,25.1441573024557
74,24.8024936687457,24.7528651473929
75,25.0501059436587,25.0032350849143
76,25.0775156346509,25.0322986718809
77,24.8006687934769,24.7540160701867
78,24.5783871705043,24.5312552632088
79,24.4984740659004,24.4508798821128
80,24.2643582496364,24.2207433130972
81,24.2782846137312,24.2291058135313
82,24.2892755513099,24.2449147510713
83,24.4016287724711,24.3560317834457
84,24.8825796298606,24.8360725611232
85,24.481487602313,24.4356604987634
86,24.4692905100927,24.4241567735113
87,24.3795247803441,24.3384372015415
88,24.5146542751856,24.4748619933482
89,24.7726224255015,24.732112159811
90,24.9463682541155,24.9075385928949
91,24.8334921543335,24.7903155014192
92,24.4781988577161,24.4449878548625
93,24.5707921956224,24.5384645170298
94,24.6608798470564,24.6267274732522
95,24.3878602551788,24.3572258565151
96,24.3926188475516,24.3615951702119
97,24.1264850759558,24.0940038952498
98,24.3647112881764,24.3338871515489
99,23.7693594671935,23.7322711959474
100,23.7404702204304,23.7059705848271
101,24.0552462131585,24.0238023178112
102,23.8719883753997,23.8341393834
103,23.8328524108005,23.7935388612523
104,24.0458151801272,24.0089407698165
105,23.9414510389457,23.9057076518291
106,23.9046037398737,23.8642013587552
107,24.0818614738724,24.0392321839182
108,23.8831583789328,23.8396138100179
109,23.6091227503829,23.5685093845026
110,23.5204944537539,23.4849706564149
111,23.6342457159871,23.5934580953311
112,23.8495986677419,23.8099988939027
113,23.6940796216477,23.6521633750989
114,23.6638482773763,23.6290139762696
115,23.9870751673064,23.9437058546285
116,24.1802000048778,24.138165495554
117,24.1093637139179,24.070319110443
118,24.1177174951592,24.0755266037768
119,24.1491474382229,24.1125203512165
120,24.0321173196588,23.9908607473909
121,24.0309237047907,23.9878292384676
122,24.0488699544661,24.0071519872595
123,23.8910601893269,23.8540277114566
124,23.8549085777225,23.8242339909529
125,23.7862586088134,23.7509816717339
126,23.6840745632534,23.6547391459338
127,23.847697766212,23.8080068010384
128,23.7285165833237,23.6933397193472
129,23.9016652795139,23.8658921120769
130,23.5926794853721,23.5572205080328
131,23.6559434660263,23.6219754571946
132,23.9054898493908,23.8722043666979
133,23.6550153152982,23.6166587702707
134,23.6978902737631,23.6611939912236
135,23.6932324667075,23.6539815497509
136,23.7539817255992,23.7146276469173
137,23.7665412663403,23.7264206107309
138,23.5338091067748,23.4911766546925
139,24.0151380751553,23.9773758285248
140,23.5854295538431,23.5468096450117
141,23.7017336022406,23.6636702482288
142,23.8574474920495,23.8145843311377
143,23.7554955232745,23.720967898423
144,23.9120880425519,23.8740107448238
145,23.8621739643593,23.8295165884238
146,24.0132954440766,23.974210065721
147,24.3520887064103,24.314459947114
148,24.3231041983095,24.2800110964846
149,24.4171388680588,24.3732118160923
150,24.0374092517334,23.9989547153706
151,24.1562010912541,24.1236173200585
152,24.1632253667111,24.1269221431335
153,24.3612081821459,24.3216955188241
154,24.2610518271809,24.22400998677
155,24.0845821988719,24.046069128732
156,24.1573054508625,24.1155528482666
157,24.0493682214244,24.0105768232305
158,24.6779967000607,24.6355824227584
159,24.5995902677354,24.5593509502215
160,24.508314011955,24.4646654446352
161,24.6164096651935,24.5688873306368
162,24.6274554196608,24.5882181449944
163,24.4116039943801,24.3698897867438
164,24.2125502566616,24.173832758076
165,24.181144552787,24.1387935011961
166,24.3591002897189,24.3177153942324
167,24.4080473457666,24.3615009745986
168,24.1455754552931,24.1007223519645
169,24.3060846505977,24.2619268411802
170,24.2071578164566,24.1663550539858
171,24.0915509423307,24.0487059456875
172,23.9568768562341,23.9125144704019
173,24.194782555265,24.1479599109885
174,24.1678238959828,24.1257865417969
175,24.1068059995551,24.0661324074616
176,24.0930727659854,24.0489548379779
177,24.0623538561914,24.0221806607266
