"FRAME","SYSTEM","RADIOG"
1,"RADIUSG",25.2056207761901
2,"RADIUSG",25.3945543483327
3,"RADIUSG",25.4555714889064
4,"RADIUSG",24.8056600468919
5,"RADIUSG",24.449741459795
6,"RADIUSG",24.4243099870785
7,"RADIUSG",24.8259169173839
8,"RADIUSG",24.7563174320396
9,"RADIUSG",24.9123090826256
10,"RADIUSG",24.3653298066914
11,"RADIUSG",24.484673324384
12,"RADIUSG",24.5363980904027
13,"RADIUSG",24.7260496478258
14,"RADIUSG",24.7465471879356
15,"RADIUSG",24.0905085009026
16,"RADIUSG",24.5192169315773
17,"RADIUSG",24.4953487352173
18,"RADIUSG",24.2380103792391
19,"RADIUSG",23.9217216017213
20,"RADIUSG",23.9054996587737
21,"RADIUSG",23.9326596054433
22,"RADIUSG",23.4744976133239
23,"RADIUSG",23.4591908869143
24,"RADIUSG",23.486898157988
25,"RADIUSG",23.7467282385628
26,"RADIUSG",23.5327127711746
27,"RADIUSG",23.7654999489701
28,"RADIUSG",23.6537532987495
29,"RADIUSG",23.3365520732422
30,"RADIUSG",23.1145537125129
31,"RADIUSG",23.2274602380841
32,"RADIUSG",22.9276193285893
33,"RADIUSG",22.8677931525478
34,"RADIUSG",22.9615293583164
35,"RADIUSG",23.2226441766229
36,"RADIUSG",23.2919952573223
37,"RADIUSG",23.3499860688284
38,"RADIUSG",23.154478153169
39,"RADIUSG",23.6653668911373
40,"RADIUSG",23.5463417624895
41,"RADIUSG",24.1226220998684
42,"RADIUSG",23.965352404641
43,"RADIUSG",23.8532036577971
44,"RADIUSG",23.6051386071658
45,"RADIUSG",23.6524140254495
46,"RADIUSG",23.6913488492699
47,"RADIUSG",23.7721228699112
48,"RADIUSG",23.8439936551466
49,"RADIUSG",24.2122433984641
50,"RADIUSG",24.2724409598167
51,"RADIUSG",23.8595565337876
52,"RADIUSG",23.9740906726187
53,"RADIUSG",23.6714823920512
54,"RADIUSG",23.2675427394526
55,"RADIUSG",23.208523176976
56,"RADIUSG",23.2991969842389
57,"RADIUSG",23.7305281696491
58,"RADIUSG",24.0622181462913
59,"RADIUSG",24.1513388920441
60,"RADIUSG",23.7554605138409
61,"RADIUSG",23.7526748365677
62,"RADIUSG",23.7084866100189
63,"RADIUSG",24.1069228741155
64,"RADIUSG",24.1263692829025
65,"RADIUSG",24.1761643890291
66,"RADIUSG",24.460266012855
67,"RADIUSG",24.3249903751289
68,"RADIUSG",24.2987670450049
69,"RADIUSG",24.1161200134107
70,"RADIUSG",24.0432636413756
71,"RADIUSG",24.0371338127944
72,"RADIUSG",24.3354480751813
73,"RADIUSG",24.4619305737424
74,"RADIUSG",24.4800946435248
75,"RADIUSG",24.3320331406967
76,"RADIUSG",24.3161925717224
77,"RADIUSG",24.3333099149781
78,"RADIUSG",24.4885091192707
79,"RADIUSG",24.5472834159765
80,"RADIUSG",24.4387152079572
81,"RADIUSG",24.5136118291499
82,"RADIUSG",24.4503570523712
83,"RADIUSG",24.5700654958327
84,"RADIUSG",24.2195408003383
85,"RADIUSG",24.3587726355572
86,"RADIUSG",23.830674926775
87,"RADIUSG",24.0544114731292
88,"RADIUSG",24.1788217670549
89,"RADIUSG",24.2968767929405
90,"RADIUSG",24.4937409541908
91,"RADIUSG",24.690793899672
92,"RADIUSG",24.9234228838195
93,"RADIUSG",24.9799698129628
94,"RADIUSG",24.9087098025172
95,"RADIUSG",24.7774449787446
96,"RADIUSG",25.4624787842552
97,"RADIUSG",25.2290895661933
98,"RADIUSG",25.6248162883806
99,"RADIUSG",25.7478595029112
100,"RADIUSG",26.0163902453988
101,"RADIUSG",25.9420331484397
102,"RADIUSG",26.134933049748
103,"RADIUSG",25.8653847944065
104,"RADIUSG",25.7615764720495
105,"RADIUSG",26.05442921505
106,"RADIUSG",26.0167118375129
107,"RADIUSG",26.0514637451333
108,"RADIUSG",25.6675520147328
109,"RADIUSG",25.925728500476
110,"RADIUSG",26.0117661975506
111,"RADIUSG",25.6531204049336
112,"RADIUSG",25.6965368927047
113,"RADIUSG",25.3305398703875
114,"RADIUSG",25.1841177191382
115,"RADIUSG",24.8975119503944
116,"RADIUSG",24.650955393016
117,"RADIUSG",24.5920278972867
118,"RADIUSG",24.7873466994714
119,"RADIUSG",25.0383761751208
120,"RADIUSG",25.3242343319753
121,"RADIUSG",25.4009590405408
122,"RADIUSG",25.6111762690279
123,"RADIUSG",25.4679393398205
124,"RADIUSG",25.2005764860669
125,"RADIUSG",25.5715424370303
126,"RADIUSG",24.8161072449624
127,"RADIUSG",24.9914322328817
128,"RADIUSG",25.2222899826486
129,"RADIUSG",25.0060857321424
130,"RADIUSG",25.3428987565543
131,"RADIUSG",24.987822119652
132,"RADIUSG",25.133519436603
133,"RADIUSG",25.1438719198875
134,"RADIUSG",25.1789180755393
135,"RADIUSG",25.243384486058
136,"RADIUSG",25.2696476466259
137,"RADIUSG",25.0935372240669
138,"RADIUSG",25.2494686461487
139,"RADIUSG",24.692875665196
140,"RADIUSG",24.7652158605682
141,"RADIUSG",24.7721993224863
142,"RADIUSG",25.218029221956
143,"RADIUSG",25.4566476446769
144,"RADIUSG",25.3833523829259
145,"RADIUSG",25.221808925521
146,"RADIUSG",25.322630352391
147,"RADIUSG",25.297045994609
148,"RADIUSG",25.1922712551848
149,"RADIUSG",24.9865490267901
150,"RADIUSG",25.1189276528726
151,"RADIUSG",25.0867651590839
152,"RADIUSG",24.9850505293294
153,"RADIUSG",25.0510716304699
154,"RADIUSG",24.9014950033762
155,"RADIUSG",24.977126792731
156,"RADIUSG",24.9357825266174
157,"RADIUSG",25.2885059150667
158,"RADIUSG",25.3900798652389
159,"RADIUSG",25.1901041973117
160,"RADIUSG",24.7037044403363
161,"RADIUSG",25.021719871023
162,"RADIUSG",24.7286528655444
163,"RADIUSG",24.849981054197
164,"RADIUSG",24.4903220467091
165,"RADIUSG",24.4880411909838
166,"RADIUSG",24.5319214792674
167,"RADIUSG",24.4199486157262
168,"RADIUSG",24.3038669131275
169,"RADIUSG",24.5026053808324
170,"RADIUSG",24.7936068102353
171,"RADIUSG",24.7552975161496
172,"RADIUSG",24.9279533009274
173,"RADIUSG",25.3392317957711
174,"RADIUSG",25.3348807170041
175,"RADIUSG",25.4710100846635
176,"RADIUSG",25.485209302137
177,"RADIUSG",25.4254656711581
178,"RADIUSG",25.7879483004056
179,"RADIUSG",26.1881645436249
180,"RADIUSG",25.9785645867511
181,"RADIUSG",25.8114540911679
182,"RADIUSG",25.5353735688259
183,"RADIUSG",25.6050570365184
184,"RADIUSG",25.4469834129099
185,"RADIUSG",25.6629151874626
186,"RADIUSG",25.7126984103621
187,"RADIUSG",25.7889573960537
188,"RADIUSG",25.8368100902353
189,"RADIUSG",26.0615719765272
190,"RADIUSG",25.7763376280537
191,"RADIUSG",25.914771534075
192,"RADIUSG",25.6049101468667
193,"RADIUSG",25.9440072401533
194,"RADIUSG",26.1439602219925
195,"RADIUSG",25.8265971383603
196,"RADIUSG",26.0236105788179
197,"RADIUSG",26.1084558049965
198,"RADIUSG",26.0414974795897
199,"RADIUSG",25.7481194239617
200,"RADIUSG",25.8681086175434
201,"RADIUSG",25.6196561706159
202,"RADIUSG",25.8276362692877
203,"RADIUSG",25.4694916545549
204,"RADIUSG",25.7503935001191
205,"RADIUSG",25.9027144527146
206,"RADIUSG",25.9351276034004
207,"RADIUSG",25.6963839415521
208,"RADIUSG",25.607690521604
209,"RADIUSG",25.5243831927417
210,"RADIUSG",25.7281170620896
211,"RADIUSG",26.1210419190719
212,"RADIUSG",26.4812920673606
213,"RADIUSG",26.1964242023609
214,"RADIUSG",26.1703681508411
215,"RADIUSG",26.0617283866063
216,"RADIUSG",26.2479653824818
217,"RADIUSG",25.8711111049841
218,"RADIUSG",25.3991232931014
219,"RADIUSG",25.4990930139112
220,"RADIUSG",25.2774903710998
221,"RADIUSG",24.9246882166639
222,"RADIUSG",24.7805134015706
223,"RADIUSG",24.8845610178699
224,"RADIUSG",24.9522214056946
225,"RADIUSG",25.023533305694
226,"RADIUSG",25.4086473748068
227,"RADIUSG",25.1815877246848
228,"RADIUSG",25.8626721720889
229,"RADIUSG",26.3305958321287
230,"RADIUSG",26.4653170544418
231,"RADIUSG",26.3723717995449
232,"RADIUSG",26.1684812286617
233,"RADIUSG",26.1178001203512
234,"RADIUSG",25.8988421411648
235,"RADIUSG",26.2448292879271
236,"RADIUSG",25.9743941025238
237,"RADIUSG",26.341231272736
238,"RADIUSG",26.9088931156574
239,"RADIUSG",26.0576865745424
240,"RADIUSG",26.1197303616615
241,"RADIUSG",26.617807988866
242,"RADIUSG",26.5707778275533
243,"RADIUSG",26.4979073527826
244,"RADIUSG",26.5480092901766
245,"RADIUSG",26.3324805746787
246,"RADIUSG",26.2588138535561
247,"RADIUSG",26.7340311218018
248,"RADIUSG",26.5534079005233
249,"RADIUSG",26.3684391193052
250,"RADIUSG",26.5048777440027
251,"RADIUSG",26.5296809455424
252,"RADIUSG",26.569248412484
253,"RADIUSG",26.723849527412
254,"RADIUSG",26.5822672496653
255,"RADIUSG",26.3854259202782
256,"RADIUSG",26.7609432587607
257,"RADIUSG",27.4494025398833
258,"RADIUSG",27.5252987872844
259,"RADIUSG",27.0128936582993
260,"RADIUSG",27.1606453977934
261,"RADIUSG",27.0419763418608
262,"RADIUSG",26.5198451266274
263,"RADIUSG",26.4688806501598
264,"RADIUSG",26.1529046817777
265,"RADIUSG",26.5211565358635
266,"RADIUSG",26.3500797015719
267,"RADIUSG",26.4746042500768
268,"RADIUSG",26.7165792464002
269,"RADIUSG",26.1744813876867
270,"RADIUSG",26.0087637506847
271,"RADIUSG",25.7092163548553
272,"RADIUSG",25.5043161176733
273,"RADIUSG",25.7777856510247
274,"RADIUSG",25.6604795792081
275,"RADIUSG",25.7256445828714
276,"RADIUSG",25.2969588718118
277,"RADIUSG",25.2706383234612
278,"RADIUSG",25.1928358245893
279,"RADIUSG",25.2714224646687
280,"RADIUSG",25.4114843199766
281,"RADIUSG",25.8075676826452
282,"RADIUSG",25.6681090674371
283,"RADIUSG",25.4164525802599
284,"RADIUSG",25.4033039489309
285,"RADIUSG",25.4687182678514
286,"RADIUSG",25.4780412873409
287,"RADIUSG",25.445253895678
288,"RADIUSG",25.2646684075888
289,"RADIUSG",25.3835723255389
290,"RADIUSG",25.4273271181427
291,"RADIUSG",25.2354276811061
292,"RADIUSG",24.9668108129183
293,"RADIUSG",24.7790792770735
294,"RADIUSG",24.6469214483076
295,"RADIUSG",24.8596067126849
296,"RADIUSG",24.8907387982875
297,"RADIUSG",24.7591081814685
298,"RADIUSG",24.9897963451728
299,"RADIUSG",24.8521614119998
300,"RADIUSG",25.1037622196398
301,"RADIUSG",24.8382108125373
302,"RADIUSG",25.2608814204782
303,"RADIUSG",25.0459212519467
304,"RADIUSG",25.193263917067
305,"RADIUSG",25.2195710186513
306,"RADIUSG",25.4672004811723
307,"RADIUSG",25.0880014367957
308,"RADIUSG",25.0813260469523
309,"RADIUSG",24.8448436373283
310,"RADIUSG",24.7224368446035
311,"RADIUSG",24.5641255029677
312,"RADIUSG",24.3758583471845
313,"RADIUSG",24.3342393499244
314,"RADIUSG",23.9955629916538
315,"RADIUSG",23.7210502494875
316,"RADIUSG",23.7717617235807
317,"RADIUSG",24.0619421856973
318,"RADIUSG",23.7280843330872
319,"RADIUSG",23.7917535498594
320,"RADIUSG",23.867226029861
321,"RADIUSG",23.9766474579868
322,"RADIUSG",23.687899125272
323,"RADIUSG",23.7113475008919
324,"RADIUSG",23.5906132337954
325,"RADIUSG",23.7902707673527
326,"RADIUSG",23.9430876545747
327,"RADIUSG",24.1405083308415
328,"RADIUSG",24.1101183206287
329,"RADIUSG",24.4588177103492
330,"RADIUSG",24.4608900554018
331,"RADIUSG",24.460372586875
332,"RADIUSG",24.17506764278
333,"RADIUSG",23.900457496066
334,"RADIUSG",23.8992081789537
335,"RADIUSG",24.0315963788342
336,"RADIUSG",23.9567489555605
337,"RADIUSG",23.823460556076
338,"RADIUSG",23.8377723301994
339,"RADIUSG",23.5610838648088
340,"RADIUSG",23.8270455113153
341,"RADIUSG",23.9093776140624
342,"RADIUSG",23.8315535475803
343,"RADIUSG",24.0351035819928
344,"RADIUSG",23.8303053500776
345,"RADIUSG",23.9692152279565
346,"RADIUSG",23.701934834396
347,"RADIUSG",23.9326715153148
348,"RADIUSG",24.2422117289284
349,"RADIUSG",24.271797151604
350,"RADIUSG",24.2800941367944
351,"RADIUSG",24.3148582157865
352,"RADIUSG",24.1191881969949
353,"RADIUSG",24.2014685456909
354,"RADIUSG",24.2441569086792
355,"RADIUSG",24.4950832787999
356,"RADIUSG",24.1131990005586
357,"RADIUSG",24.6588428415602
358,"RADIUSG",24.3064952031118
359,"RADIUSG",25.1300486074531
360,"RADIUSG",24.6059326173536
361,"RADIUSG",24.6234934692231
362,"RADIUSG",24.4949264160778
363,"RADIUSG",24.3446414201645
364,"RADIUSG",24.0168467005777
365,"RADIUSG",24.4891787102007
366,"RADIUSG",24.5129727261385
367,"RADIUSG",24.758399376242
368,"RADIUSG",24.3161086912442
369,"RADIUSG",24.4620538087418
370,"RADIUSG",24.4993890173107
371,"RADIUSG",24.5068046670548
372,"RADIUSG",24.2168038166482
373,"RADIUSG",24.6647872741606
374,"RADIUSG",24.3937849097835
375,"RADIUSG",23.8851065362447
376,"RADIUSG",23.9610027118265
377,"RADIUSG",24.246156709626
378,"RADIUSG",24.5061849662639
379,"RADIUSG",24.3865493839238
380,"RADIUSG",24.3404978663513
381,"RADIUSG",24.4595624339836
382,"RADIUSG",24.4767295270315
383,"RADIUSG",24.0394174643007
384,"RADIUSG",23.9779057394352
385,"RADIUSG",23.9887009320743
386,"RADIUSG",23.8636347417978
387,"RADIUSG",24.072124826584
388,"RADIUSG",24.0531172893431
389,"RADIUSG",24.1032988572199
390,"RADIUSG",24.1301071809777
391,"RADIUSG",24.2812465920184
392,"RADIUSG",24.1924037062011
393,"RADIUSG",24.2871334988491
