Conformation, LigandName, Frame, AD_BindingEnergy,VN_BindingEnergy, Average_Energy
out-namd-complex07-sw06,sw06,frame184,-2.45,-3.75935,-3.105
out-namd-complex07-sw06,sw06,frame46,-3.56,-5.05147,-4.306
out-namd-complex07-sw06,sw06,frame51,-4.47,-5.51552,-4.993
out-namd-complex07-sw06,sw06,frame147,-4.92,-6.03352,-5.477
out-namd-complex07-sw06,sw06,frame144,-4.46,-5.9101,-5.185
out-namd-complex07-sw06,sw06,frame93,-3.57,-5.12748,-4.349
out-namd-complex07-sw06,sw06,frame82,-4.25,-5.98163,-5.116
out-namd-complex07-sw06,sw06,frame94,-3.81,-4.98835,-4.399
out-namd-complex07-sw06,sw06,frame146,-3.02,-4.86106,-3.941
out-namd-complex07-sw06,sw06,frame76,-3.14,-4.9477,-4.044
out-namd-complex07-sw06,sw06,frame197,-4.03,-4.91003,-4.47
out-namd-complex07-sw06,sw06,frame31,-5.41,-4.84425,-5.127
out-namd-complex07-sw06,sw06,frame157,-0.55,-1.30112,-0.926
out-namd-complex07-sw06,sw06,frame92,-3.65,-4.95075,-4.3
out-namd-complex07-sw06,sw06,frame186,-3.9,-4.46989,-4.185
out-namd-complex07-sw06,sw06,frame75,-3.37,-4.60656,-3.988
out-namd-complex07-sw06,sw06,frame77,-3.23,-4.53069,-3.88
out-namd-complex07-sw06,sw06,frame103,-4.28,-5.67815,-4.979
out-namd-complex07-sw06,sw06,frame125,-4.73,-6.41792,-5.574
out-namd-complex07-sw06,sw06,frame136,-4.31,-5.0896,-4.7
out-namd-complex07-sw06,sw06,frame140,-5.17,-6.42295,-5.796
out-namd-complex07-sw06,sw06,frame80,-5.2,-5.92638,-5.563
out-namd-complex07-sw06,sw06,frame02,-3.36,-4.67634,-4.018
out-namd-complex07-sw06,sw06,frame29,-5.8,-6.8587,-6.329
out-namd-complex07-sw06,sw06,frame56,-4.8,-5.91839,-5.359
out-namd-complex07-sw06,sw06,frame95,-4.05,-4.20748,-4.129
out-namd-complex07-sw06,sw06,frame196,-4.02,-4.59881,-4.309
out-namd-complex07-sw06,sw06,frame155,-2.82,-4.10245,-3.461
out-namd-complex07-sw06,sw06,frame26,-2.65,-4.79138,-3.721
out-namd-complex07-sw06,sw06,frame195,-4.46,-5.41528,-4.938
out-namd-complex07-sw06,sw06,frame09,-4.5,-5.52335,-5.012
out-namd-complex07-sw06,sw06,frame148,-4.22,-4.4171,-4.319
out-namd-complex07-sw06,sw06,frame199,-3.68,-4.12548,-3.903
out-namd-complex07-sw06,sw06,frame81,-5.25,-6.02659,-5.638
out-namd-complex07-sw06,sw06,frame121,-5.59,-6.59918,-6.095
out-namd-complex07-sw06,sw06,frame17,-4.08,-5.81655,-4.948
out-namd-complex07-sw06,sw06,frame104,-3.78,-5.04784,-4.414
out-namd-complex07-sw06,sw06,frame24,-4.44,-5.89369,-5.167
out-namd-complex07-sw06,sw06,frame08,-4.43,-5.74156,-5.086
out-namd-complex07-sw06,sw06,frame58,-4.91,-5.4242,-5.167
out-namd-complex07-sw06,sw06,frame128,-5.1,-6.96313,-6.032
out-namd-complex07-sw06,sw06,frame198,-4.75,-4.3566,-4.553
out-namd-complex07-sw06,sw06,frame134,-4.98,-5.56797,-5.274
out-namd-complex07-sw06,sw06,frame06,-4.03,-5.17838,-4.604
out-namd-complex07-sw06,sw06,frame52,-4.85,-6.17502,-5.513
out-namd-complex07-sw06,sw06,frame109,-4.36,-5.98814,-5.174
out-namd-complex07-sw06,sw06,frame168,-4.1,-4.45262,-4.276
out-namd-complex07-sw06,sw06,frame05,-6.63,-6.32117,-6.476
out-namd-complex07-sw06,sw06,frame97,-4.73,-5.51084,-5.12
out-namd-complex07-sw06,sw06,frame53,-5.15,-5.81367,-5.482
out-namd-complex07-sw06,sw06,frame181,-3.42,-4.42238,-3.921
out-namd-complex07-sw06,sw06,frame59,-4.7,-4.94238,-4.821
out-namd-complex07-sw06,sw06,frame176,-3.01,-4.11099,-3.56
out-namd-complex07-sw06,sw06,frame37,-5.42,-6.45417,-5.937
out-namd-complex07-sw06,sw06,frame151,-2.2,-3.29233,-2.746
out-namd-complex07-sw06,sw06,frame42,-5.81,-5.56799,-5.689
out-namd-complex07-sw06,sw06,frame86,-5.17,-6.36667,-5.768
out-namd-complex07-sw06,sw06,frame38,-5.87,-6.25714,-6.064
out-namd-complex07-sw06,sw06,frame57,-5.41,-6.54044,-5.975
out-namd-complex07-sw06,sw06,frame105,-3.88,-4.3721,-4.126
out-namd-complex07-sw06,sw06,frame130,-5.05,-6.38136,-5.716
out-namd-complex07-sw06,sw06,frame54,-4.11,-3.77642,-3.943
out-namd-complex07-sw06,sw06,frame10,-5.82,-6.43839,-6.129
out-namd-complex07-sw06,sw06,frame171,-2.24,-3.31347,-2.777
out-namd-complex07-sw06,sw06,frame88,-4.34,-5.12059,-4.73
out-namd-complex07-sw06,sw06,frame99,-4.68,-5.98643,-5.333
out-namd-complex07-sw06,sw06,frame141,-4.1,-5.00535,-4.553
out-namd-complex07-sw06,sw06,frame90,-4.69,-6.37404,-5.532
out-namd-complex07-sw06,sw06,frame41,-4.74,-6.10589,-5.423
out-namd-complex07-sw06,sw06,frame15,-5.14,-6.32061,-5.73
out-namd-complex07-sw06,sw06,frame69,-3.56,-5.27202,-4.416
out-namd-complex07-sw06,sw06,frame84,-4.21,-4.66469,-4.437
out-namd-complex07-sw06,sw06,frame180,-3.25,-3.46515,-3.358
out-namd-complex07-sw06,sw06,frame65,-4.12,-5.56671,-4.843
out-namd-complex07-sw06,sw06,frame170,-3.47,-4.4567,-3.963
out-namd-complex07-sw06,sw06,frame189,-2.69,-3.97449,-3.332
out-namd-complex07-sw06,sw06,frame101,-4.33,-5.42058,-4.875
out-namd-complex07-sw06,sw06,frame11,-4.5,-5.57997,-5.04
out-namd-complex07-sw06,sw06,frame137,-3.4,-4.59897,-3.999
out-namd-complex07-sw06,sw06,frame43,-4.18,-5.60608,-4.893
out-namd-complex07-sw06,sw06,frame127,-4.68,-5.78172,-5.231
out-namd-complex07-sw06,sw06,frame122,-5.06,-6.28839,-5.674
out-namd-complex07-sw06,sw06,frame40,-3.96,-5.25027,-4.605
out-namd-complex07-sw06,sw06,frame49,-4.31,-6.08936,-5.2
out-namd-complex07-sw06,sw06,frame33,-5.0,-4.50575,-4.753
out-namd-complex07-sw06,sw06,frame25,-3.0,-4.1585,-3.579
out-namd-complex07-sw06,sw06,frame60,-4.39,-5.49397,-4.942
out-namd-complex07-sw06,sw06,frame39,-3.53,-5.04296,-4.286
out-namd-complex07-sw06,sw06,frame152,-1.53,-3.07412,-2.302
out-namd-complex07-sw06,sw06,frame145,-4.34,-5.34755,-4.844
out-namd-complex07-sw06,sw06,frame44,-5.06,-5.12926,-5.095
out-namd-complex07-sw06,sw06,frame35,-4.1,-5.10367,-4.602
out-namd-complex07-sw06,sw06,frame63,-3.45,-4.62405,-4.037
out-namd-complex07-sw06,sw06,frame142,-5.33,-5.74485,-5.537
out-namd-complex07-sw06,sw06,frame164,-2.36,-3.63439,-2.997
out-namd-complex07-sw06,sw06,frame89,-3.54,-5.30113,-4.421
out-namd-complex07-sw06,sw06,frame07,-4.53,-5.33741,-4.934
out-namd-complex07-sw06,sw06,frame00,-4.0,-4.25375,-4.127
out-namd-complex07-sw06,sw06,frame67,-4.19,-5.25895,-4.724
out-namd-complex07-sw06,sw06,frame107,-3.1,-4.29938,-3.7
out-namd-complex07-sw06,sw06,frame183,-4.5,-5.48297,-4.991
out-namd-complex07-sw06,sw06,frame100,-4.43,-5.28033,-4.855
out-namd-complex07-sw06,sw06,frame159,-0.9,-1.89752,-1.399
out-namd-complex07-sw06,sw06,frame182,-3.61,-4.51874,-4.064
out-namd-complex07-sw06,sw06,frame22,-4.72,-5.80235,-5.261
out-namd-complex07-sw06,sw06,frame162,-2.04,-2.62565,-2.333
out-namd-complex07-sw06,sw06,frame131,-5.44,-6.83196,-6.136
out-namd-complex07-sw06,sw06,frame30,-5.88,-5.45305,-5.667
out-namd-complex07-sw06,sw06,frame154,-2.46,-4.30951,-3.385
out-namd-complex07-sw06,sw06,frame174,-2.61,-3.79303,-3.202
out-namd-complex07-sw06,sw06,frame119,-4.25,-6.01276,-5.131
out-namd-complex07-sw06,sw06,frame36,-5.37,-5.9709,-5.67
out-namd-complex07-sw06,sw06,frame110,-4.43,-5.54687,-4.988
out-namd-complex07-sw06,sw06,frame91,-4.51,-5.51508,-5.013
out-namd-complex07-sw06,sw06,frame62,-4.79,-5.58804,-5.189
out-namd-complex07-sw06,sw06,frame21,-3.78,-5.54017,-4.66
out-namd-complex07-sw06,sw06,frame01,-3.59,-4.95429,-4.272
out-namd-complex07-sw06,sw06,frame50,-5.24,-5.99318,-5.617
out-namd-complex07-sw06,sw06,frame34,-4.78,-4.95732,-4.869
out-namd-complex07-sw06,sw06,frame04,-3.49,-4.80819,-4.149
out-namd-complex07-sw06,sw06,frame112,-3.59,-4.92063,-4.255
out-namd-complex07-sw06,sw06,frame111,-3.53,-4.55885,-4.044
out-namd-complex07-sw06,sw06,frame115,-5.3,-5.99458,-5.647
out-namd-complex07-sw06,sw06,frame68,-4.81,-5.85556,-5.333
out-namd-complex07-sw06,sw06,frame190,-2.63,-4.05505,-3.343
out-namd-complex07-sw06,sw06,frame156,-1.56,-2.52938,-2.045
out-namd-complex07-sw06,sw06,frame23,-4.55,-6.09519,-5.323
out-namd-complex07-sw06,sw06,frame32,-4.35,-5.55,-4.95
out-namd-complex07-sw06,sw06,frame78,-3.26,-4.40537,-3.833
out-namd-complex07-sw06,sw06,frame169,-3.17,-3.84556,-3.508
out-namd-complex07-sw06,sw06,frame96,-3.75,-5.04926,-4.4
out-namd-complex07-sw06,sw06,frame139,-4.22,-4.57314,-4.397
out-namd-complex07-sw06,sw06,frame143,-4.48,-5.77669,-5.128
out-namd-complex07-sw06,sw06,frame187,-3.6,-4.59247,-4.096
out-namd-complex07-sw06,sw06,frame165,-2.63,-3.80314,-3.217
out-namd-complex07-sw06,sw06,frame55,-4.38,-5.57397,-4.977
out-namd-complex07-sw06,sw06,frame73,-4.14,-5.0237,-4.582
out-namd-complex07-sw06,sw06,frame20,-4.81,-4.90655,-4.858
out-namd-complex07-sw06,sw06,frame83,-4.81,-6.08191,-5.446
out-namd-complex07-sw06,sw06,frame191,-3.11,-3.91295,-3.511
out-namd-complex07-sw06,sw06,frame13,-4.54,-6.04374,-5.292
out-namd-complex07-sw06,sw06,frame79,-3.61,-4.81667,-4.213
out-namd-complex07-sw06,sw06,frame114,-5.61,-6.48606,-6.048
out-namd-complex07-sw06,sw06,frame47,-4.06,-5.58226,-4.821
out-namd-complex07-sw06,sw06,frame28,-4.07,-5.59748,-4.834
out-namd-complex07-sw06,sw06,frame66,-3.2,-5.53428,-4.367
out-namd-complex07-sw06,sw06,frame27,-4.49,-5.54635,-5.018
out-namd-complex07-sw06,sw06,frame132,-4.86,-6.31351,-5.587
out-namd-complex07-sw06,sw06,frame98,-4.83,-5.83067,-5.33
out-namd-complex07-sw06,sw06,frame129,-4.94,-6.25765,-5.599
out-namd-complex07-sw06,sw06,frame106,-4.58,-6.3403,-5.46
out-namd-complex07-sw06,sw06,frame48,-3.97,-5.60672,-4.788
out-namd-complex07-sw06,sw06,frame194,-4.19,-4.58534,-4.388
out-namd-complex07-sw06,sw06,frame158,-0.86,-1.99097,-1.425
out-namd-complex07-sw06,sw06,frame188,-4.15,-5.23418,-4.692
out-namd-complex07-sw06,sw06,frame45,-5.08,-5.98232,-5.531
out-namd-complex07-sw06,sw06,frame12,-4.98,-6.27037,-5.625
out-namd-complex07-sw06,sw06,frame163,-1.87,-3.4228,-2.646
out-namd-complex07-sw06,sw06,frame116,-4.86,-5.93117,-5.396
out-namd-complex07-sw06,sw06,frame160,-1.6,-2.80386,-2.202
out-namd-complex07-sw06,sw06,frame124,-5.09,-5.94249,-5.516
out-namd-complex07-sw06,sw06,frame153,-1.83,-3.20906,-2.52
out-namd-complex07-sw06,sw06,frame118,-3.86,-5.19274,-4.526
out-namd-complex07-sw06,sw06,frame193,-4.11,-4.66313,-4.387
out-namd-complex07-sw06,sw06,frame123,-4.62,-5.73819,-5.179
out-namd-complex07-sw06,sw06,frame178,-2.17,-4.08548,-3.128
out-namd-complex07-sw06,sw06,frame177,-2.63,-4.32489,-3.477
out-namd-complex07-sw06,sw06,frame117,-4.38,-5.6858,-5.033
out-namd-complex07-sw06,sw06,frame161,-2.49,-3.42868,-2.959
out-namd-complex07-sw06,sw06,frame71,-4.57,-5.85762,-5.214
out-namd-complex07-sw06,sw06,frame150,-3.46,-4.14675,-3.803
out-namd-complex07-sw06,sw06,frame74,-3.49,-4.7103,-4.1
out-namd-complex07-sw06,sw06,frame14,-4.04,-5.2141,-4.627
out-namd-complex07-sw06,sw06,frame192,-4.18,-5.35888,-4.769
out-namd-complex07-sw06,sw06,frame64,-5.09,-6.81667,-5.953
out-namd-complex07-sw06,sw06,frame167,-3.58,-4.36932,-3.975
out-namd-complex07-sw06,sw06,frame166,-2.17,-3.38328,-2.777
out-namd-complex07-sw06,sw06,frame03,-5.21,-6.20199,-5.706
out-namd-complex07-sw06,sw06,frame72,-3.75,-5.17893,-4.464
out-namd-complex07-sw06,sw06,frame175,-4.31,-4.32669,-4.318
out-namd-complex07-sw06,sw06,frame16,-3.87,-5.6686,-4.769
out-namd-complex07-sw06,sw06,frame179,-1.6,-3.29566,-2.448
out-namd-complex07-sw06,sw06,frame19,-3.75,-5.09377,-4.422
out-namd-complex07-sw06,sw06,frame102,-3.33,-5.31563,-4.323
out-namd-complex07-sw06,sw06,frame85,-4.79,-6.50856,-5.649
out-namd-complex07-sw06,sw06,frame126,-4.4,-5.22986,-4.815
out-namd-complex07-sw06,sw06,frame87,-3.81,-5.30731,-4.559
out-namd-complex07-sw06,sw06,frame138,-4.56,-5.33999,-4.95
out-namd-complex07-sw06,sw06,frame120,-4.23,-6.07285,-5.151
out-namd-complex07-sw06,sw06,frame133,-4.43,-5.63247,-5.031
