Frame         Time          Elec          VdW           Nonbond       Total         
401           401           -4172.92      -587.528      -4760.45      -4760.45      
402           402           -4171.88      -571.781      -4743.66      -4743.66      
403           403           -4098.69      -558.022      -4656.72      -4656.72      
404           404           -4010.76      -615.053      -4625.81      -4625.81      
405           405           -4110.72      -579.076      -4689.8       -4689.8       
406           406           -4028.61      -594.065      -4622.68      -4622.68      
407           407           -4031.26      -603.361      -4634.62      -4634.62      
408           408           -3906.22      -594.606      -4500.83      -4500.83      
409           409           -4094.13      -581.278      -4675.4       -4675.4       
410           410           -4107.01      -553.336      -4660.35      -4660.35      
411           411           -4010.13      -578.019      -4588.14      -4588.14      
412           412           -4114.37      -509.763      -4624.14      -4624.14      
413           413           -4037.49      -565.627      -4603.11      -4603.11      
414           414           -4123.46      -593.881      -4717.35      -4717.35      
415           415           -3975.26      -608.358      -4583.62      -4583.62      
416           416           -3987.94      -585.689      -4573.63      -4573.63      
417           417           -4202.38      -607.469      -4809.85      -4809.85      
418           418           -4087.42      -606.536      -4693.96      -4693.96      
419           419           -4262.77      -577.514      -4840.28      -4840.28      
420           420           -4366.65      -566.55       -4933.2       -4933.2       
421           421           -4259.29      -586.846      -4846.14      -4846.14      
422           422           -4246.09      -557.753      -4803.84      -4803.84      
423           423           -4058.04      -610.377      -4668.42      -4668.42      
424           424           -4166.54      -601.011      -4767.55      -4767.55      
425           425           -4277.22      -597.139      -4874.36      -4874.36      
426           426           -4177         -601.18       -4778.18      -4778.18      
427           427           -4137.42      -561.723      -4699.14      -4699.14      
428           428           -3975.11      -607.367      -4582.48      -4582.48      
429           429           -4076.32      -594.54       -4670.86      -4670.86      
430           430           -4022.54      -608.309      -4630.85      -4630.85      
431           431           -4078         -608.685      -4686.68      -4686.68      
432           432           -4194.01      -605.665      -4799.67      -4799.67      
433           433           -4315.41      -591.766      -4907.18      -4907.18      
434           434           -4120.95      -592.216      -4713.17      -4713.17      
435           435           -3942.63      -532.862      -4475.49      -4475.49      
436           436           -4071.87      -581.646      -4653.52      -4653.52      
437           437           -4119         -575.891      -4694.9       -4694.9       
438           438           -4135.04      -596.879      -4731.92      -4731.92      
439           439           -4153.73      -582.069      -4735.8       -4735.8       
440           440           -4062.65      -568.213      -4630.86      -4630.86      
441           441           -4088.94      -600.561      -4689.5       -4689.5       
442           442           -4055.16      -600.398      -4655.55      -4655.55      
443           443           -4008.07      -596.421      -4604.49      -4604.49      
444           444           -4163.33      -535.836      -4699.17      -4699.17      
445           445           -4102.91      -623.533      -4726.44      -4726.44      
446           446           -4166.21      -557.794      -4724         -4724         
447           447           -4187.03      -584.81       -4771.84      -4771.84      
448           448           -4127.65      -597.975      -4725.62      -4725.62      
449           449           -4037.36      -598.394      -4635.76      -4635.76      
450           450           -4065.53      -620.381      -4685.91      -4685.91      
451           451           -4145.27      -538.257      -4683.53      -4683.53      
452           452           -4235.59      -612.258      -4847.85      -4847.85      
453           453           -4100.02      -566.389      -4666.41      -4666.41      
454           454           -4139.15      -602.296      -4741.45      -4741.45      
455           455           -4143.1       -598.728      -4741.83      -4741.83      
456           456           -4135.36      -576.034      -4711.4       -4711.4       
457           457           -4070.04      -555.225      -4625.27      -4625.27      
458           458           -4285.48      -579.333      -4864.81      -4864.81      
459           459           -4146.24      -574.746      -4720.98      -4720.98      
460           460           -4308.28      -563.089      -4871.37      -4871.37      
461           461           -4301.56      -590.82       -4892.38      -4892.38      
462           462           -4188.6       -584.143      -4772.74      -4772.74      
463           463           -4168.57      -577.616      -4746.18      -4746.18      
464           464           -4109.31      -577.323      -4686.63      -4686.63      
465           465           -4076.92      -528.692      -4605.61      -4605.61      
466           466           -4087.75      -602.715      -4690.47      -4690.47      
467           467           -4155.28      -578.411      -4733.69      -4733.69      
468           468           -4124.48      -572.908      -4697.39      -4697.39      
469           469           -4115.49      -587.978      -4703.47      -4703.47      
470           470           -4145.92      -584.708      -4730.62      -4730.62      
471           471           -4267.97      -590.055      -4858.03      -4858.03      
472           472           -4307.51      -589.14       -4896.65      -4896.65      
473           473           -4325.36      -609.002      -4934.36      -4934.36      
474           474           -4212.44      -587.852      -4800.3       -4800.3       
475           475           -4162.53      -606.727      -4769.26      -4769.26      
476           476           -4030.68      -577.85       -4608.53      -4608.53      
477           477           -4130.22      -550.669      -4680.89      -4680.89      
478           478           -4039.42      -533.604      -4573.03      -4573.03      
479           479           -4101.66      -589.92       -4691.58      -4691.58      
480           480           -4191.05      -597.282      -4788.34      -4788.34      
481           481           -4080.04      -579.598      -4659.64      -4659.64      
482           482           -4121.88      -587.076      -4708.96      -4708.96      
483           483           -4176.62      -580.693      -4757.31      -4757.31      
484           484           -4163.79      -609.065      -4772.86      -4772.86      
485           485           -4128.41      -599.381      -4727.79      -4727.79      
486           486           -4061.82      -606.725      -4668.54      -4668.54      
487           487           -4177.56      -601.106      -4778.66      -4778.66      
488           488           -4206.8       -614.34       -4821.14      -4821.14      
489           489           -4222.73      -564.338      -4787.07      -4787.07      
490           490           -4141.21      -584.744      -4725.96      -4725.96      
491           491           -3973.67      -604.58       -4578.25      -4578.25      
492           492           -4039.04      -624.167      -4663.21      -4663.21      
493           493           -4061.28      -550.593      -4611.87      -4611.87      
494           494           -4250.58      -548.033      -4798.61      -4798.61      
