FRAME, xAxis, yAxis, zAxis
0,13.844169817848421,18.059886366155286,-11.975216834068844
1,16.247025676865096,19.09302548983881,-11.482729594226125
2,15.953778649365693,19.33718831998464,-14.910299044639304
3,15.011830150807954,17.554574654231452,-14.367551301193018
4,13.922440772815326,15.700155728947397,-19.365694917910393
5,14.065303349912769,15.422655116501947,-19.761245941100892
6,13.844300687200525,17.07759315536717,-18.73903864307865
7,14.257207009025207,14.169624908343039,-23.795344475581572
8,14.992264203514413,17.540411884254855,-18.38512721049238
9,16.759162821806967,17.360090089582858,-15.170892176419034
10,17.485262438315477,18.883254265285217,-13.180420309770886
11,16.786042887402207,17.864581081767415,-11.700886154967234
12,16.86132224387534,19.872130352818605,-11.403204983330948
13,19.933598518436842,20.878861546433484,-6.871264227401354
14,17.10063610285736,21.897976597853024,-10.073076419369503
15,15.74113391836265,23.247407844928933,-9.774004745498049
16,18.179247504804028,24.451647397893392,-6.464487487786572
17,17.538822682702378,25.31157166667485,-6.371368541987844
18,16.355971368728415,26.576521731321908,-8.698921037410987
19,17.673607829565835,26.388841383758738,-11.071717333023292
20,17.315570549316327,26.8823695822776,-11.2626040967607
21,17.053116376180093,26.081797399207332,-10.616643676647946
22,17.188323549945615,27.89918616590973,-10.917379513808214
23,19.495857451122905,28.021034502610192,-7.710515177767274
24,18.965300524983654,26.685194088726256,-6.065114248054853
25,18.261761508913313,27.061637251590344,-6.863807889281053
26,19.323316283528865,28.05817219762026,-4.6784519526457515
27,20.177340420276348,28.014570798017388,-4.40543278858647
28,17.10961164106049,28.686040570353516,-5.956642673684987
29,17.508538962475214,29.15435958442201,-4.673394933119553
30,15.390696046314451,29.538189740603908,-8.413291456479612
31,14.921627050860131,27.799186467458746,-8.317608467024089
32,11.614948623888925,27.047395554250738,-9.834933053869515
33,14.27946669855959,28.525680403607282,-5.5686104281692375
34,15.008372806570142,27.660738291631883,-6.223098734104574
35,14.72145144216914,27.04572106956052,-7.849448365941733
36,13.73046383309693,27.203171605598186,-9.272002358649315
37,13.377645277477479,29.519364971518996,-10.905707490807774
38,15.31193357425236,31.176298800181982,-9.019239158480154
39,17.346400150418972,30.94063064007247,-7.702368567298261
40,18.646135041338738,30.53780177193264,-7.3830924454465405
41,15.66550306872054,31.247224693929862,-8.994498298298632
42,15.198673232231972,30.675851888592845,-11.8706323806427
43,14.481464889759197,30.780573220116594,-8.669545062648197
44,14.425776815196823,30.89304613176014,-11.246012226031795
45,13.800433433863445,28.139257907807316,-12.848926982280734
46,12.28926055861279,26.791650934010114,-15.510693103321813
47,11.1283205310897,27.867746032980538,-16.81525920530809
48,10.887197908290446,29.448075870604676,-18.96218213356406
49,14.087932529254658,29.437547481327645,-17.157136079602317
50,11.74903396822412,30.22094295411223,-17.357789101473966
51,10.067671781035497,28.555395846949732,-20.546839024790987
52,9.427506159245699,28.75179797934104,-19.140393520494303
53,8.913932942548728,29.242045987003454,-18.486590227050595
54,9.801925517705302,28.106165296335828,-19.154442354105555
55,10.79294763364371,28.04356157844842,-17.320163090080598
56,11.731879247041023,29.240409752351066,-15.72976549658628
57,12.933921004206566,29.842758857029782,-16.176902264332828
58,15.225058096945602,30.23339429073807,-13.17946486339359
59,19.417035889852805,33.40925726813918,-7.94834540614127
60,21.15177020170983,34.75356370703239,-6.817294962714049
61,20.129714491573196,35.042347542444226,-7.229391427625664
62,21.351935647318367,36.149325965625145,-2.3886051507916335
63,21.250285872999527,37.743346825742485,-4.870247976381375
64,20.084022484030953,35.87114339252073,-6.930438367739874
65,19.07367705490248,34.76617107896315,-8.784422517982275
66,21.387607178961275,34.93955144934991,-4.966065974392494
67,20.367439270744025,34.93783184165889,-6.1982596619535375
68,23.86547157056219,34.86561702978204,-1.393356392822044
69,25.035874683913196,35.320781896420215,0.6861045097252635
70,23.806115790442533,33.46489721942806,-1.0104115314329778
71,24.389207528765333,34.71518165608968,2.6032491336787413
72,26.045199404118666,33.845747142394444,5.280676358711989
73,28.329161729911622,32.217431546622734,10.356070198032944
74,27.10897236647911,33.89518260597363,7.400119282902759
75,26.10077596180384,33.268239597852926,4.7263016904396125
76,24.821535223659172,32.65721334601351,4.330779203654271
77,23.180509062769705,33.93771364499716,0.4836985190985091
78,26.59438289361159,34.05193988988247,3.9822540727568185
79,23.944826149778144,34.47409332495393,1.0567727924470771
80,22.569096933274746,34.214274409460536,-2.0552426708309754
81,21.99011967381554,34.721166322987536,-2.2356708159686267
82,21.134447518307184,33.591211094444205,-1.1696338790250915
83,20.507251220813075,32.55236205409768,-2.581499739932754
