FRAME, PROTEIN, COMPLEX
1, 25.826867772139792, 25.769300285869146
2, 25.827214028793076, 25.77003130409931
3, 25.759967010452783, 25.700232736150078
4, 25.64049188410781, 25.58183633031282
5, 25.316491665934198, 25.263693290316922
6, 25.591552288344268, 25.54363469617156
7, 25.474945577359833, 25.424647011025677
8, 25.80640304539716, 25.75327641311051
9, 25.833128030853548, 25.7809949624763
10, 25.721525755123388, 25.667751022727334
11, 25.729957963136975, 25.67075409964078
12, 25.614593101340304, 25.549257918825575
13, 25.848485062722226, 25.778622025499974
14, 25.24617099535184, 25.178447721416923
15, 25.268908189816493, 25.200466342988108
16, 25.349477790661343, 25.28029400985146
17, 25.112266590872217, 25.05924188246677
18, 25.322909784246203, 25.260850953480126
19, 25.347805574482017, 25.277517389458612
20, 25.72588453496859, 25.652384689307404
21, 25.68999930887665, 25.61646576098811
22, 25.493852055850454, 25.415129759023497
23, 25.572623380684842, 25.50112914974562
24, 25.400334189877444, 25.327012979009115
25, 25.541173137955436, 25.47696902092495
26, 25.50589199850852, 25.443959359980713
27, 25.415958975486756, 25.355505660292188
28, 25.29689714645713, 25.243147861595666
29, 25.115602147762868, 25.058159465305263
30, 24.674128249680606, 24.62633868884025
31, 24.826124472814747, 24.771636180830836
32, 24.65657036752474, 24.608427167481857
33, 24.75446347864689, 24.69969412133451
34, 24.732728503797773, 24.681261662502557
35, 24.891230208065476, 24.83320269527421
36, 25.271762355094214, 25.21189585469803
37, 25.012399411823, 24.953064851168364
38, 25.153972325479266, 25.09865617810342
39, 24.796127794150003, 24.746728134657147
40, 25.089695851275337, 25.044541603757377
41, 25.033606273771017, 24.979750158625542
42, 24.800951656435483, 24.75794665241487
43, 25.002716600039875, 24.95157619638635
44, 25.13991702488205, 25.08391888680884
45, 25.094667144871504, 25.038334827467285
46, 25.130698342830016, 25.073370418317502
47, 24.969421788267862, 24.909246047720966
48, 24.852237424789873, 24.79987062678522
49, 24.893068156951756, 24.829847769332815
50, 24.918261690930088, 24.858500867217057
51, 24.626369459159772, 24.576882805951712
52, 24.326884254313853, 24.27851284622871
