"FRAME","PROTEIN","COMPLEX"
1,24.5237836908056,24.4498759624157
2,24.7140057920462,24.6409261070931
3,25.0367057804517,24.960762383381
4,24.6311624845642,24.5545538230049
5,24.786686306982,24.7127581357371
6,25.1463793171741,25.0675280716159
7,24.8190550866948,24.7427027222926
8,24.7066260895342,24.6306757515431
9,24.656189584187,24.5787935700711
10,24.5629741185174,24.4861279799064
11,24.6332306787381,24.5564192967078
12,24.2510577093866,24.1789446784788
13,24.4767896156172,24.4023083544061
14,24.360506482906,24.2913155190604
15,24.0551469785474,23.9876726259678
16,24.4779091110248,24.4077384516941
17,24.5781163316331,24.5092068088254
18,24.3538432661092,24.2899868601609
19,24.1925707669691,24.1277343404656
20,23.7476426966613,23.6910208606247
21,23.8978954561761,23.8371027436762
22,23.6826051362312,23.6334834871454
23,23.9648192406451,23.9082006100949
24,24.2060816306936,24.1520186460195
25,24.4473935929388,24.3913633663428
26,24.2415260445315,24.1778043674189
27,24.4157132764494,24.3596135977441
28,24.805440945024,24.7595460914535
29,24.4578636014715,24.4066443979393
30,24.540613584948,24.4948181693724
31,24.3974711669565,24.3497227730971
32,24.3863709752027,24.3364211895596
33,24.530272022115,24.4791157470871
34,24.609632700982,24.5665304380575
35,24.6578826400317,24.6147470620118
36,24.6908474884733,24.6462112006978
37,24.7170921344859,24.6777797781285
38,24.8288815385843,24.7811569325456
39,24.7562248193227,24.7178039308614
40,24.8423870243107,24.8124870845087
41,24.9147809433835,24.8790079986919
42,24.8563922830645,24.8346754868767
43,25.1784039821326,25.1348554829697
44,24.9909425231138,24.9489017931951
45,24.9336100029268,24.8827722609188
46,24.8809675802066,24.8280339870613
47,24.5468107565468,24.4910213371216
48,24.6218510233073,24.5650474208629
49,24.5243399400469,24.4605091774481
50,24.3122136130423,24.2622584080101
51,24.3181684537856,24.2597241383751
52,24.2585361180042,24.1926757125394
53,24.4051411039949,24.3360269117085
54,24.1482892592924,24.0831723160233
55,24.2410020496386,24.17636369847
56,24.4702332550777,24.4002551038434
57,24.0418946902113,23.9780670357251
58,24.2162805262069,24.1560247658127
59,24.1118767691739,24.045988503608
60,23.7871038168293,23.7244656255548
61,23.5445910358646,23.4863269138254
62,23.9072515650697,23.8465479365656
63,24.4427461636172,24.3839502789149
64,24.5657504034839,24.5048291173438
65,24.5990594201634,24.550197175586
66,24.3551373473277,24.2967654930923
67,24.5325050810867,24.4677984368917
68,24.1644733060199,24.1041994613885
69,24.4027416114474,24.3413487611915
70,24.3535139064362,24.2917028086035
71,24.4957804468645,24.4366509809062
72,24.1996579058815,24.1587088740759
73,24.3652855925599,24.3176430036793
74,24.2183478797488,24.1680457560888
75,24.0902414912489,24.0405484451774
76,24.4141245405896,24.3676578932954
77,24.5726597411247,24.5224428504286
78,24.6367052615804,24.5842690151885
79,24.334374450287,24.2860712273174
80,24.0275275634308,23.9753502212995
81,24.1081078165051,24.0660328586295
82,24.0689016766285,24.017409718522
83,24.2738786862899,24.2226998603758
84,24.5107681567114,24.4657394778907
85,24.7167307966823,24.6721582345836
86,24.643197834844,26.4608869650521
87,24.6061396742499,26.4373022637851
88,24.8830054986826,24.8528518426996
89,25.0216451534356,26.8403905679146
90,24.8999273917273,26.740043714917
91,25.088728238475,26.8597256971307
92,25.0296102507838,26.7802227528952
93,24.586411289643,24.565927560485
94,24.735399849473,24.7012651251666
95,24.5519349799242,24.5200851719668
96,24.7299440094555,24.694744837727
97,25.3320184701121,25.2898077369664
98,25.4368886494167,27.2353689811031
99,25.4995948775031,27.3266601816557
100,25.2900639424306,27.1342719239575
101,25.059866886913,26.9104255078149
102,24.9912780907296,26.8259322359324
103,24.5906522702351,26.4668615427918
104,24.6732915088083,26.5047012900741
105,25.2051693286509,26.9724902450387
106,25.1138480947432,26.8725161084866
107,25.2783444932151,27.0049049817759
108,25.4275516042219,27.0821043278829
109,25.3882005032137,27.0454169348826
110,25.0795827657613,26.7896795163805
111,25.4008392523092,27.0724399406975
112,25.1734048188134,26.8644140270025
113,24.9936267752832,26.6928724604817
114,24.9579368705785,26.6982112603719
115,25.0261885744547,26.7303633177142
116,24.710414999818,26.4031854227295
117,24.2582387009029,25.963607988119
118,24.6543155226228,26.3484646446208
119,24.8957667642539,26.608727733646
120,24.8244520788277,26.5279633718634
121,24.9535227298356,26.6410845504431
122,24.9848044122249,26.6297161578196
123,24.9322041407564,26.5401062291746
124,25.1645371423737,26.7179457359797
125,24.8536722002835,26.4120598869277
126,25.0047455724243,26.6311988418895
127,24.476963724701,26.1665756575757
128,24.8351028754658,26.541595492991
129,24.6958041574667,26.4230788323011
130,24.5726407626565,26.2787053195466
131,24.7581601133761,26.4806415570061
132,24.7130802969636,26.3955187963485
133,24.6500716197907,26.3157757544401
134,24.0434243717622,25.7403120404173
135,23.846383953088,25.6203240836431
136,23.8266260617946,25.539001636952
137,23.8125838427196,25.5120274624324
138,23.8851815644193,25.60476656467
139,23.7935154656949,25.5537555454129
140,23.5223371253209,25.255595524646
141,23.910891218291,25.6012088536653
142,23.7957742964431,25.4808451368257
143,23.3366644765795,25.1115433221914
144,23.4928952730385,25.2570841880889
145,23.1906775801104,24.9946099973956
146,23.0639250146794,24.8165820627827
147,22.8404823764143,24.6085445292334
148,22.7626349362189,24.5266714660843
149,22.7771768118542,24.56832978419
150,22.6104892972376,24.4091101132549
151,22.7569504217421,24.5443834821217
152,22.6657149507578,24.4554557369414
153,22.8314735362139,24.6321189257025
