FRAME,RMSD
0,7.125690460205078
1,7.412176132202148
2,7.676418304443359
3,7.7882981300354
4,7.96631383895874
5,7.750884532928467
6,7.617678642272949
7,7.511425018310547
8,7.737377643585205
9,7.412490367889404
10,7.630397319793701
11,7.659481048583984
12,7.996426582336426
13,7.403935432434082
14,7.407387733459473
15,7.340378761291504
16,7.327577114105225
17,7.409170150756836
18,7.580461502075195
19,7.431894302368164
20,7.6583123207092285
21,7.91026496887207
22,7.480178356170654
23,7.299736976623535
24,7.808146953582764
25,7.344294548034668
26,7.4817795753479
27,7.366326332092285
28,7.411510944366455
29,7.479245662689209
30,7.657528400421143
31,7.96979284286499
32,7.4784369468688965
33,7.754544258117676
34,8.243896484375
35,7.682704925537109
36,7.847096920013428
37,7.996476173400879
38,8.380403518676758
39,8.215316772460938
40,7.964820384979248
41,7.616476535797119
42,7.814939022064209
43,7.654768466949463
44,7.409176349639893
45,7.175011157989502
46,7.574901103973389
47,7.706695556640625
48,7.899271488189697
49,7.185908317565918
50,7.816706657409668
51,7.673925399780273
52,7.494448661804199
53,7.639218330383301
54,7.369872093200684
55,7.291150093078613
56,7.533310413360596
57,7.002813816070557
58,7.269735813140869
59,7.517632961273193
60,7.336427211761475
61,6.927238464355469
62,6.881906986236572
63,6.3658270835876465
64,6.480851173400879
65,6.702634334564209
66,5.932770252227783
67,6.174511432647705
68,6.568530559539795
69,6.429302215576172
70,6.47114372253418
71,6.152052879333496
72,6.251382350921631
73,5.525448799133301
74,5.978448867797852
75,5.536701202392578
76,5.845041751861572
77,5.880658149719238
78,6.5844645500183105
79,5.555257320404053
80,5.945790767669678
81,6.535824775695801
82,6.389581680297852
83,6.173508167266846
84,6.730087757110596
85,6.114825248718262
86,6.026912689208984
87,5.636321544647217
88,5.684563636779785
89,5.197922229766846
90,5.420624732971191
91,5.7328572273254395
92,5.858098983764648
93,5.774497032165527
94,5.659743309020996
95,5.770119667053223
96,5.743474006652832
97,6.443863391876221
98,6.261147499084473
99,6.463737487792969
100,6.282935619354248
101,5.95896577835083
102,5.759047985076904
103,6.074060916900635
104,6.541636943817139
105,6.692586421966553
106,6.583340167999268
107,6.408375263214111
108,6.317908763885498
109,6.879634857177734
110,6.327154636383057
111,5.922891139984131
112,6.46405553817749
113,6.2124481201171875
114,5.911200046539307
115,6.176990032196045
116,6.6524739265441895
117,6.344008445739746
118,6.438155174255371
119,6.370910167694092
120,6.298771858215332
121,7.102891445159912
122,7.233497142791748
123,6.73949670791626
124,6.661651134490967
125,6.66763973236084
126,7.085918426513672
127,7.193185806274414
128,6.998733043670654
129,6.840456485748291
130,7.216680526733398
131,7.7750420570373535
132,7.097328186035156
133,7.174361705780029
134,7.5534467697143555
135,7.301342487335205
136,7.182504653930664
137,6.735891819000244
138,7.199551105499268
139,6.990255355834961
140,6.7321953773498535
141,7.149147033691406
142,6.985432147979736
143,6.813939094543457
144,6.656940460205078
145,6.496878623962402
146,6.8951311111450195
147,6.589856147766113
148,7.189993381500244
149,6.9267144203186035
150,7.360889434814453
151,7.336409091949463
152,7.16984748840332
153,6.651458263397217
154,6.77448034286499
155,6.783008575439453
156,6.382495880126953
157,6.787538051605225
158,6.811119079589844
159,7.322710990905762
160,7.285933494567871
161,6.636641979217529
162,6.516951084136963
163,6.543962001800537
164,6.762609958648682
165,7.026462554931641
166,6.776617527008057
167,6.412112712860107
168,6.614776134490967
169,6.662235736846924
170,6.324535846710205
171,5.602880477905273
172,5.645172119140625
173,6.386916637420654
174,6.22051477432251
175,5.923109531402588
176,5.573817729949951
177,5.887268543243408
178,6.140006065368652
179,6.092137336730957
180,6.329256534576416
181,5.9265570640563965
182,7.05747127532959
183,7.606648921966553
184,7.641036510467529
185,7.753260135650635
186,8.031712532043457
187,8.238003730773926
188,8.450675010681152
189,7.986360549926758
190,7.886149883270264
191,7.76499080657959
192,7.682769775390625
193,7.457300186157227
194,7.90788459777832
195,8.296363830566406
196,7.916226863861084
197,7.9694294929504395
198,7.613302707672119
199,8.487689971923828
200,8.051365852355957
201,8.139411926269531
202,8.352768898010254
203,8.617508888244629
204,7.997199058532715
205,8.45356273651123
206,8.05559253692627
207,7.6238694190979
208,8.271199226379395
209,8.512344360351563
210,8.21369743347168
211,9.060481071472168
212,9.022019386291504
213,8.997953414916992
214,8.884910583496094
215,9.039033889770508
216,8.987213134765625
217,9.082823753356934
218,9.850242614746094
219,9.341850280761719
220,8.840879440307617
221,9.016450881958008
222,8.750755310058594
223,9.818803787231445
224,9.24725341796875
225,9.338616371154785
226,8.946513175964355
227,8.432836532592773
228,7.71938419342041
229,7.632664680480957
230,7.36271333694458
231,8.050947189331055
232,7.768077373504639
233,7.627633094787598
234,7.431811332702637
235,7.241300106048584
236,7.749713897705078
237,8.089981079101563
238,7.43574333190918
239,7.452506065368652
240,7.375417709350586
241,7.671963691711426
242,7.370811462402344
243,7.265974521636963
244,7.08389949798584
245,7.2124409675598145
246,6.5108819007873535
247,7.063570499420166
248,7.410184383392334
249,7.547094345092773
250,7.988344669342041
251,8.127862930297852
252,8.0173978805542
253,7.6312432289123535
254,7.702378749847412
255,7.947643280029297
256,8.103412628173828
257,8.06149673461914
258,8.633842468261719
259,7.885777950286865
260,7.5243706703186035
261,8.526013374328613
262,8.533245086669922
263,7.483500003814697
264,7.56686544418335
265,7.501908302307129
266,7.560426712036133
267,7.986268043518066
268,7.745358943939209
269,7.5254058837890625
270,6.833654880523682
271,7.9988017082214355
272,8.223395347595215
273,8.352855682373047
274,8.50468635559082
275,8.314641952514648
276,7.834280490875244
277,7.653017520904541
278,7.756465435028076
279,7.751034736633301
280,7.43211555480957
281,7.433876037597656
282,7.695959568023682
283,7.024845600128174
284,7.051799297332764
285,7.735785007476807
286,7.883300304412842
287,8.142359733581543
288,7.813307285308838
289,8.0498046875
290,7.725499629974365
291,7.198658466339111
292,7.479873180389404
293,7.301840305328369
294,6.672791957855225
295,7.571152210235596
296,7.729047775268555
297,7.851722240447998
298,7.6116719245910645
299,7.976379871368408
300,7.763983249664307
301,8.541563987731934
302,8.367349624633789
303,8.470823287963867
304,8.438977241516113
305,8.472955703735352
306,8.84688663482666
307,8.961487770080566
308,8.421475410461426
309,8.779024124145508
310,8.776607513427734
311,8.871676445007324
312,8.28891658782959
313,8.937782287597656
314,9.525568962097168
315,9.306120872497559
316,8.822847366333008
317,8.796367645263672
318,9.179510116577148
319,8.642446517944336
320,8.445524215698242
321,8.18024730682373
322,8.40949535369873
323,7.956984996795654
324,7.9078755378723145
325,8.344321250915527
326,8.377812385559082
327,8.8141508102417
328,8.766107559204102
329,8.980234146118164
330,8.90357494354248
331,8.170469284057617
332,7.748480319976807
333,8.279613494873047
334,9.065546989440918
335,8.376033782958984
336,8.705872535705566
337,7.831666946411133
338,8.567276954650879
339,7.981612205505371
340,8.351273536682129
341,8.332683563232422
342,8.205034255981445
343,8.306845664978027
344,8.374672889709473
345,9.260013580322266
346,8.699808120727539
347,8.641434669494629
348,8.070650100708008
349,7.73147439956665
350,8.404142379760742
351,8.875447273254395
