"FRAME","SYSTEM","RADIOG"
1,"RADIUSG",22.0778734427
2,"RADIUSG",22.2630474411728
3,"RADIUSG",21.9336104729233
4,"RADIUSG",22.017247732488
5,"RADIUSG",22.122192233874
6,"RADIUSG",22.1223989899401
7,"RADIUSG",22.1913652044829
8,"RADIUSG",22.0836781635787
9,"RADIUSG",21.9835455307598
10,"RADIUSG",22.0826675285622
11,"RADIUSG",22.1020408108245
12,"RADIUSG",21.8279544050135
13,"RADIUSG",22.1588843908523
14,"RADIUSG",21.6199715123843
15,"RADIUSG",21.5644375425298
16,"RADIUSG",21.3510023528094
17,"RADIUSG",21.5511431532011
18,"RADIUSG",21.5280516505416
19,"RADIUSG",21.4596012777652
20,"RADIUSG",21.4948409289955
21,"RADIUSG",21.4561716436879
22,"RADIUSG",21.5032977936078
23,"RADIUSG",21.4618015089359
24,"RADIUSG",21.8030806557351
25,"RADIUSG",21.9083401864449
26,"RADIUSG",22.0320090347769
27,"RADIUSG",22.0509430127047
28,"RADIUSG",21.9945769612873
29,"RADIUSG",22.3034185548465
30,"RADIUSG",22.3413713231338
31,"RADIUSG",22.5276038680247
32,"RADIUSG",22.7854913015389
33,"RADIUSG",22.6806755900319
34,"RADIUSG",22.7861980499799
35,"RADIUSG",22.7691206222202
36,"RADIUSG",22.5040249532966
37,"RADIUSG",22.305086724226
38,"RADIUSG",22.2918676426346
39,"RADIUSG",22.3346527815475
40,"RADIUSG",22.2608689389888
41,"RADIUSG",22.1051401791936
42,"RADIUSG",22.1236727611363
43,"RADIUSG",21.9428036485213
44,"RADIUSG",21.9564710950287
45,"RADIUSG",21.9161003525127
46,"RADIUSG",21.7818565737061
47,"RADIUSG",21.3827304315861
48,"RADIUSG",21.7520280530855
49,"RADIUSG",21.9203822992192
50,"RADIUSG",21.7226283186278
51,"RADIUSG",21.465229163699
52,"RADIUSG",21.9049300326806
53,"RADIUSG",21.688996061007
54,"RADIUSG",21.4363654321923
55,"RADIUSG",21.8438744180791
56,"RADIUSG",21.573277759273
57,"RADIUSG",21.6734918579293
58,"RADIUSG",21.8267049060209
59,"RADIUSG",21.6215395485434
60,"RADIUSG",21.6940998255923
61,"RADIUSG",21.4845677279215
62,"RADIUSG",21.2828329363912
63,"RADIUSG",21.5903737001804
64,"RADIUSG",21.5748702624842
65,"RADIUSG",21.5079219779395
66,"RADIUSG",21.8864972703679
67,"RADIUSG",22.3511049307842
68,"RADIUSG",22.3036440283475
69,"RADIUSG",22.0418069010692
70,"RADIUSG",21.8552846600883
71,"RADIUSG",21.6308943648257
72,"RADIUSG",22.0910178720426
73,"RADIUSG",22.4215527774937
74,"RADIUSG",22.6072415753602
75,"RADIUSG",23.0225076643453
76,"RADIUSG",22.8435339313665
77,"RADIUSG",23.4459202211174
78,"RADIUSG",23.5162172868997
79,"RADIUSG",23.3971486303638
80,"RADIUSG",23.5612643682012
81,"RADIUSG",23.6934680719769
82,"RADIUSG",23.7789458169093
83,"RADIUSG",23.867333813028
84,"RADIUSG",23.9711496826675
85,"RADIUSG",24.0772505931331
86,"RADIUSG",24.0354080132021
87,"RADIUSG",23.5059572330747
88,"RADIUSG",23.754385608411
89,"RADIUSG",23.431868266568
90,"RADIUSG",23.4498247872211
91,"RADIUSG",23.8240700039933
92,"RADIUSG",24.0770134239167
93,"RADIUSG",24.0457145403225
94,"RADIUSG",23.7783056880323
95,"RADIUSG",23.5608985910191
96,"RADIUSG",23.5700463036691
97,"RADIUSG",24.3363465012234
98,"RADIUSG",24.2958633610787
99,"RADIUSG",24.1543033324667
100,"RADIUSG",24.0745396159749
101,"RADIUSG",23.9132217997994
102,"RADIUSG",23.8163691203748
103,"RADIUSG",24.1950555980261
104,"RADIUSG",24.4538165642873
105,"RADIUSG",24.1980308376088
106,"RADIUSG",23.6662758994852
107,"RADIUSG",23.1681205779611
108,"RADIUSG",23.148400191874
109,"RADIUSG",23.4949770153076
110,"RADIUSG",23.2584349227496
111,"RADIUSG",23.180897108832
112,"RADIUSG",23.006388768162
113,"RADIUSG",22.8380730431409
114,"RADIUSG",22.7399795672159
115,"RADIUSG",22.5948116130051
116,"RADIUSG",22.8373479411814
117,"RADIUSG",22.8689409430352
118,"RADIUSG",22.992360143187
119,"RADIUSG",23.0700788707232
120,"RADIUSG",23.0372394973588
121,"RADIUSG",23.2877328836518
122,"RADIUSG",23.2764886919182
123,"RADIUSG",23.4874372514814
124,"RADIUSG",23.4526283423892
125,"RADIUSG",23.5408367667177
126,"RADIUSG",23.6218143752506
127,"RADIUSG",23.3371168015553
128,"RADIUSG",23.1260658868553
129,"RADIUSG",23.1961483789172
130,"RADIUSG",23.2856687814613
131,"RADIUSG",23.1925625899383
132,"RADIUSG",23.4459897603362
133,"RADIUSG",22.8218341295446
134,"RADIUSG",22.5232893676031
135,"RADIUSG",22.0853288619225
136,"RADIUSG",22.0186004345989
137,"RADIUSG",22.3009754700581
138,"RADIUSG",22.0379566931457
139,"RADIUSG",22.1707332020812
140,"RADIUSG",22.1154233323408
141,"RADIUSG",22.2573073551253
142,"RADIUSG",21.9641378375456
143,"RADIUSG",22.1934864525268
144,"RADIUSG",22.415058776368
145,"RADIUSG",22.4043299599433
146,"RADIUSG",22.3412503788294
147,"RADIUSG",22.4778692062747
148,"RADIUSG",22.3620324135961
149,"RADIUSG",22.3575995125508
150,"RADIUSG",22.2376619691223
151,"RADIUSG",22.2699530140595
152,"RADIUSG",22.0598529801464
153,"RADIUSG",22.1515153196129
154,"RADIUSG",21.7974312554524
155,"RADIUSG",22.1227903264706
156,"RADIUSG",21.9423504838639
157,"RADIUSG",22.2368642856598
158,"RADIUSG",22.5800784888427
159,"RADIUSG",22.7306403118759
160,"RADIUSG",22.5811471260702
161,"RADIUSG",22.1507923322511
162,"RADIUSG",22.2337512682239
163,"RADIUSG",22.9168527646884
164,"RADIUSG",22.8712571790361
165,"RADIUSG",22.3387051205265
166,"RADIUSG",22.5788831773918
167,"RADIUSG",22.7919783796715
168,"RADIUSG",22.362342039521
169,"RADIUSG",22.131639059656
170,"RADIUSG",22.8634333223069
171,"RADIUSG",22.4386741743134
172,"RADIUSG",22.8119806067476
173,"RADIUSG",22.930481142853
174,"RADIUSG",22.9328591957471
175,"RADIUSG",23.1022821636974
176,"RADIUSG",22.9057457934198
177,"RADIUSG",23.0143339893219
178,"RADIUSG",22.8669116750588
179,"RADIUSG",23.1370880420551
180,"RADIUSG",23.2955811029824
181,"RADIUSG",23.0843243843672
182,"RADIUSG",23.0017744279228
183,"RADIUSG",23.0776886563174
184,"RADIUSG",22.5400326494605
185,"RADIUSG",22.4450847230502
186,"RADIUSG",22.4506075339664
187,"RADIUSG",21.9781655304359
