POSE, FRAME, TYPE, RMSD
Alone,666,Protein,12.433326721191406
Alone,667,Protein,12.018770217895508
Alone,668,Protein,12.036662101745605
Alone,669,Protein,12.363682746887207
Alone,670,Protein,12.164944648742676
Alone,671,Protein,12.182890892028809
Alone,672,Protein,12.140817642211914
Alone,673,Protein,12.563116073608398
Alone,674,Protein,12.2092924118042
Alone,675,Protein,12.39309024810791
Alone,676,Protein,12.300636291503906
Alone,677,Protein,11.845840454101563
Alone,678,Protein,11.770195960998535
Alone,679,Protein,11.80579662322998
Alone,680,Protein,11.93717098236084
Alone,681,Protein,12.597896575927734
Alone,682,Protein,12.601341247558594
Alone,683,Protein,12.272964477539063
Alone,684,Protein,12.199831008911133
Alone,685,Protein,12.31348705291748
Alone,686,Protein,12.361064910888672
Alone,687,Protein,12.786996841430664
Alone,688,Protein,13.02407169342041
Alone,689,Protein,13.055780410766602
Alone,690,Protein,12.836400032043457
Alone,691,Protein,12.148448944091797
Alone,692,Protein,12.449172973632813
Alone,693,Protein,12.901542663574219
Alone,694,Protein,12.529128074645996
Alone,695,Protein,12.605608940124512
Alone,696,Protein,13.163969993591309
Alone,697,Protein,12.977231979370117
Alone,698,Protein,13.28626537322998
Alone,699,Protein,13.013816833496094
Alone,700,Protein,13.734138488769531
Alone,701,Protein,13.059638023376465
Alone,702,Protein,12.856561660766602
Alone,703,Protein,12.768044471740723
Alone,704,Protein,12.888494491577148
Alone,705,Protein,12.453761100769043
Alone,706,Protein,12.399876594543457
Alone,707,Protein,12.002786636352539
Alone,708,Protein,12.269401550292969
Alone,709,Protein,12.082048416137695
Alone,710,Protein,11.275270462036133
Alone,711,Protein,11.620382308959961
Alone,712,Protein,11.791893005371094
Alone,713,Protein,12.260146141052246
Alone,714,Protein,11.6614990234375
Alone,715,Protein,11.337836265563965
Alone,716,Protein,11.335856437683105
Alone,717,Protein,11.308247566223145
Alone,718,Protein,11.39193344116211
Alone,719,Protein,11.004401206970215
Alone,720,Protein,10.916370391845703
Alone,721,Protein,11.21136474609375
Alone,722,Protein,10.698264122009277
Alone,723,Protein,10.706482887268066
Alone,724,Protein,10.667088508605957
Alone,725,Protein,11.067090034484863
Alone,726,Protein,11.444334983825684
Alone,727,Protein,11.386418342590332
Alone,728,Protein,11.649237632751465
Alone,729,Protein,11.937589645385742
Alone,730,Protein,12.314597129821777
Alone,731,Protein,11.775787353515625
Alone,732,Protein,11.219091415405273
Alone,733,Protein,11.239113807678223
Alone,734,Protein,11.03783893585205
Alone,735,Protein,11.266156196594238
Alone,736,Protein,11.14848804473877
Alone,737,Protein,11.10525131225586
Alone,738,Protein,11.473413467407227
Alone,739,Protein,11.411669731140137
Alone,740,Protein,10.930401802062988
Alone,741,Protein,11.01164436340332
Alone,742,Protein,11.0045804977417
Alone,743,Protein,10.90809154510498
Alone,744,Protein,10.941603660583496
Alone,745,Protein,10.781339645385742
Alone,746,Protein,10.343542098999023
Alone,747,Protein,10.933269500732422
Alone,748,Protein,10.775568962097168
Alone,749,Protein,10.380711555480957
Alone,750,Protein,10.570401191711426
Alone,751,Protein,10.412535667419434
Alone,752,Protein,10.382657051086426
Alone,753,Protein,10.532770156860352
Alone,754,Protein,10.578350067138672
Alone,755,Protein,10.895272254943848
Alone,756,Protein,10.666224479675293
Alone,757,Protein,10.852590560913086
Alone,758,Protein,10.886940956115723
Alone,759,Protein,10.98149585723877
Alone,760,Protein,10.583971977233887
Alone,761,Protein,10.795171737670898
Alone,762,Protein,11.00446891784668
Alone,763,Protein,10.907548904418945
Alone,764,Protein,11.262423515319824
Alone,765,Protein,11.533611297607422
Alone,766,Protein,11.674511909484863
Alone,767,Protein,11.087239265441895
Alone,768,Protein,11.431987762451172
Alone,769,Protein,11.606813430786133
Alone,770,Protein,11.43799114227295
Alone,771,Protein,11.748658180236816
