Conformation, LigandName, Frame, AD_BindingEnergy,VN_BindingEnergy, Average_Energy
namd-sw22,sw22,frame00371,0.18,0.0,0.09
namd-sw22,sw22,frame00292,-1.42,-1.52648,-1.473
namd-sw22,sw22,frame00306,0.24,0.0,0.12
namd-sw22,sw22,frame01024,0.18,0.0,0.09
namd-sw22,sw22,frame01053,0.19,0.0,0.095
namd-sw22,sw22,frame01129,0.19,0.0,0.095
namd-sw22,sw22,frame00741,0.2,0.0,0.1
namd-sw22,sw22,frame00736,0.83,0.0,0.415
namd-sw22,sw22,frame00005,-2.72,-4.00617,-3.363
namd-sw22,sw22,frame00191,-2.17,-2.69985,-2.435
namd-sw22,sw22,frame00072,0.17,0.0,0.085
namd-sw22,sw22,frame00108,-2.4,-2.67441,-2.537
namd-sw22,sw22,frame01760,-3.66,-3.00627,-3.333
namd-sw22,sw22,frame01683,-4.95,-4.87312,-4.912
namd-sw22,sw22,frame01717,-4.34,-4.84836,-4.594
namd-sw22,sw22,frame00435,0.25,0.0,0.125
namd-sw22,sw22,frame00442,0.18,0.0,0.09
namd-sw22,sw22,frame00818,0.26,0.0,0.13
namd-sw22,sw22,frame00538,-1.99,-3.16838,-2.579
namd-sw22,sw22,frame00962,0.17,0.0,0.085
namd-sw22,sw22,frame00915,0.38,0.0,0.19
namd-sw22,sw22,frame00881,0.87,0.0,0.435
namd-sw22,sw22,frame01350,-1.27,-1.90754,-1.589
namd-sw22,sw22,frame01327,-3.31,-3.26873,-3.289
namd-sw22,sw22,frame00448,0.14,0.0,0.07
namd-sw22,sw22,frame00986,0.27,0.0,0.135
namd-sw22,sw22,frame00812,0.25,0.0,0.125
namd-sw22,sw22,frame00865,0.16,0.0,0.08
namd-sw22,sw22,frame00545,-2.78,-3.27248,-3.026
namd-sw22,sw22,frame00532,-1.26,-2.52839,-1.894
namd-sw22,sw22,frame00968,0.26,0.0,0.13
namd-sw22,sw22,frame01220,-3.21,-3.55956,-3.385
namd-sw22,sw22,frame01257,-4.73,-5.77958,-5.255
namd-sw22,sw22,frame00078,0.18,0.0,0.09
namd-sw22,sw22,frame00175,-4.04,-4.58656,-4.313
namd-sw22,sw22,frame00096,0.87,0.0,0.435
namd-sw22,sw22,frame00102,0.15,0.0,0.075
namd-sw22,sw22,frame01689,-4.6,-4.67657,-4.638
namd-sw22,sw22,frame01610,-4.9,-5.238,-5.069
namd-sw22,sw22,frame01784,-3.76,-4.47916,-4.12
namd-sw22,sw22,frame01667,-5.29,-5.28009,-5.285
namd-sw22,sw22,frame00178,-4.63,-5.0407,-4.835
namd-sw22,sw22,frame00075,0.8,0.0,0.4
namd-sw22,sw22,frame00196,-3.01,-2.79431,-2.902
namd-sw22,sw22,frame00002,-3.06,-4.48048,-3.77
namd-sw22,sw22,frame01789,-3.06,-4.21659,-3.638
namd-sw22,sw22,frame01710,-2.0,-1.6269,-1.813
namd-sw22,sw22,frame01684,-5.76,-5.33293,-5.546
namd-sw22,sw22,frame01767,-3.3,-3.99329,-3.647
namd-sw22,sw22,frame00886,0.15,0.0,0.075
namd-sw22,sw22,frame00548,-3.45,-4.29142,-3.871
namd-sw22,sw22,frame00912,0.22,0.0,0.11
namd-sw22,sw22,frame00965,0.16,0.0,0.08
namd-sw22,sw22,frame00445,0.2,0.0,0.1
namd-sw22,sw22,frame00432,0.19,0.0,0.095
namd-sw22,sw22,frame00868,0.2,0.0,0.1
namd-sw22,sw22,frame01320,-3.19,-3.8855,-3.538
namd-sw22,sw22,frame01357,-2.35,-2.97357,-2.662
namd-sw22,sw22,frame00535,-1.17,-1.73728,-1.454
namd-sw22,sw22,frame00542,-1.79,-2.60998,-2.2
namd-sw22,sw22,frame00918,0.21,0.0,0.105
namd-sw22,sw22,frame00438,0.2,0.0,0.1
namd-sw22,sw22,frame00862,0.25,0.0,0.125
namd-sw22,sw22,frame00815,0.14,0.0,0.07
namd-sw22,sw22,frame00981,0.16,0.0,0.08
namd-sw22,sw22,frame01250,-3.52,-4.4196,-3.97
namd-sw22,sw22,frame01227,-3.64,-4.09024,-3.865
namd-sw22,sw22,frame00105,0.23,-0.02741,0.101
namd-sw22,sw22,frame00091,0.19,0.0,0.095
namd-sw22,sw22,frame00172,-1.89,-2.38607,-2.138
namd-sw22,sw22,frame00008,-2.24,-3.46039,-2.85
namd-sw22,sw22,frame01660,-5.05,-5.03497,-5.042
namd-sw22,sw22,frame01783,-3.18,-4.42918,-3.805
namd-sw22,sw22,frame01617,-3.94,-4.50387,-4.222
namd-sw22,sw22,frame01124,0.21,0.0,0.105
namd-sw22,sw22,frame01153,-0.24,-0.64113,-0.441
namd-sw22,sw22,frame01029,0.88,0.0,0.44
namd-sw22,sw22,frame00641,0.19,0.0,0.095
namd-sw22,sw22,frame00636,0.24,0.0,0.12
namd-sw22,sw22,frame01514,-4.27,-4.8367,-4.553
namd-sw22,sw22,frame01480,-2.18,-3.01366,-2.597
namd-sw22,sw22,frame01939,-5.8,-6.38039,-6.09
namd-sw22,sw22,frame01563,-5.83,-6.02775,-5.929
namd-sw22,sw22,frame01843,-4.37,-5.02428,-4.697
namd-sw22,sw22,frame01419,-3.47,-4.33456,-3.902
namd-sw22,sw22,frame01834,-4.93,-5.75215,-5.341
namd-sw22,sw22,frame00271,-2.83,-3.3045,-3.067
namd-sw22,sw22,frame00392,0.13,0.0,0.065
namd-sw22,sw22,frame00206,-3.56,-3.5866,-3.573
namd-sw22,sw22,frame01933,-5.42,-6.74166,-6.081
namd-sw22,sw22,frame01569,-5.14,-5.45312,-5.297
namd-sw22,sw22,frame01944,-4.98,-5.33538,-5.158
namd-sw22,sw22,frame01464,-3.84,-3.50942,-3.675
namd-sw22,sw22,frame01587,-6.73,-6.27161,-6.501
namd-sw22,sw22,frame01849,-5.24,-5.57615,-5.408
namd-sw22,sw22,frame01413,-4.54,-4.8763,-4.708
namd-sw22,sw22,frame00398,0.17,0.0,0.085
namd-sw22,sw22,frame00301,-1.12,-2.2209,-1.67
namd-sw22,sw22,frame00295,-0.91,-1.77958,-1.345
namd-sw22,sw22,frame00376,0.19,0.0,0.095
namd-sw22,sw22,frame01159,-2.12,-2.70413,-2.412
namd-sw22,sw22,frame01054,0.18,0.0,0.09
namd-sw22,sw22,frame01023,0.14,0.0,0.07
namd-sw22,sw22,frame00731,0.14,0.0,0.07
namd-sw22,sw22,frame00746,0.2,0.0,0.1
namd-sw22,sw22,frame01268,-3.65,-3.60728,-3.629
namd-sw22,sw22,frame01365,-2.3,-2.63887,-2.469
namd-sw22,sw22,frame01312,-2.87,-3.29406,-3.082
namd-sw22,sw22,frame01286,-3.77,-4.02383,-3.897
namd-sw22,sw22,frame00957,0.15,0.0,0.075
namd-sw22,sw22,frame00499,0.18,0.0,0.09
namd-sw22,sw22,frame00920,0.18,0.0,0.09
namd-sw22,sw22,frame00594,0.16,0.0,0.08
namd-sw22,sw22,frame00400,0.15,0.0,0.075
namd-sw22,sw22,frame00477,0.21,0.0,0.105
namd-sw22,sw22,frame01658,-4.64,-4.74031,-4.69
namd-sw22,sw22,frame01755,-2.28,-2.5662,-2.423
namd-sw22,sw22,frame01722,-3.46,-3.94991,-3.705
namd-sw22,sw22,frame00030,-1.76,-1.9198,-1.84
namd-sw22,sw22,frame00047,-2.24,-2.70348,-2.472
namd-sw22,sw22,frame01625,-5.16,-5.13061,-5.145
namd-sw22,sw22,frame01652,-5.73,-4.7815,-5.256
namd-sw22,sw22,frame01728,-4.46,-4.69841,-4.579
namd-sw22,sw22,frame00140,0.87,0.0,0.435
namd-sw22,sw22,frame00137,-4.44,-5.15515,-4.798
namd-sw22,sw22,frame01381,-2.83,-2.35623,-2.593
namd-sw22,sw22,frame01215,-3.31,-4.02615,-3.668
namd-sw22,sw22,frame01262,-3.17,-4.38132,-3.776
namd-sw22,sw22,frame01318,-2.65,-2.85739,-2.754
namd-sw22,sw22,frame00570,0.18,0.0,0.09
namd-sw22,sw22,frame00507,0.26,0.0,0.13
namd-sw22,sw22,frame00493,-3.05,-3.92872,-3.489
namd-sw22,sw22,frame00827,0.81,0.0,0.405
namd-sw22,sw22,frame00850,0.17,0.0,0.085
namd-sw22,sw22,frame00234,-2.65,-3.4398,-3.045
namd-sw22,sw22,frame00243,-2.81,-3.46291,-3.136
namd-sw22,sw22,frame00339,0.13,0.0,0.065
namd-sw22,sw22,frame01551,-6.02,-6.40118,-6.211
namd-sw22,sw22,frame01526,-3.52,-4.4058,-3.963
namd-sw22,sw22,frame01806,-3.99,-4.56831,-4.279
namd-sw22,sw22,frame01871,-4.83,-5.39274,-5.111
namd-sw22,sw22,frame00790,0.14,0.0,0.07
namd-sw22,sw22,frame00604,0.24,0.0,0.12
namd-sw22,sw22,frame00673,-1.83,-2.18702,-2.009
namd-sw22,sw22,frame00709,0.15,0.0,0.075
namd-sw22,sw22,frame01161,-2.98,-3.31745,-3.149
namd-sw22,sw22,frame01116,0.17,0.0,0.085
namd-sw22,sw22,frame01082,0.88,0.0,0.44
namd-sw22,sw22,frame00679,0.15,0.0,0.075
namd-sw22,sw22,frame00774,0.16,0.0,0.08
namd-sw22,sw22,frame00703,0.2,0.0,0.1
namd-sw22,sw22,frame00697,0.2,-0.12787,0.036
namd-sw22,sw22,frame01088,0.25,0.0,0.125
namd-sw22,sw22,frame01185,-2.68,-2.32266,-2.501
namd-sw22,sw22,frame01011,0.23,0.0,0.115
namd-sw22,sw22,frame01066,0.23,0.0,0.115
namd-sw22,sw22,frame00249,-2.53,-3.1173,-2.824
namd-sw22,sw22,frame00344,-0.08,-0.721,-0.4
namd-sw22,sw22,frame00333,0.87,0.0,0.435
namd-sw22,sw22,frame01976,-4.5,-5.67578,-5.088
namd-sw22,sw22,frame01895,-4.64,-6.16399,-5.402
namd-sw22,sw22,frame01901,-5.85,-6.04032,-5.945
namd-sw22,sw22,frame01421,-3.36,-4.00992,-3.685
namd-sw22,sw22,frame01456,-4.91,-4.54792,-4.729
namd-sw22,sw22,frame00116,-4.08,-4.07679,-4.078
namd-sw22,sw22,frame00082,0.17,0.0,0.085
namd-sw22,sw22,frame00161,-3.81,-4.58351,-4.197
namd-sw22,sw22,frame01709,-4.37,-4.42891,-4.399
namd-sw22,sw22,frame01673,-4.57,-5.57635,-5.073
namd-sw22,sw22,frame01790,-3.24,-4.05038,-3.645
namd-sw22,sw22,frame01604,-4.09,-4.78544,-4.438
namd-sw22,sw22,frame00871,0.22,0.0,0.11
namd-sw22,sw22,frame00806,0.86,0.0,0.43
namd-sw22,sw22,frame00992,0.23,0.0,0.115
namd-sw22,sw22,frame00526,-4.14,-4.07565,-4.108
namd-sw22,sw22,frame00551,-3.16,-3.47178,-3.316
namd-sw22,sw22,frame01339,-5.65,-5.2433,-5.447
namd-sw22,sw22,frame01243,-1.4,-2.15906,-1.78
namd-sw22,sw22,frame01234,-4.43,-5.04983,-4.74
namd-sw22,sw22,frame00998,0.9,0.0,0.45
namd-sw22,sw22,frame00456,0.31,0.0,0.155
namd-sw22,sw22,frame00421,0.2,0.0,0.1
namd-sw22,sw22,frame00895,0.2,0.0,0.1
namd-sw22,sw22,frame00901,0.22,0.0,0.11
namd-sw22,sw22,frame00976,0.23,0.0,0.115
namd-sw22,sw22,frame01333,-4.24,-4.10044,-4.17
namd-sw22,sw22,frame01344,-2.32,-2.34619,-2.333
namd-sw22,sw22,frame01249,-3.27,-4.34105,-3.806
namd-sw22,sw22,frame00066,0.92,-0.02082,0.45
namd-sw22,sw22,frame00185,0.24,-0.2439,-0.002
namd-sw22,sw22,frame00011,-2.79,-4.22603,-3.508
namd-sw22,sw22,frame00088,0.18,0.0,0.09
namd-sw22,sw22,frame01703,-2.69,-3.4605,-3.075
namd-sw22,sw22,frame01697,-2.24,-2.64996,-2.445
namd-sw22,sw22,frame01774,-4.08,-4.14031,-4.11
namd-sw22,sw22,frame01679,-6.05,-6.1494,-6.1
namd-sw22,sw22,frame01047,0.65,0.0,0.325
namd-sw22,sw22,frame01030,0.87,0.0,0.435
namd-sw22,sw22,frame00722,0.14,0.0,0.07
namd-sw22,sw22,frame00755,0.18,0.0,0.09
namd-sw22,sw22,frame00658,0.2,0.0,0.1
namd-sw22,sw22,frame01477,-3.88,-3.98134,-3.931
namd-sw22,sw22,frame01594,-4.43,-5.38018,-4.905
namd-sw22,sw22,frame01400,-1.8,-2.85416,-2.327
namd-sw22,sw22,frame01920,-5.53,-6.49538,-6.013
namd-sw22,sw22,frame01499,-3.77,-4.97808,-4.374
namd-sw22,sw22,frame01957,-5.26,-6.14821,-5.704
namd-sw22,sw22,frame00312,0.24,0.0,0.12
namd-sw22,sw22,frame00286,-1.97,-2.32838,-2.149
namd-sw22,sw22,frame00365,-2.64,-3.38596,-3.013
namd-sw22,sw22,frame00268,-1.22,-2.72261,-1.971
namd-sw22,sw22,frame01850,-4.9,-5.15832,-5.029
namd-sw22,sw22,frame01827,-5.19,-5.33258,-5.261
namd-sw22,sw22,frame01507,-4.15,-3.56944,-3.86
namd-sw22,sw22,frame01493,-3.58,-3.47713,-3.529
namd-sw22,sw22,frame01570,-5.96,-5.65026,-5.805
namd-sw22,sw22,frame00318,-1.48,-2.00026,-1.74
namd-sw22,sw22,frame00262,-2.52,-2.46096,-2.49
namd-sw22,sw22,frame00381,-2.93,-3.18316,-3.057
namd-sw22,sw22,frame00215,-4.18,-5.1462,-4.663
namd-sw22,sw22,frame01137,0.25,0.0,0.125
namd-sw22,sw22,frame01140,0.25,0.0,0.125
namd-sw22,sw22,frame00728,0.19,0.0,0.095
namd-sw22,sw22,frame00652,0.18,0.0,0.09
namd-sw22,sw22,frame00625,0.16,0.0,0.08
namd-sw22,sw22,frame01392,0.18,-0.5695,-0.195
namd-sw22,sw22,frame01206,-1.04,-1.32522,-1.183
namd-sw22,sw22,frame01271,-2.68,-3.69107,-3.186
namd-sw22,sw22,frame00834,0.92,0.0,0.46
namd-sw22,sw22,frame00843,0.14,0.0,0.07
namd-sw22,sw22,frame00419,0.22,0.0,0.11
namd-sw22,sw22,frame00939,0.9,0.0,0.45
namd-sw22,sw22,frame00563,0.18,0.0,0.09
namd-sw22,sw22,frame00514,-5.59,-5.07279,-5.331
namd-sw22,sw22,frame00480,0.82,0.0,0.41
namd-sw22,sw22,frame01636,-4.28,-4.61203,-4.446
namd-sw22,sw22,frame01641,-3.65,-4.52135,-4.086
namd-sw22,sw22,frame00029,-2.2,-1.60069,-1.9
namd-sw22,sw22,frame00153,-4.95,-5.31206,-5.131
namd-sw22,sw22,frame00124,-3.39,-4.05903,-3.725
namd-sw22,sw22,frame01746,-2.97,-3.67797,-3.324
namd-sw22,sw22,frame01731,-4.16,-3.94844,-4.054
namd-sw22,sw22,frame00023,-0.66,-1.31143,-0.986
namd-sw22,sw22,frame00054,-3.39,-2.58819,-2.989
namd-sw22,sw22,frame00159,-4.16,-4.80153,-4.481
namd-sw22,sw22,frame01376,-2.4,-1.54597,-1.973
namd-sw22,sw22,frame01301,-4.11,-4.28206,-4.196
namd-sw22,sw22,frame01295,-3.51,-3.51044,-3.51
namd-sw22,sw22,frame01398,-1.62,-2.21453,-1.917
namd-sw22,sw22,frame00849,0.21,0.0,0.105
namd-sw22,sw22,frame00587,0.16,0.0,0.08
namd-sw22,sw22,frame00413,0.17,0.0,0.085
namd-sw22,sw22,frame00464,0.19,0.0,0.095
namd-sw22,sw22,frame00944,0.44,0.0,0.22
namd-sw22,sw22,frame00933,0.2,0.0,0.1
namd-sw22,sw22,frame00569,0.17,0.0,0.085
namd-sw22,sw22,frame00357,0.16,0.0,0.08
namd-sw22,sw22,frame00320,-1.26,-1.84351,-1.552
namd-sw22,sw22,frame01432,-2.47,-3.16024,-2.815
namd-sw22,sw22,frame01868,-3.8,-4.27574,-4.038
namd-sw22,sw22,frame01445,-3.15,-3.54036,-3.345
namd-sw22,sw22,frame01965,-4.88,-6.02246,-5.451
namd-sw22,sw22,frame01548,-6.4,-5.28943,-5.845
namd-sw22,sw22,frame01886,-6.62,-6.33816,-6.479
namd-sw22,sw22,frame01912,-4.41,-6.2778,-5.344
namd-sw22,sw22,frame00767,0.21,0.0,0.105
namd-sw22,sw22,frame00710,0.13,0.0,0.065
namd-sw22,sw22,frame00684,-1.46,-1.69767,-1.579
namd-sw22,sw22,frame00789,0.25,0.0,0.125
namd-sw22,sw22,frame01196,-3.89,-3.8715,-3.881
namd-sw22,sw22,frame01002,0.17,0.0,0.085
namd-sw22,sw22,frame01075,0.22,0.0,0.11
namd-sw22,sw22,frame01178,-2.45,-2.33577,-2.393
namd-sw22,sw22,frame00783,0.18,0.0,0.09
namd-sw22,sw22,frame00617,0.23,0.0,0.115
namd-sw22,sw22,frame00660,0.2,0.0,0.1
namd-sw22,sw22,frame01008,0.86,0.0,0.43
namd-sw22,sw22,frame01172,-0.52,-1.21738,-0.869
namd-sw22,sw22,frame01105,0.21,0.0,0.105
namd-sw22,sw22,frame01091,0.2,0.0,0.1
namd-sw22,sw22,frame00227,-4.62,-4.94905,-4.785
namd-sw22,sw22,frame00250,-3.03,-3.00892,-3.019
namd-sw22,sw22,frame01815,-3.87,-4.92339,-4.397
namd-sw22,sw22,frame01438,-2.75,-3.45242,-3.101
namd-sw22,sw22,frame01862,-4.8,-5.20324,-5.002
namd-sw22,sw22,frame01542,-5.22,-5.97165,-5.596
namd-sw22,sw22,frame01918,-5.52,-6.63288,-6.076
namd-sw22,sw22,frame01535,-4.27,-3.84017,-4.055
namd-sw22,sw22,frame00940,0.81,0.0,0.405
namd-sw22,sw22,frame00937,0.14,0.0,0.07
namd-sw22,sw22,frame00417,0.26,0.0,0.13
namd-sw22,sw22,frame00583,0.21,0.0,0.105
namd-sw22,sw22,frame00460,0.15,0.0,0.075
namd-sw22,sw22,frame01208,-2.2,-2.48692,-2.343
namd-sw22,sw22,frame01372,-1.76,-2.48553,-2.123
namd-sw22,sw22,frame01291,-4.36,-3.5306,-3.945
namd-sw22,sw22,frame01305,-3.46,-4.13616,-3.798
namd-sw22,sw22,frame00027,-2.26,-1.72486,-1.992
namd-sw22,sw22,frame00050,-3.74,-3.73936,-3.74
namd-sw22,sw22,frame01638,-5.35,-5.00536,-5.178
namd-sw22,sw22,frame01742,-3.65,-3.58184,-3.616
namd-sw22,sw22,frame01735,-4.49,-3.97616,-4.233
namd-sw22,sw22,frame00157,0.61,0.0,0.305
namd-sw22,sw22,frame00120,-4.65,-4.46823,-4.559
namd-sw22,sw22,frame01632,-5.41,-4.88398,-5.147
namd-sw22,sw22,frame01645,-4.72,-4.99725,-4.859
namd-sw22,sw22,frame01748,-2.28,-2.9067,-2.593
namd-sw22,sw22,frame00567,0.21,0.0,0.105
namd-sw22,sw22,frame00484,0.2,0.0,0.1
namd-sw22,sw22,frame00510,-2.33,-3.391,-2.861
namd-sw22,sw22,frame00830,0.21,0.0,0.105
namd-sw22,sw22,frame00847,0.21,0.0,0.105
namd-sw22,sw22,frame00589,0.22,0.0,0.11
namd-sw22,sw22,frame01202,-3.12,-3.81087,-3.465
namd-sw22,sw22,frame01396,0.19,-0.02167,0.084
namd-sw22,sw22,frame01275,-1.83,-2.78277,-2.306
namd-sw22,sw22,frame01378,-1.94,-2.69285,-2.316
namd-sw22,sw22,frame01546,-7.22,-5.22542,-6.223
namd-sw22,sw22,frame01888,-4.47,-5.36051,-4.915
namd-sw22,sw22,frame01531,-5.08,-4.81648,-4.948
namd-sw22,sw22,frame01811,-4.34,-4.99463,-4.667
namd-sw22,sw22,frame01866,-3.55,-4.30033,-3.925
namd-sw22,sw22,frame00223,-4.5,-4.55013,-4.525
namd-sw22,sw22,frame00254,-2.11,-2.5967,-2.353
namd-sw22,sw22,frame00359,0.11,-0.08759,0.011
namd-sw22,sw22,frame01176,-3.43,-3.16451,-3.297
namd-sw22,sw22,frame01095,0.17,0.0,0.085
namd-sw22,sw22,frame01101,0.11,0.0,0.055
namd-sw22,sw22,frame01198,-2.81,-3.21759,-3.014
namd-sw22,sw22,frame00613,0.16,0.0,0.08
namd-sw22,sw22,frame00787,0.2,0.0,0.1
namd-sw22,sw22,frame00664,0.15,0.0,0.075
namd-sw22,sw22,frame00769,0.85,0.0,0.425
namd-sw22,sw22,frame01006,0.84,0.0,0.42
namd-sw22,sw22,frame01192,-3.82,-3.3662,-3.593
namd-sw22,sw22,frame01071,0.88,0.0,0.44
namd-sw22,sw22,frame00619,0.21,0.0,0.105
namd-sw22,sw22,frame00763,0.19,0.0,0.095
namd-sw22,sw22,frame00680,0.19,0.0,0.095
namd-sw22,sw22,frame00714,0.25,0.0,0.125
namd-sw22,sw22,frame01961,-4.1,-5.28532,-4.693
namd-sw22,sw22,frame01916,-6.23,-6.5491,-6.39
namd-sw22,sw22,frame01882,-5.52,-6.87393,-6.197
namd-sw22,sw22,frame01436,-2.46,-3.13213,-2.796
namd-sw22,sw22,frame01441,-2.55,-3.39869,-2.974
namd-sw22,sw22,frame00229,-2.57,-3.54299,-3.056
namd-sw22,sw22,frame00353,0.07,-0.57981,-0.255
namd-sw22,sw22,frame00324,-0.31,-0.85875,-0.584
namd-sw22,sw22,frame01693,-2.46,-3.3781,-2.919
namd-sw22,sw22,frame01707,-2.85,-3.10739,-2.979
namd-sw22,sw22,frame01770,-4.21,-4.6338,-4.422
namd-sw22,sw22,frame00118,-4.68,-5.12912,-4.905
namd-sw22,sw22,frame00062,0.13,0.0,0.065
namd-sw22,sw22,frame00015,-1.72,-2.69861,-2.209
namd-sw22,sw22,frame00181,-3.52,-4.2869,-3.903
namd-sw22,sw22,frame01337,-4.48,-4.4858,-4.483
namd-sw22,sw22,frame01340,-4.14,-4.39243,-4.266
namd-sw22,sw22,frame00905,0.2,0.0,0.1
namd-sw22,sw22,frame00891,0.22,0.0,0.11
namd-sw22,sw22,frame00528,-2.71,-3.70268,-3.206
namd-sw22,sw22,frame00972,0.16,0.0,0.08
namd-sw22,sw22,frame00452,0.17,0.0,0.085
namd-sw22,sw22,frame00808,0.22,0.0,0.11
namd-sw22,sw22,frame00425,0.22,0.0,0.11
namd-sw22,sw22,frame01247,-2.66,-3.91541,-3.288
namd-sw22,sw22,frame01230,-3.17,-3.69105,-3.431
namd-sw22,sw22,frame00522,-4.02,-4.68424,-4.352
namd-sw22,sw22,frame00978,0.18,0.0,0.09
namd-sw22,sw22,frame00555,0.91,0.0,0.455
namd-sw22,sw22,frame00875,0.18,0.0,0.09
namd-sw22,sw22,frame00996,0.19,0.0,0.095
namd-sw22,sw22,frame00458,0.23,0.0,0.115
namd-sw22,sw22,frame00802,0.22,0.0,0.11
namd-sw22,sw22,frame01677,-5.47,-5.2845,-5.377
namd-sw22,sw22,frame01600,-3.84,-4.26313,-4.052
namd-sw22,sw22,frame01794,-3.54,-4.02234,-3.781
namd-sw22,sw22,frame01699,-2.27,-2.57359,-2.422
namd-sw22,sw22,frame00086,0.17,0.0,0.085
namd-sw22,sw22,frame00112,-5.63,-5.48209,-5.556
namd-sw22,sw22,frame00165,-4.92,-4.76761,-4.844
namd-sw22,sw22,frame00068,0.17,-0.01139,0.079
namd-sw22,sw22,frame00656,0.22,0.0,0.11
namd-sw22,sw22,frame00621,0.21,0.0,0.105
namd-sw22,sw22,frame01133,0.18,0.0,0.09
namd-sw22,sw22,frame01144,0.83,-0.00721,0.411
namd-sw22,sw22,frame01049,0.18,0.0,0.09
namd-sw22,sw22,frame00266,-2.82,-3.38134,-3.101
namd-sw22,sw22,frame00211,-1.73,-2.50236,-2.116
namd-sw22,sw22,frame00385,-4.89,-4.04188,-4.466
namd-sw22,sw22,frame00288,-2.59,-2.83213,-2.711
namd-sw22,sw22,frame01497,-3.98,-4.08758,-4.034
namd-sw22,sw22,frame01959,-4.88,-5.72451,-5.302
namd-sw22,sw22,frame01503,-5.32,-4.3563,-4.838
namd-sw22,sw22,frame01574,-6.02,-6.16055,-6.09
namd-sw22,sw22,frame01854,-4.39,-5.62238,-5.006
namd-sw22,sw22,frame01823,-4.53,-5.31133,-4.921
namd-sw22,sw22,frame01479,-3.49,-3.90522,-3.698
namd-sw22,sw22,frame00282,-3.35,-3.57832,-3.464
namd-sw22,sw22,frame00316,-0.09,-1.06917,-0.58
namd-sw22,sw22,frame00361,-1.3,-2.13501,-1.718
namd-sw22,sw22,frame01924,-4.87,-5.85759,-5.364
namd-sw22,sw22,frame01953,-5.58,-6.21454,-5.897
namd-sw22,sw22,frame01509,-4.65,-4.51682,-4.583
namd-sw22,sw22,frame01829,-3.97,-4.72643,-4.348
namd-sw22,sw22,frame01473,-2.84,-3.448,-3.144
namd-sw22,sw22,frame01404,-1.36,-2.62864,-1.994
namd-sw22,sw22,frame01590,-5.96,-6.38961,-6.175
namd-sw22,sw22,frame00726,0.18,0.0,0.09
namd-sw22,sw22,frame00751,0.83,0.0,0.415
namd-sw22,sw22,frame01139,0.16,0.0,0.08
namd-sw22,sw22,frame01043,0.15,0.0,0.075
namd-sw22,sw22,frame01034,0.81,0.0,0.405
namd-sw22,sw22,frame00823,0.91,0.0,0.455
namd-sw22,sw22,frame00479,0.86,0.0,0.43
namd-sw22,sw22,frame00854,0.22,0.0,0.11
namd-sw22,sw22,frame00574,0.25,0.0,0.125
namd-sw22,sw22,frame00959,0.16,0.0,0.08
namd-sw22,sw22,frame00497,0.18,0.0,0.09
namd-sw22,sw22,frame00503,0.18,0.0,0.09
namd-sw22,sw22,frame01288,-5.27,-4.73585,-5.003
namd-sw22,sw22,frame01211,-2.21,-3.0031,-2.607
namd-sw22,sw22,frame01385,0.13,0.0,0.065
namd-sw22,sw22,frame01266,-2.09,-3.30739,-2.699
namd-sw22,sw22,frame00049,-4.23,-3.90666,-4.068
namd-sw22,sw22,frame00144,0.88,0.0,0.44
namd-sw22,sw22,frame00133,-5.06,-5.23745,-5.149
namd-sw22,sw22,frame01621,-4.49,-4.22061,-4.355
namd-sw22,sw22,frame01656,-4.52,-4.79103,-4.656
namd-sw22,sw22,frame00034,-4.0,-3.68721,-3.844
namd-sw22,sw22,frame00043,-5.02,-4.77486,-4.897
namd-sw22,sw22,frame00139,-4.4,-5.21689,-4.808
namd-sw22,sw22,frame01751,-3.06,-2.93397,-2.997
namd-sw22,sw22,frame01726,-3.01,-3.24389,-3.127
namd-sw22,sw22,frame00404,0.22,0.0,0.11
namd-sw22,sw22,frame00590,0.19,0.0,0.095
namd-sw22,sw22,frame00829,0.2,0.0,0.1
namd-sw22,sw22,frame00473,-1.42,-1.92338,-1.672
namd-sw22,sw22,frame00953,0.14,0.0,0.07
namd-sw22,sw22,frame00509,-3.63,-4.08443,-3.857
namd-sw22,sw22,frame00924,0.26,0.0,0.13
namd-sw22,sw22,frame01361,-1.06,-1.75329,-1.407
namd-sw22,sw22,frame01282,-2.21,-2.76058,-2.485
namd-sw22,sw22,frame01316,-2.6,-3.02158,-2.811
namd-sw22,sw22,frame01425,-2.88,-3.85535,-3.368
namd-sw22,sw22,frame01452,-3.97,-4.33697,-4.153
namd-sw22,sw22,frame01808,-3.27,-4.38734,-3.829
namd-sw22,sw22,frame01528,-4.8,-4.05307,-4.427
namd-sw22,sw22,frame01972,-4.54,-4.27102,-4.406
namd-sw22,sw22,frame01905,-5.12,-6.02278,-5.571
namd-sw22,sw22,frame01891,-4.55,-4.98788,-4.769
namd-sw22,sw22,frame00340,0.33,0.0,0.165
namd-sw22,sw22,frame00337,0.15,0.0,0.075
namd-sw22,sw22,frame01015,0.15,0.0,0.075
namd-sw22,sw22,frame01181,-4.03,-3.72748,-3.879
namd-sw22,sw22,frame01062,0.09,0.0,0.045
namd-sw22,sw22,frame01118,0.13,0.0,0.065
namd-sw22,sw22,frame00770,0.86,0.0,0.43
namd-sw22,sw22,frame00693,0.22,-0.30014,-0.04
namd-sw22,sw22,frame00707,0.16,0.0,0.08
