Conformation, LigandName, Frame, AD_BindingEnergy,VN_BindingEnergy, Average_Energy
namd-sw06,sw06,frame01051,-4.16,-4.30185,-4.231
namd-sw06,sw06,frame00743,-5.62,-6.43583,-6.028
namd-sw06,sw06,frame00734,-5.61,-6.21676,-5.913
namd-sw06,sw06,frame00639,-4.18,-5.58256,-4.881
namd-sw06,sw06,frame01156,-4.14,-4.69585,-4.418
namd-sw06,sw06,frame01121,-2.51,-4.32318,-3.417
namd-sw06,sw06,frame00749,-5.01,-5.45997,-5.235
namd-sw06,sw06,frame00633,-3.08,-4.19021,-3.635
namd-sw06,sw06,frame00644,-4.53,-6.11301,-5.322
namd-sw06,sw06,frame01831,-4.22,-4.84802,-4.534
namd-sw06,sw06,frame01588,-2.79,-3.78479,-3.287
namd-sw06,sw06,frame01846,-3.54,-4.29112,-3.916
namd-sw06,sw06,frame01566,-3.11,-4.50895,-3.809
namd-sw06,sw06,frame01485,-4.12,-5.19871,-4.659
namd-sw06,sw06,frame01511,-3.96,-4.80275,-4.381
namd-sw06,sw06,frame00379,-4.56,-5.84235,-5.201
namd-sw06,sw06,frame00203,-5.06,-5.88877,-5.474
namd-sw06,sw06,frame00397,-5.22,-5.93777,-5.579
namd-sw06,sw06,frame00274,-4.6,-6.09768,-5.349
namd-sw06,sw06,frame00984,-2.09,-3.05826,-2.574
namd-sw06,sw06,frame00810,0.15,0.0,0.075
namd-sw06,sw06,frame00867,-4.14,-5.49758,-4.819
namd-sw06,sw06,frame00889,-4.96,-6.9963,-5.978
namd-sw06,sw06,frame00547,-5.88,-7.26408,-6.572
namd-sw06,sw06,frame00530,-5.28,-7.10478,-6.192
namd-sw06,sw06,frame01358,-3.04,-4.23954,-3.64
namd-sw06,sw06,frame01222,-3.16,-4.488,-3.824
namd-sw06,sw06,frame01255,-3.27,-4.73281,-4.001
namd-sw06,sw06,frame00199,-4.88,-6.48678,-5.683
namd-sw06,sw06,frame00177,-5.13,-5.92592,-5.528
namd-sw06,sw06,frame00094,-5.24,-6.46651,-5.853
namd-sw06,sw06,frame00100,-4.5,-5.59568,-5.048
namd-sw06,sw06,frame01768,-3.55,-4.71742,-4.134
namd-sw06,sw06,frame01612,-1.95,-3.04062,-2.495
namd-sw06,sw06,frame01786,-3.0,-5.00158,-4.001
namd-sw06,sw06,frame01665,-3.79,-5.16733,-4.479
namd-sw06,sw06,frame00007,-5.67,-6.79506,-6.233
namd-sw06,sw06,frame00193,-5.71,-7.01087,-6.36
namd-sw06,sw06,frame00070,-4.15,-5.5611,-4.856
namd-sw06,sw06,frame01762,-3.82,-5.01532,-4.418
namd-sw06,sw06,frame01681,-2.64,-3.87646,-3.258
namd-sw06,sw06,frame01715,-1.8,-3.05608,-2.428
namd-sw06,sw06,frame01618,-1.76,-3.45979,-2.61
namd-sw06,sw06,frame00437,-5.59,-5.87434,-5.732
namd-sw06,sw06,frame00440,-5.11,-6.13727,-5.624
namd-sw06,sw06,frame00960,-5.04,-5.88681,-5.463
namd-sw06,sw06,frame00917,-4.79,-5.75831,-5.274
namd-sw06,sw06,frame00883,-3.5,-3.92419,-3.712
namd-sw06,sw06,frame01352,-4.25,-4.85992,-4.555
namd-sw06,sw06,frame01325,-3.5,-4.38064,-3.94
namd-sw06,sw06,frame01228,-3.2,-3.59758,-3.399
namd-sw06,sw06,frame00665,-5.42,-6.43094,-5.925
namd-sw06,sw06,frame00612,-4.48,-5.74741,-5.114
namd-sw06,sw06,frame00786,-4.75,-5.32968,-5.04
namd-sw06,sw06,frame00768,-5.24,-6.11258,-5.676
namd-sw06,sw06,frame01094,-3.66,-4.25218,-3.956
namd-sw06,sw06,frame01100,-3.84,-4.27973,-4.06
namd-sw06,sw06,frame01177,-0.28,-3.46982,-1.875
namd-sw06,sw06,frame01199,-2.91,-3.72535,-3.318
namd-sw06,sw06,frame00255,-4.74,-6.27748,-5.509
namd-sw06,sw06,frame00222,-5.11,-6.45296,-5.781
namd-sw06,sw06,frame00358,-4.26,-5.45745,-4.859
namd-sw06,sw06,frame01530,-2.6,-3.24388,-2.922
namd-sw06,sw06,frame01547,-3.01,-4.23399,-3.622
namd-sw06,sw06,frame01889,-3.76,-4.7869,-4.273
namd-sw06,sw06,frame01867,-3.52,-4.80888,-4.164
namd-sw06,sw06,frame01984,-4.51,-4.7665,-4.638
namd-sw06,sw06,frame01810,-3.86,-3.89572,-3.878
namd-sw06,sw06,frame00228,-5.01,-5.45981,-5.235
namd-sw06,sw06,frame00325,-4.9,-6.26089,-5.58
namd-sw06,sw06,frame00352,-4.93,-6.00749,-5.469
namd-sw06,sw06,frame01917,-4.21,-4.92445,-4.567
namd-sw06,sw06,frame01883,-5.12,-5.53946,-5.33
namd-sw06,sw06,frame01960,-3.64,-4.71733,-4.179
namd-sw06,sw06,frame01440,-3.67,-3.85297,-3.761
namd-sw06,sw06,frame01437,-3.23,-4.56555,-3.898
namd-sw06,sw06,frame00618,-5.3,-6.448,-5.874
namd-sw06,sw06,frame00681,-5.65,-6.78621,-6.218
namd-sw06,sw06,frame00715,-7.3,-7.09468,-7.197
namd-sw06,sw06,frame00762,-4.38,-5.59755,-4.989
namd-sw06,sw06,frame01070,-2.31,-4.54684,-3.428
namd-sw06,sw06,frame01007,-1.73,-2.42948,-2.08
namd-sw06,sw06,frame01193,-3.52,-4.20747,-3.864
namd-sw06,sw06,frame01639,-4.21,-5.05471,-4.632
namd-sw06,sw06,frame01734,-1.39,-2.6773,-2.034
namd-sw06,sw06,frame01743,-4.0,-5.44904,-4.725
namd-sw06,sw06,frame00051,-4.33,-5.97875,-5.154
namd-sw06,sw06,frame00026,-4.23,-4.65077,-4.44
namd-sw06,sw06,frame01209,-3.26,-4.26843,-3.764
namd-sw06,sw06,frame01290,-3.98,-4.45182,-4.216
namd-sw06,sw06,frame01304,-4.05,-4.38994,-4.22
namd-sw06,sw06,frame01373,-3.28,-4.70306,-3.992
namd-sw06,sw06,frame00936,-4.75,-5.80454,-5.277
namd-sw06,sw06,frame00941,-4.48,-5.61709,-5.049
namd-sw06,sw06,frame00461,-4.26,-5.21343,-4.737
namd-sw06,sw06,frame00416,-5.32,-6.63692,-5.978
namd-sw06,sw06,frame00582,-5.39,-6.00892,-5.699
namd-sw06,sw06,frame01274,-3.27,-4.7838,-4.027
namd-sw06,sw06,frame01203,-3.08,-3.17407,-3.127
namd-sw06,sw06,frame01397,-3.61,-4.46835,-4.039
namd-sw06,sw06,frame01379,-2.54,-3.61632,-3.078
namd-sw06,sw06,frame00485,-4.01,-5.06052,-4.535
namd-sw06,sw06,frame00511,-6.04,-5.46478,-5.752
namd-sw06,sw06,frame00566,-5.43,-6.70804,-6.069
namd-sw06,sw06,frame00846,-4.78,-5.41076,-5.095
namd-sw06,sw06,frame00588,-4.13,-5.67274,-4.901
namd-sw06,sw06,frame00831,-4.74,-5.56361,-5.152
namd-sw06,sw06,frame01644,-3.61,-4.53429,-4.072
namd-sw06,sw06,frame01633,-4.79,-5.71651,-5.253
namd-sw06,sw06,frame01749,-3.57,-4.35352,-3.962
namd-sw06,sw06,frame00121,-4.63,-6.09877,-5.364
namd-sw06,sw06,frame00156,-4.44,-5.72393,-5.082
namd-sw06,sw06,frame01575,-3.26,-4.30831,-3.784
namd-sw06,sw06,frame01496,-3.94,-4.81341,-4.377
namd-sw06,sw06,frame01958,-3.57,-4.50784,-4.039
namd-sw06,sw06,frame01502,-4.23,-4.56512,-4.398
namd-sw06,sw06,frame01822,-3.18,-4.09486,-3.637
namd-sw06,sw06,frame01478,-5.18,-4.88656,-5.033
namd-sw06,sw06,frame01855,-3.7,-4.58613,-4.143
namd-sw06,sw06,frame00210,-5.12,-6.3314,-5.726
namd-sw06,sw06,frame00384,-4.33,-5.24855,-4.789
namd-sw06,sw06,frame00267,-5.58,-6.70569,-6.143
namd-sw06,sw06,frame00289,-4.03,-5.37529,-4.703
namd-sw06,sw06,frame01145,-4.7,-4.97066,-4.835
namd-sw06,sw06,frame01132,-1.8,-3.40316,-2.602
namd-sw06,sw06,frame01048,-4.03,-4.83153,-4.431
namd-sw06,sw06,frame00620,-5.23,-6.17333,-5.702
namd-sw06,sw06,frame00657,-5.45,-6.31529,-5.883
namd-sw06,sw06,frame01138,-3.74,-5.01022,-4.375
namd-sw06,sw06,frame01035,-5.08,-4.62643,-4.853
namd-sw06,sw06,frame01042,-4.41,-4.87646,-4.643
namd-sw06,sw06,frame00750,-5.84,-6.41441,-6.127
namd-sw06,sw06,frame00727,-5.0,-5.97291,-5.486
namd-sw06,sw06,frame01952,-4.03,-5.20414,-4.617
namd-sw06,sw06,frame01508,-4.04,-4.49668,-4.268
namd-sw06,sw06,frame01925,-2.26,-3.61999,-2.94
namd-sw06,sw06,frame01405,-4.04,-4.64126,-4.341
namd-sw06,sw06,frame01591,-3.09,-4.7088,-3.899
namd-sw06,sw06,frame01828,-3.24,-3.999,-3.62
namd-sw06,sw06,frame01472,-4.16,-4.82905,-4.495
namd-sw06,sw06,frame00360,-4.91,-5.98499,-5.447
namd-sw06,sw06,frame00283,-5.3,-6.04436,-5.672
namd-sw06,sw06,frame00317,0.2,0.0,0.1
namd-sw06,sw06,frame00529,-4.88,-5.43978,-5.16
namd-sw06,sw06,frame00973,-1.63,-2.75441,-2.192
namd-sw06,sw06,frame00904,-4.39,-5.6692,-5.03
namd-sw06,sw06,frame00890,-5.15,-6.13426,-5.642
namd-sw06,sw06,frame00424,-4.5,-5.97277,-5.236
namd-sw06,sw06,frame00453,-4.46,-5.79297,-5.126
namd-sw06,sw06,frame00809,0.16,0.0,0.08
namd-sw06,sw06,frame01341,-4.41,-4.93933,-4.675
namd-sw06,sw06,frame01336,-2.57,-3.67954,-3.125
namd-sw06,sw06,frame00119,-5.49,-6.22475,-5.857
namd-sw06,sw06,frame00014,-5.38,-6.5008,-5.94
namd-sw06,sw06,frame00180,-5.52,-6.01145,-5.766
namd-sw06,sw06,frame00063,-4.44,-5.71373,-5.077
namd-sw06,sw06,frame01771,-3.06,-4.50715,-3.784
namd-sw06,sw06,frame01692,-2.45,-3.42631,-2.938
namd-sw06,sw06,frame01706,-2.49,-3.57301,-3.032
namd-sw06,sw06,frame00164,-6.11,-6.67122,-6.391
namd-sw06,sw06,frame00087,-4.91,-6.53337,-5.722
namd-sw06,sw06,frame00113,-4.61,-5.40288,-5.006
namd-sw06,sw06,frame00069,-4.98,-4.9936,-4.987
namd-sw06,sw06,frame01601,-2.34,-3.81352,-3.077
namd-sw06,sw06,frame01795,-2.41,-3.94093,-3.175
namd-sw06,sw06,frame01676,-4.42,-5.24002,-4.83
namd-sw06,sw06,frame01698,-1.83,-3.38114,-2.606
namd-sw06,sw06,frame00554,-4.82,-6.04193,-5.431
namd-sw06,sw06,frame00523,-4.54,-5.98885,-5.264
namd-sw06,sw06,frame00979,0.24,-0.16626,0.037
namd-sw06,sw06,frame00997,-2.19,-3.61017,-2.9
namd-sw06,sw06,frame00459,-4.76,-5.50058,-5.13
namd-sw06,sw06,frame00803,-3.74,-5.49264,-4.616
namd-sw06,sw06,frame00874,-3.31,-4.57072,-3.94
namd-sw06,sw06,frame01231,-2.96,-4.07222,-3.516
namd-sw06,sw06,frame01246,-4.1,-4.82242,-4.461
namd-sw06,sw06,frame00454,-5.12,-6.33964,-5.73
namd-sw06,sw06,frame00423,-4.42,-5.23269,-4.826
namd-sw06,sw06,frame00879,-4.98,-6.17101,-5.576
namd-sw06,sw06,frame00559,-4.42,-5.13353,-4.777
namd-sw06,sw06,frame00897,-4.66,-5.48901,-5.075
namd-sw06,sw06,frame00903,-4.94,-5.79917,-5.37
namd-sw06,sw06,frame00974,-2.32,-2.97011,-2.645
namd-sw06,sw06,frame01331,-3.94,-4.69191,-4.316
namd-sw06,sw06,frame01346,-3.71,-4.66878,-4.189
namd-sw06,sw06,frame00064,-4.56,-5.89618,-5.228
namd-sw06,sw06,frame00187,-5.38,-6.22079,-5.8
namd-sw06,sw06,frame00013,-5.45,-5.98888,-5.719
namd-sw06,sw06,frame00169,-4.16,-4.92676,-4.543
namd-sw06,sw06,frame01701,-1.6,-3.31135,-2.456
namd-sw06,sw06,frame01695,-2.36,-4.168,-3.264
namd-sw06,sw06,frame01776,-3.63,-4.78685,-4.208
namd-sw06,sw06,frame01798,-4.25,-4.66893,-4.459
namd-sw06,sw06,frame00019,-4.72,-5.018,-4.869
namd-sw06,sw06,frame00114,-4.43,-5.86912,-5.15
namd-sw06,sw06,frame00080,-5.33,-6.58113,-5.956
namd-sw06,sw06,frame00163,-5.29,-6.59206,-5.941
namd-sw06,sw06,frame01671,-4.36,-5.68902,-5.025
namd-sw06,sw06,frame01792,-2.82,-4.68951,-3.755
namd-sw06,sw06,frame01606,-2.31,-3.57165,-2.941
namd-sw06,sw06,frame00429,-3.62,-5.23395,-4.427
namd-sw06,sw06,frame00873,-3.89,-5.60379,-4.747
namd-sw06,sw06,frame00804,-4.99,-5.35254,-5.171
namd-sw06,sw06,frame00990,-0.67,-1.70333,-1.187
namd-sw06,sw06,frame00524,-4.81,-6.36978,-5.59
namd-sw06,sw06,frame00553,-4.58,-6.16624,-5.373
namd-sw06,sw06,frame00909,-4.93,-5.9234,-5.427
namd-sw06,sw06,frame01241,-4.13,-5.18454,-4.657
namd-sw06,sw06,frame01236,-2.62,-4.1389,-3.379
namd-sw06,sw06,frame01852,-3.77,-4.12469,-3.947
namd-sw06,sw06,frame01408,-3.48,-4.48704,-3.984
namd-sw06,sw06,frame01825,-2.53,-3.13161,-2.831
namd-sw06,sw06,frame01505,-4.14,-5.00258,-4.571
namd-sw06,sw06,frame01491,-3.95,-4.66157,-4.306
namd-sw06,sw06,frame01928,-3.65,-5.13886,-4.394
namd-sw06,sw06,frame01572,-3.7,-4.40016,-4.05
namd-sw06,sw06,frame00260,-5.21,-5.72942,-5.47
namd-sw06,sw06,frame00383,-5.17,-6.28682,-5.728
namd-sw06,sw06,frame00217,-2.77,-3.99068,-3.38
namd-sw06,sw06,frame01038,-4.05,-4.05961,-4.055
namd-sw06,sw06,frame01135,-4.51,-5.28141,-4.896
namd-sw06,sw06,frame01142,-4.33,-4.58314,-4.457
namd-sw06,sw06,frame00650,-4.46,-6.03596,-5.248
namd-sw06,sw06,frame00627,-5.38,-5.77933,-5.58
namd-sw06,sw06,frame01045,-4.54,-4.29724,-4.419
namd-sw06,sw06,frame01032,-5.08,-5.15888,-5.119
namd-sw06,sw06,frame01148,-4.24,-4.20927,-4.225
namd-sw06,sw06,frame00720,-5.58,-6.18242,-5.881
namd-sw06,sw06,frame00757,-5.0,-5.93052,-5.465
namd-sw06,sw06,frame01475,-3.22,-4.46827,-3.844
namd-sw06,sw06,frame01858,-3.82,-3.65064,-3.735
namd-sw06,sw06,frame01596,-1.4,-2.71127,-2.056
namd-sw06,sw06,frame01402,-3.06,-4.39553,-3.728
namd-sw06,sw06,frame01922,-3.62,-4.8943,-4.257
namd-sw06,sw06,frame01578,-4.0,-4.1227,-4.061
namd-sw06,sw06,frame01955,-4.2,-4.85994,-4.53
namd-sw06,sw06,frame00310,-4.72,-6.79845,-5.759
namd-sw06,sw06,frame00284,-5.23,-5.93449,-5.582
namd-sw06,sw06,frame00367,-4.81,-5.58613,-5.198
namd-sw06,sw06,frame00389,-5.65,-6.1481,-5.899
namd-sw06,sw06,frame01744,-4.05,-4.27294,-4.161
namd-sw06,sw06,frame01733,-1.7,-3.06644,-2.383
namd-sw06,sw06,frame01649,-3.43,-4.42917,-3.93
namd-sw06,sw06,frame00021,-2.5,-4.23917,-3.37
namd-sw06,sw06,frame00056,-5.03,-6.13548,-5.583
namd-sw06,sw06,frame01374,-3.24,-3.92501,-3.583
namd-sw06,sw06,frame01303,-3.66,-4.87835,-4.269
namd-sw06,sw06,frame01297,-3.76,-5.02111,-4.391
namd-sw06,sw06,frame01279,-3.45,-4.63933,-4.045
namd-sw06,sw06,frame00585,-5.35,-6.16244,-5.756
namd-sw06,sw06,frame00411,-5.65,-6.68419,-6.167
namd-sw06,sw06,frame00466,-3.56,-5.45839,-4.509
namd-sw06,sw06,frame00488,-4.71,-5.05144,-4.881
namd-sw06,sw06,frame00946,-3.84,-4.86792,-4.354
namd-sw06,sw06,frame00931,-5.11,-6.29602,-5.703
namd-sw06,sw06,frame01309,-3.27,-4.37356,-3.822
namd-sw06,sw06,frame01390,-3.13,-4.12105,-3.626
namd-sw06,sw06,frame01204,-2.0,-3.12125,-2.561
namd-sw06,sw06,frame01273,-2.15,-3.58043,-2.865
namd-sw06,sw06,frame00836,0.25,0.0,0.125
namd-sw06,sw06,frame00841,-4.55,-5.39948,-4.975
namd-sw06,sw06,frame00561,-5.0,-5.35245,-5.176
namd-sw06,sw06,frame00516,-5.68,-6.06813,-5.874
namd-sw06,sw06,frame00482,-4.25,-5.36367,-4.807
namd-sw06,sw06,frame01739,-3.31,-4.4943,-3.902
namd-sw06,sw06,frame01634,-3.63,-5.55461,-4.592
namd-sw06,sw06,frame01643,-4.59,-5.49161,-5.041
namd-sw06,sw06,frame00151,-4.38,-5.79298,-5.086
namd-sw06,sw06,frame00126,-5.43,-6.7519,-6.091
namd-sw06,sw06,frame00718,-4.93,-6.17782,-5.554
namd-sw06,sw06,frame00781,-5.22,-5.9952,-5.608
namd-sw06,sw06,frame00615,-4.93,-5.2724,-5.101
namd-sw06,sw06,frame00662,-3.83,-5.21515,-4.523
namd-sw06,sw06,frame01170,-2.76,-3.84224,-3.301
namd-sw06,sw06,frame01107,-2.72,-3.69956,-3.21
namd-sw06,sw06,frame01093,-3.58,-4.80609,-4.193
namd-sw06,sw06,frame00328,-4.57,-4.72617,-4.648
namd-sw06,sw06,frame00225,-4.35,-5.8611,-5.106
namd-sw06,sw06,frame00252,-4.4,-5.65392,-5.027
namd-sw06,sw06,frame01817,-3.55,-3.89853,-3.724
namd-sw06,sw06,frame01983,-4.0,-4.80141,-4.401
namd-sw06,sw06,frame01860,-2.71,-2.94951,-2.83
namd-sw06,sw06,frame01540,-3.3,-4.32498,-3.812
namd-sw06,sw06,frame01537,-2.26,-3.11582,-2.688
namd-sw06,sw06,frame00355,-5.36,-5.94736,-5.654
namd-sw06,sw06,frame00322,-4.7,-5.65891,-5.179
namd-sw06,sw06,frame00258,-5.92,-6.37656,-6.148
namd-sw06,sw06,frame01430,-3.33,-4.31596,-3.823
namd-sw06,sw06,frame01989,-4.44,-4.04277,-4.241
namd-sw06,sw06,frame01447,-3.16,-4.51505,-3.838
namd-sw06,sw06,frame01967,-5.0,-5.27395,-5.137
namd-sw06,sw06,frame01884,-3.52,-5.01019,-4.265
namd-sw06,sw06,frame01910,-3.36,-3.15805,-3.259
namd-sw06,sw06,frame00765,-5.04,-5.52077,-5.28
namd-sw06,sw06,frame00712,-5.42,-6.19006,-5.805
namd-sw06,sw06,frame00686,-4.71,-5.3972,-5.054
namd-sw06,sw06,frame00668,-6.07,-6.29784,-6.184
namd-sw06,sw06,frame01194,-2.43,-2.49103,-2.461
namd-sw06,sw06,frame01000,-1.97,-2.89366,-2.432
namd-sw06,sw06,frame01077,-2.8,-4.11294,-3.456
namd-sw06,sw06,frame01099,-3.93,-4.73816,-4.334
namd-sw06,sw06,frame00537,-5.43,-6.61194,-6.021
namd-sw06,sw06,frame00540,-3.87,-5.65085,-4.76
namd-sw06,sw06,frame00860,-5.32,-5.87329,-5.597
namd-sw06,sw06,frame00817,0.18,0.0,0.09
namd-sw06,sw06,frame00983,-1.14,-1.98036,-1.56
namd-sw06,sw06,frame01252,-4.04,-4.82083,-4.43
namd-sw06,sw06,frame01225,-4.54,-5.52961,-5.035
namd-sw06,sw06,frame01328,-3.27,-4.52818,-3.899
namd-sw06,sw06,frame00107,-5.87,-5.36694,-5.618
namd-sw06,sw06,frame00093,-4.87,-6.26379,-5.567
namd-sw06,sw06,frame00170,-4.16,-6.02673,-5.093
namd-sw06,sw06,frame01662,-3.8,-4.83531,-4.318
namd-sw06,sw06,frame01781,-3.02,-4.55332,-3.787
namd-sw06,sw06,frame01615,-1.88,-2.83708,-2.359
namd-sw06,sw06,frame01718,-1.78,-3.55494,-2.667
namd-sw06,sw06,frame00099,-5.0,-5.93887,-5.469
namd-sw06,sw06,frame00077,-4.38,-5.84798,-5.114
namd-sw06,sw06,frame00194,-5.67,-7.1922,-6.431
namd-sw06,sw06,frame00000,-3.74,-4.85366,-4.297
namd-sw06,sw06,frame01668,-2.7,-3.61173,-3.156
namd-sw06,sw06,frame01712,-3.47,-4.35487,-3.912
namd-sw06,sw06,frame01686,-2.3,-4.36092,-3.33
namd-sw06,sw06,frame01765,-2.88,-4.31144,-3.596
namd-sw06,sw06,frame00884,-2.71,-3.98525,-3.348
namd-sw06,sw06,frame00910,-4.2,-5.8072,-5.004
namd-sw06,sw06,frame00967,-4.58,-5.52216,-5.051
namd-sw06,sw06,frame00447,-4.75,-6.69852,-5.724
namd-sw06,sw06,frame00989,-1.95,-2.91106,-2.431
namd-sw06,sw06,frame00430,-5.05,-6.2536,-5.652
namd-sw06,sw06,frame01258,-4.36,-5.11351,-4.737
namd-sw06,sw06,frame01322,-2.97,-4.25001,-3.61
namd-sw06,sw06,frame01355,-2.36,-4.15888,-3.259
namd-sw06,sw06,frame01931,-4.04,-4.98846,-4.514
namd-sw06,sw06,frame01946,-3.39,-4.38548,-3.888
namd-sw06,sw06,frame01488,-3.35,-4.51873,-3.934
namd-sw06,sw06,frame01466,-2.2,-3.64906,-2.925
namd-sw06,sw06,frame01585,-1.22,-2.16672,-1.693
namd-sw06,sw06,frame01411,-4.04,-4.36183,-4.201
namd-sw06,sw06,frame00279,-4.88,-6.13404,-5.507
namd-sw06,sw06,frame00303,-4.12,-5.15283,-4.636
namd-sw06,sw06,frame00297,-3.76,-5.39152,-4.576
namd-sw06,sw06,frame00374,-3.8,-5.52186,-4.661
namd-sw06,sw06,frame01056,-3.22,-4.02974,-3.625
namd-sw06,sw06,frame01021,-4.39,-5.12696,-4.758
namd-sw06,sw06,frame00649,-5.15,-6.09613,-5.623
namd-sw06,sw06,frame00733,-5.24,-5.9758,-5.608
namd-sw06,sw06,frame00744,-5.76,-6.08774,-5.924
namd-sw06,sw06,frame01126,-3.99,-4.56005,-4.275
namd-sw06,sw06,frame01151,-4.17,-4.59112,-4.381
namd-sw06,sw06,frame00643,-4.12,-5.32202,-4.721
namd-sw06,sw06,frame00634,-4.9,-5.34681,-5.123
namd-sw06,sw06,frame00739,-5.16,-5.04675,-5.103
namd-sw06,sw06,frame01516,-3.69,-4.38694,-4.038
namd-sw06,sw06,frame01482,-4.32,-4.42318,-4.372
namd-sw06,sw06,frame01561,-2.29,-3.36956,-2.83
namd-sw06,sw06,frame01841,-3.37,-4.43507,-3.903
namd-sw06,sw06,frame01836,-3.69,-3.80616,-3.748
namd-sw06,sw06,frame00273,-4.3,-5.75265,-5.026
namd-sw06,sw06,frame00390,-3.89,-5.38448,-4.637
namd-sw06,sw06,frame00204,-4.47,-5.53726,-5.004
namd-sw06,sw06,frame00309,-5.1,-5.82997,-5.465
namd-sw06,sw06,frame01627,-3.19,-4.4042,-3.797
namd-sw06,sw06,frame01650,-4.11,-5.13883,-4.624
namd-sw06,sw06,frame00142,-4.11,-5.74915,-4.93
namd-sw06,sw06,frame00135,-4.35,-5.70477,-5.027
namd-sw06,sw06,frame00038,-4.75,-5.97175,-5.361
namd-sw06,sw06,frame01383,-3.24,-4.21962,-3.73
namd-sw06,sw06,frame01217,-2.56,-3.877,-3.218
namd-sw06,sw06,frame01260,-4.19,-4.92449,-4.557
namd-sw06,sw06,frame00928,-5.53,-6.3543,-5.942
namd-sw06,sw06,frame00572,-4.7,-5.86974,-5.285
namd-sw06,sw06,frame00505,-6.14,-6.90789,-6.524
namd-sw06,sw06,frame00491,-5.12,-6.38026,-5.75
namd-sw06,sw06,frame00825,-4.56,-5.8895,-5.225
namd-sw06,sw06,frame00852,-5.11,-6.11829,-5.614
namd-sw06,sw06,frame00408,-5.39,-5.7111,-5.551
namd-sw06,sw06,frame01389,-4.24,-5.16613,-4.703
namd-sw06,sw06,frame01367,-4.18,-5.0721,-4.626
namd-sw06,sw06,frame01310,-4.03,-5.1039,-4.567
namd-sw06,sw06,frame01284,-3.51,-4.87166,-4.191
namd-sw06,sw06,frame00955,-3.35,-4.4466,-3.898
namd-sw06,sw06,frame00922,-5.68,-5.72398,-5.702
namd-sw06,sw06,frame00578,-4.17,-5.25681,-4.713
namd-sw06,sw06,frame00596,-4.81,-6.3041,-5.557
namd-sw06,sw06,frame00858,-3.49,-4.94226,-4.216
namd-sw06,sw06,frame00402,-5.31,-5.96183,-5.636
namd-sw06,sw06,frame00475,-3.83,-5.76141,-4.796
namd-sw06,sw06,frame01757,-3.68,-4.89534,-4.288
namd-sw06,sw06,frame01720,-2.3,-3.66487,-2.982
namd-sw06,sw06,frame00148,-4.27,-5.88377,-5.077
namd-sw06,sw06,frame00032,-4.8,-5.41587,-5.108
namd-sw06,sw06,frame00045,-4.8,-5.95081,-5.375
namd-sw06,sw06,frame00798,-4.04,-5.86039,-4.95
namd-sw06,sw06,frame00776,-5.01,-5.92088,-5.465
namd-sw06,sw06,frame00701,-3.68,-5.24276,-4.461
namd-sw06,sw06,frame00695,-4.32,-4.97145,-4.646
namd-sw06,sw06,frame01169,-2.83,-3.88142,-3.356
namd-sw06,sw06,frame01187,-2.59,-3.53923,-3.065
namd-sw06,sw06,frame01013,-2.9,-3.53133,-3.216
namd-sw06,sw06,frame01064,-4.66,-5.01547,-4.838
namd-sw06,sw06,frame00346,-4.44,-6.01908,-5.23
namd-sw06,sw06,frame00331,-5.35,-6.02854,-5.689
namd-sw06,sw06,frame01974,-3.26,-4.25178,-3.756
namd-sw06,sw06,frame01897,-3.22,-4.27217,-3.746
namd-sw06,sw06,frame01559,-3.19,-4.43209,-3.811
namd-sw06,sw06,frame01903,-3.36,-4.31552,-3.838
namd-sw06,sw06,frame01423,-2.87,-4.2847,-3.577
namd-sw06,sw06,frame01879,-2.78,-4.16763,-3.474
namd-sw06,sw06,frame01454,-3.66,-5.1901,-4.425
namd-sw06,sw06,frame00236,-4.05,-4.57546,-4.313
namd-sw06,sw06,frame00241,-5.06,-5.41456,-5.237
namd-sw06,sw06,frame01553,-3.62,-4.26875,-3.944
namd-sw06,sw06,frame01909,-3.09,-2.54547,-2.818
namd-sw06,sw06,frame01524,-3.29,-4.25484,-3.772
namd-sw06,sw06,frame01804,-4.26,-4.91965,-4.59
namd-sw06,sw06,frame01429,-2.69,-3.71784,-3.204
namd-sw06,sw06,frame01873,-3.16,-4.35332,-3.757
namd-sw06,sw06,frame00792,-4.92,-5.63859,-5.279
namd-sw06,sw06,frame00606,-5.47,-6.64018,-6.055
namd-sw06,sw06,frame00671,-4.44,-5.53009,-4.985
namd-sw06,sw06,frame01163,-4.13,-4.67574,-4.403
namd-sw06,sw06,frame01114,-3.82,-4.50081,-4.16
namd-sw06,sw06,frame01080,-4.13,-5.03044,-4.58
namd-sw06,sw06,frame01019,-3.46,-4.88912,-4.175
namd-sw06,sw06,frame00398,-3.37,-4.76437,-4.067
namd-sw06,sw06,frame00301,-5.5,-6.33537,-5.918
namd-sw06,sw06,frame00295,-5.01,-5.56284,-5.286
namd-sw06,sw06,frame00376,-4.5,-5.73743,-5.119
namd-sw06,sw06,frame01933,-3.66,-4.54011,-4.1
namd-sw06,sw06,frame01569,-3.06,-4.09616,-3.578
namd-sw06,sw06,frame01944,-3.97,-4.68857,-4.329
namd-sw06,sw06,frame01464,-3.13,-4.12562,-3.628
namd-sw06,sw06,frame01849,-2.59,-3.48613,-3.038
namd-sw06,sw06,frame01587,-2.33,-3.12991,-2.73
namd-sw06,sw06,frame01413,-3.16,-4.49257,-3.826
namd-sw06,sw06,frame00731,-6.12,-6.43402,-6.277
