"Conformation","LigandName","AutodockAvr","VinaAvr","Average"
"namd-sw06","sw06",-3.96024120603015,-4.93234791959799,-4.44629045226131
"namd-sw25","sw25",-2.01590452261307,-2.56828054271357,-2.2920959798995
"namd-sw22","sw22",-2.05327272727273,-2.39442172222222,-2.22385252525253
"namd-sw14","sw14",-0.416402010050251,-0.698171442211055,-0.55728743718593
"namd-ad22","ad22",-0.410844221105528,-0.61688732160804,-0.513863316582915
"namd-av01","av01",0.0212663316582915,-0.232274015075377,-0.105504522613065
