Frame         Time          Elec          VdW           Nonbond       Total         
57            57            -4011.8       -580.313      -4592.12      -4592.12      
58            58            -4107.14      -591.491      -4698.63      -4698.63      
59            59            -4091.39      -602.709      -4694.1       -4694.1       
60            60            -4096.11      -574.456      -4670.56      -4670.56      
61            61            -4225.63      -577.473      -4803.1       -4803.1       
62            62            -4422.25      -564.114      -4986.36      -4986.36      
63            63            -4278.88      -596.559      -4875.44      -4875.44      
64            64            -4271.23      -603.839      -4875.07      -4875.07      
65            65            -4186.6       -589.094      -4775.69      -4775.69      
66            66            -4214.07      -587.713      -4801.78      -4801.78      
67            67            -4139.68      -668.198      -4807.87      -4807.87      
68            68            -4085.65      -632.586      -4718.23      -4718.23      
69            69            -4173.15      -619.76       -4792.91      -4792.91      
70            70            -4263.91      -571.724      -4835.64      -4835.64      
71            71            -4071.97      -601.309      -4673.28      -4673.28      
72            72            -4123.69      -575.456      -4699.15      -4699.15      
73            73            -4201.35      -593.264      -4794.62      -4794.62      
74            74            -3962.41      -599.889      -4562.3       -4562.3       
75            75            -3910.77      -532.429      -4443.2       -4443.2       
76            76            -3850.78      -603.749      -4454.53      -4454.53      
77            77            -4120.63      -554.186      -4674.81      -4674.81      
78            78            -3914.27      -614.004      -4528.27      -4528.27      
79            79            -3978.24      -580.607      -4558.84      -4558.84      
80            80            -3913.37      -601.184      -4514.56      -4514.56      
81            81            -4047.25      -580.797      -4628.05      -4628.05      
82            82            -3835.14      -581.531      -4416.67      -4416.67      
83            83            -4063.31      -625.815      -4689.12      -4689.12      
84            84            -4103.56      -618.407      -4721.97      -4721.97      
85            85            -4018.1       -640.148      -4658.24      -4658.24      
86            86            -3959.05      -608.753      -4567.8       -4567.8       
87            87            -4105.46      -616.486      -4721.94      -4721.94      
88            88            -4159.64      -568.685      -4728.33      -4728.33      
89            89            -3992.05      -639.528      -4631.58      -4631.58      
90            90            -4043.82      -609.586      -4653.41      -4653.41      
91            91            -4158.42      -606.093      -4764.51      -4764.51      
92            92            -4299.44      -591.184      -4890.63      -4890.63      
93            93            -4192.1       -635.821      -4827.92      -4827.92      
94            94            -3996.49      -614.972      -4611.46      -4611.46      
95            95            -4084.21      -625.644      -4709.85      -4709.85      
96            96            -4061.73      -611.574      -4673.31      -4673.31      
97            97            -3988.83      -588.168      -4577         -4577         
98            98            -3951.91      -595.567      -4547.48      -4547.48      
99            99            -3920.23      -550.496      -4470.73      -4470.73      
100           100           -3888.71      -577.418      -4466.13      -4466.13      
101           101           -4007.79      -608.096      -4615.89      -4615.89      
102           102           -3886.02      -596.489      -4482.51      -4482.51      
103           103           -4029.8       -590.044      -4619.84      -4619.84      
104           104           -3862.14      -626.992      -4489.13      -4489.13      
105           105           -3824.44      -552.844      -4377.28      -4377.28      
106           106           -3954.47      -619.326      -4573.8       -4573.8       
107           107           -3818.23      -630.823      -4449.05      -4449.05      
108           108           -3874.58      -608.054      -4482.63      -4482.63      
109           109           -3806.63      -595.261      -4401.89      -4401.89      
110           110           -3916.77      -592.365      -4509.14      -4509.14      
111           111           -3855.89      -626.285      -4482.17      -4482.17      
112           112           -4050.74      -606.36       -4657.1       -4657.1       
113           113           -4077.8       -587.747      -4665.55      -4665.55      
114           114           -4085.03      -620.986      -4706.01      -4706.01      
115           115           -3956.02      -579.586      -4535.6       -4535.6       
116           116           -3898.33      -601.566      -4499.9       -4499.9       
117           117           -3947.99      -605.708      -4553.7       -4553.7       
118           118           -4085.75      -573.634      -4659.38      -4659.38      
119           119           -3971.3       -595.597      -4566.89      -4566.89      
120           120           -4049.26      -599.374      -4648.63      -4648.63      
121           121           -3937.29      -601.335      -4538.63      -4538.63      
122           122           -4115.9       -568.735      -4684.63      -4684.63      
123           123           -3940.32      -566.163      -4506.49      -4506.49      
124           124           -3879.28      -603.264      -4482.55      -4482.55      
125           125           -3936.47      -627.884      -4564.35      -4564.35      
126           126           -3918.31      -595.879      -4514.19      -4514.19      
127           127           -3942.34      -663.902      -4606.24      -4606.24      
128           128           -3971.77      -632.835      -4604.61      -4604.61      
129           129           -4007.79      -640.107      -4647.9       -4647.9       
130           130           -4091.44      -594.843      -4686.29      -4686.29      
131           131           -3854.5       -571.493      -4425.99      -4425.99      
132           132           -3884.58      -601.364      -4485.94      -4485.94      
133           133           -3972.25      -630.127      -4602.37      -4602.37      
134           134           -3983.61      -626.152      -4609.76      -4609.76      
135           135           -3995.09      -604.407      -4599.49      -4599.49      
136           136           -3909.52      -609.247      -4518.76      -4518.76      
137           137           -4009.85      -597.403      -4607.26      -4607.26      
138           138           -3986.23      -629.526      -4615.76      -4615.76      
139           139           -4019.49      -593.421      -4612.91      -4612.91      
140           140           -4027.22      -572.917      -4600.14      -4600.14      
141           141           -3954.87      -561.028      -4515.9       -4515.9       
142           142           -3955.76      -604.781      -4560.54      -4560.54      
143           143           -4100.63      -572.33       -4672.96      -4672.96      
144           144           -3928.32      -623.295      -4551.62      -4551.62      
145           145           -4102.4       -579.842      -4682.24      -4682.24      
146           146           -4050.19      -619.665      -4669.86      -4669.86      
147           147           -3858.29      -589.684      -4447.97      -4447.97      
148           148           -3825.31      -610.486      -4435.79      -4435.79      
149           149           -3886.86      -611.578      -4498.44      -4498.44      
150           150           -3902.79      -605.129      -4507.92      -4507.92      
151           151           -3845.81      -614.4        -4460.21      -4460.21      
152           152           -3821.67      -638.958      -4460.63      -4460.63      
153           153           -3924.18      -585.063      -4509.24      -4509.24      
154           154           -3883.69      -601.413      -4485.1       -4485.1       
155           155           -3835.06      -648.167      -4483.23      -4483.23      
156           156           -3741.03      -600.441      -4341.47      -4341.47      
157           157           -3838.14      -573.553      -4411.69      -4411.69      
158           158           -3724.51      -658.482      -4382.99      -4382.99      
159           159           -3859.23      -593.392      -4452.62      -4452.62      
160           160           -3865.93      -664.455      -4530.39      -4530.39      
161           161           -3766.11      -622.821      -4388.94      -4388.94      
162           162           -3842.74      -609.14       -4451.88      -4451.88      
163           163           -3953.07      -640.965      -4594.03      -4594.03      
164           164           -3886.94      -602.646      -4489.59      -4489.59      
165           165           -3970.17      -629.8        -4599.97      -4599.97      
166           166           -3969.05      -609.248      -4578.29      -4578.29      
167           167           -4004.49      -560.009      -4564.5       -4564.5       
168           168           -4039.09      -600.907      -4640         -4640         
169           169           -4053.1       -582.413      -4635.52      -4635.52      
170           170           -3958.82      -559.493      -4518.31      -4518.31      
171           171           -4056.03      -593.652      -4649.68      -4649.68      
172           172           -4042.21      -634.761      -4676.97      -4676.97      
173           173           -3932.27      -600.588      -4532.86      -4532.86      
174           174           -3977.72      -588.071      -4565.79      -4565.79      
175           175           -3926         -577.329      -4503.33      -4503.33      
176           176           -4066.1       -576.631      -4642.73      -4642.73      
177           177           -3940.68      -556.79       -4497.47      -4497.47      
178           178           -3917.61      -562.536      -4480.15      -4480.15      
179           179           -4029.2       -574.65       -4603.85      -4603.85      
180           180           -4133.98      -594.297      -4728.28      -4728.28      
181           181           -3976.12      -580.495      -4556.61      -4556.61      
182           182           -3894.15      -629.824      -4523.97      -4523.97      
183           183           -3989.29      -552.513      -4541.8       -4541.8       
184           184           -3969.96      -585.662      -4555.62      -4555.62      
185           185           -4224.85      -522.51       -4747.36      -4747.36      
186           186           -3954.55      -604.8        -4559.36      -4559.36      
187           187           -4028.33      -564.334      -4592.66      -4592.66      
188           188           -4004.51      -554.741      -4559.25      -4559.25      
189           189           -3919.65      -567.1        -4486.75      -4486.75      
190           190           -4131.82      -557.414      -4689.23      -4689.23      
191           191           -4089.47      -553.798      -4643.26      -4643.26      
192           192           -4111.56      -594.263      -4705.82      -4705.82      
193           193           -3869.14      -554.034      -4423.18      -4423.18      
194           194           -4032.25      -539.68       -4571.93      -4571.93      
195           195           -4073.41      -534.724      -4608.13      -4608.13      
196           196           -3998.65      -564.343      -4563         -4563         
197           197           -4047.58      -519.901      -4567.48      -4567.48      
198           198           -4004.59      -585.94       -4590.53      -4590.53      
199           199           -3993.24      -591.13       -4584.37      -4584.37      
200           200           -3963.88      -570.969      -4534.85      -4534.85      
201           201           -3928.18      -602.956      -4531.14      -4531.14      
202           202           -3985.79      -580.069      -4565.86      -4565.86      
203           203           -3909.75      -650.403      -4560.16      -4560.16      
204           204           -3822.1       -613.555      -4435.66      -4435.66      
205           205           -3927.69      -588.609      -4516.29      -4516.29      
206           206           -3862.68      -562.328      -4425.01      -4425.01      
207           207           -3958.92      -556.711      -4515.63      -4515.63      
208           208           -4071.18      -615.283      -4686.46      -4686.46      
209           209           -3821.61      -573.34       -4394.95      -4394.95      
210           210           -3889.49      -633.583      -4523.07      -4523.07      
211           211           -3810.17      -605.336      -4415.5       -4415.5       
212           212           -3739.5       -602.234      -4341.73      -4341.73      
213           213           -3826         -563.453      -4389.46      -4389.46      
214           214           -3738.51      -625.459      -4363.97      -4363.97      
215           215           -3762.73      -607.62       -4370.35      -4370.35      
216           216           -3691.48      -589.481      -4280.96      -4280.96      
217           217           -3656.75      -555.362      -4212.11      -4212.11      
218           218           -3797.41      -535.527      -4332.94      -4332.94      
219           219           -3797.38      -625.715      -4423.09      -4423.09      
220           220           -3803.26      -596.677      -4399.93      -4399.93      
221           221           -3797.49      -617.36       -4414.85      -4414.85      
222           222           -3776.57      -608.192      -4384.76      -4384.76      
223           223           -3790.37      -632.251      -4422.62      -4422.62      
224           224           -3903.25      -616.107      -4519.36      -4519.36      
225           225           -3702.09      -647.577      -4349.66      -4349.66      
226           226           -3740.96      -615.483      -4356.44      -4356.44      
227           227           -3732.85      -626.005      -4358.86      -4358.86      
228           228           -3949.1       -627.059      -4576.16      -4576.16      
229           229           -3845.98      -633.83       -4479.81      -4479.81      
230           230           -3873.05      -609.882      -4482.93      -4482.93      
231           231           -3639.5       -618.319      -4257.82      -4257.82      
232           232           -3841.86      -618.535      -4460.4       -4460.4       
233           233           -3992.24      -619.002      -4611.25      -4611.25      
234           234           -3942.25      -649.165      -4591.41      -4591.41      
235           235           -3942.18      -657.912      -4600.09      -4600.09      
236           236           -3702.98      -618.352      -4321.33      -4321.33      
237           237           -3579.86      -601.358      -4181.22      -4181.22      
238           238           -3842.88      -612.232      -4455.11      -4455.11      
239           239           -3654.8       -665.824      -4320.63      -4320.63      
240           240           -3740.2       -656.654      -4396.85      -4396.85      
241           241           -3742.66      -658.949      -4401.61      -4401.61      
242           242           -3810.23      -617.189      -4427.42      -4427.42      
243           243           -3827.18      -634.308      -4461.49      -4461.49      
244           244           -3815.15      -656.565      -4471.71      -4471.71      
245           245           -3791.89      -638.883      -4430.78      -4430.78      
246           246           -3859.71      -640.383      -4500.1       -4500.1       
247           247           -3740.03      -661.204      -4401.23      -4401.23      
248           248           -3810.57      -628.303      -4438.88      -4438.88      
249           249           -3917.44      -631.077      -4548.52      -4548.52      
250           250           -3739.72      -593.03       -4332.75      -4332.75      
251           251           -3777.85      -606.396      -4384.24      -4384.24      
252           252           -3655.24      -608.575      -4263.81      -4263.81      
253           253           -3798.65      -633.847      -4432.5       -4432.5       
254           254           -3752.73      -607.269      -4360         -4360         
255           255           -3851.79      -631.283      -4483.08      -4483.08      
256           256           -3901.52      -639.678      -4541.19      -4541.19      
257           257           -3844.54      -617.968      -4462.51      -4462.51      
258           258           -4034.57      -661.957      -4696.53      -4696.53      
259           259           -3824.53      -621.208      -4445.73      -4445.73      
260           260           -3842.59      -578.783      -4421.37      -4421.37      
261           261           -3819.23      -599.6        -4418.83      -4418.83      
262           262           -3795.7       -622.205      -4417.9       -4417.9       
263           263           -3998.61      -571.956      -4570.56      -4570.56      
264           264           -3900.53      -577.078      -4477.61      -4477.61      
265           265           -4023.38      -588.27       -4611.65      -4611.65      
266           266           -4060.77      -599.434      -4660.2       -4660.2       
267           267           -3810.83      -606.366      -4417.2       -4417.2       
268           268           -3717.84      -592.227      -4310.07      -4310.07      
269           269           -3764.98      -631.728      -4396.7       -4396.7       
270           270           -3819.22      -595.155      -4414.38      -4414.38      
271           271           -3817.16      -579.757      -4396.92      -4396.92      
272           272           -3904.75      -577.126      -4481.88      -4481.88      
273           273           -3880.22      -564.763      -4444.98      -4444.98      
274           274           -3735.12      -613.231      -4348.35      -4348.35      
275           275           -3819.82      -603.724      -4423.54      -4423.54      
276           276           -3681.08      -604.464      -4285.54      -4285.54      
277           277           -3979.34      -627.736      -4607.08      -4607.08      
278           278           -4015.43      -601.52       -4616.95      -4616.95      
279           279           -4011.23      -573.1        -4584.33      -4584.33      
280           280           -3998.53      -575.03       -4573.56      -4573.56      
281           281           -4010.11      -544.761      -4554.87      -4554.87      
282           282           -3944.85      -585.367      -4530.22      -4530.22      
283           283           -3865.96      -621.663      -4487.63      -4487.63      
284           284           -3924.65      -603.66       -4528.31      -4528.31      
285           285           -4044.1       -520.693      -4564.79      -4564.79      
286           286           -3929.12      -568.272      -4497.39      -4497.39      
287           287           -3706.12      -559.052      -4265.17      -4265.17      
288           288           -3899.75      -556.768      -4456.52      -4456.52      
289           289           -3794.52      -574.819      -4369.34      -4369.34      
290           290           -3847.63      -513.631      -4361.27      -4361.27      
291           291           -3767.63      -551.776      -4319.41      -4319.41      
292           292           -3745.04      -571.957      -4316.99      -4316.99      
293           293           -3799.36      -592.046      -4391.41      -4391.41      
294           294           -3772.93      -585.876      -4358.8       -4358.8       
295           295           -3864.59      -550.649      -4415.24      -4415.24      
296           296           -3686.48      -556.819      -4243.29      -4243.29      
297           297           -3807.48      -547.13       -4354.61      -4354.61      
298           298           -3793.84      -571.725      -4365.57      -4365.57      
299           299           -3809.08      -593.781      -4402.86      -4402.86      
300           300           -3857.46      -608.199      -4465.66      -4465.66      
301           301           -3808.77      -576.321      -4385.09      -4385.09      
302           302           -3972.3       -561.64       -4533.94      -4533.94      
303           303           -3954.05      -596.871      -4550.92      -4550.92      
304           304           -4013.01      -580.517      -4593.52      -4593.52      
305           305           -3970.07      -596.696      -4566.77      -4566.77      
306           306           -3929.34      -565.122      -4494.46      -4494.46      
307           307           -3888.59      -549.453      -4438.05      -4438.05      
308           308           -3637.71      -577.201      -4214.91      -4214.91      
309           309           -3661.99      -584.051      -4246.04      -4246.04      
310           310           -3792.63      -564.928      -4357.56      -4357.56      
311           311           -3740.8       -598.99       -4339.79      -4339.79      
312           312           -3694.02      -549.078      -4243.09      -4243.09      
313           313           -3848.85      -569.01       -4417.86      -4417.86      
314           314           -3925.63      -610.534      -4536.16      -4536.16      
315           315           -3856.04      -580.402      -4436.44      -4436.44      
316           316           -3994.07      -580.803      -4574.87      -4574.87      
317           317           -4062.43      -561.878      -4624.3       -4624.3       
318           318           -3932.16      -533.404      -4465.56      -4465.56      
319           319           -4090.11      -585.914      -4676.03      -4676.03      
320           320           -4092.61      -615.904      -4708.51      -4708.51      
321           321           -4023.04      -604.498      -4627.54      -4627.54      
322           322           -3919.02      -608.601      -4527.62      -4527.62      
323           323           -3884.94      -595.398      -4480.34      -4480.34      
324           324           -3915.89      -621.067      -4536.95      -4536.95      
325           325           -3951.66      -559.959      -4511.62      -4511.62      
326           326           -3852.75      -631.064      -4483.81      -4483.81      
327           327           -3664.94      -610.836      -4275.78      -4275.78      
328           328           -3798.37      -634.836      -4433.21      -4433.21      
329           329           -3729.41      -604.317      -4333.73      -4333.73      
330           330           -3710.21      -614.479      -4324.68      -4324.68      
331           331           -3882.9       -608.491      -4491.39      -4491.39      
332           332           -3875.65      -591.218      -4466.87      -4466.87      
333           333           -3784.69      -603.121      -4387.82      -4387.82      
334           334           -3890.92      -589.417      -4480.34      -4480.34      
335           335           -3894.99      -581.064      -4476.05      -4476.05      
336           336           -3922.93      -642.266      -4565.2       -4565.2       
337           337           -3791.58      -591.797      -4383.38      -4383.38      
338           338           -3936.38      -621.56       -4557.94      -4557.94      
339           339           -3907.45      -578.817      -4486.27      -4486.27      
340           340           -4128.4       -571.694      -4700.1       -4700.1       
341           341           -4033.41      -567.683      -4601.09      -4601.09      
342           342           -4138.41      -589.305      -4727.72      -4727.72      
343           343           -4040.97      -629.095      -4670.06      -4670.06      
344           344           -3968.12      -628.452      -4596.57      -4596.57      
345           345           -4041.13      -581.854      -4622.98      -4622.98      
346           346           -4019.88      -565.531      -4585.41      -4585.41      
347           347           -3949.69      -580.189      -4529.88      -4529.88      
348           348           -3986.04      -549.109      -4535.15      -4535.15      
349           349           -3965.37      -606.625      -4571.99      -4571.99      
350           350           -3804.31      -581.178      -4385.49      -4385.49      
351           351           -3850.71      -558.259      -4408.97      -4408.97      
352           352           -3877.06      -611          -4488.06      -4488.06      
353           353           -3913.58      -594.888      -4508.47      -4508.47      
354           354           -3597.64      -627.152      -4224.79      -4224.79      
355           355           -3636.66      -586.794      -4223.45      -4223.45      
356           356           -3645.38      -539.735      -4185.12      -4185.12      
357           357           -3690.74      -605.797      -4296.54      -4296.54      
358           358           -3711.91      -592.547      -4304.45      -4304.45      
359           359           -3642.23      -581.038      -4223.26      -4223.26      
360           360           -3497.72      -622.725      -4120.44      -4120.44      
361           361           -3749.05      -602.039      -4351.09      -4351.09      
362           362           -3684.81      -605.424      -4290.24      -4290.24      
363           363           -3552.72      -571.145      -4123.87      -4123.87      
364           364           -3633.05      -590.301      -4223.35      -4223.35      
365           365           -3621.25      -594.803      -4216.05      -4216.05      
366           366           -3651.18      -579.14       -4230.32      -4230.32      
367           367           -3722.8       -571.382      -4294.18      -4294.18      
368           368           -3680.07      -553.907      -4233.97      -4233.97      
369           369           -3630.05      -573.976      -4204.02      -4204.02      
370           370           -3594.07      -594.481      -4188.55      -4188.55      
371           371           -3946.22      -543.862      -4490.08      -4490.08      
372           372           -3828.7       -550.403      -4379.1       -4379.1       
373           373           -3673.63      -560.528      -4234.16      -4234.16      
374           374           -3702.73      -566.975      -4269.7       -4269.7       
375           375           -3797.14      -523.654      -4320.79      -4320.79      
376           376           -3651.32      -542.264      -4193.58      -4193.58      
377           377           -3715.93      -589.909      -4305.84      -4305.84      
378           378           -3814.47      -529.858      -4344.33      -4344.33      
379           379           -3842.36      -573.073      -4415.43      -4415.43      
380           380           -4049.06      -604.609      -4653.67      -4653.67      
381           381           -3827.16      -596.282      -4423.44      -4423.44      
382           382           -3655.94      -594.622      -4250.57      -4250.57      
383           383           -3926.69      -603.086      -4529.78      -4529.78      
384           384           -3658.78      -557.041      -4215.82      -4215.82      
385           385           -3502.91      -591.376      -4094.29      -4094.29      
386           386           -3619.12      -588.721      -4207.84      -4207.84      
387           387           -3679.47      -560.56       -4240.03      -4240.03      
388           388           -3729.51      -595.572      -4325.08      -4325.08      
389           389           -3942.6       -541.234      -4483.83      -4483.83      
390           390           -3983.27      -574.436      -4557.71      -4557.71      
391           391           -3917.22      -529.999      -4447.22      -4447.22      
392           392           -3930.2       -610.556      -4540.76      -4540.76      
393           393           -3864.68      -573.598      -4438.28      -4438.28      
394           394           -3971.53      -550.283      -4521.81      -4521.81      
395           395           -3917.22      -563.271      -4480.49      -4480.49      
396           396           -3860.09      -609.615      -4469.71      -4469.71      
397           397           -3878.12      -584.457      -4462.58      -4462.58      
398           398           -3859.01      -593.912      -4452.92      -4452.92      
399           399           -3799.17      -584.988      -4384.16      -4384.16      
400           400           -3836.39      -560.831      -4397.22      -4397.22      
401           401           -3909.89      -584.971      -4494.86      -4494.86      
402           402           -3960.13      -532.316      -4492.45      -4492.45      
403           403           -3872.09      -567.557      -4439.65      -4439.65      
404           404           -3962.3       -580.603      -4542.9       -4542.9       
405           405           -3964.12      -599.359      -4563.48      -4563.48      
406           406           -3961.51      -567.135      -4528.65      -4528.65      
407           407           -3722.16      -572.904      -4295.06      -4295.06      
408           408           -3893.72      -509.242      -4402.96      -4402.96      
409           409           -3849.99      -585.733      -4435.72      -4435.72      
410           410           -3958.69      -527.027      -4485.72      -4485.72      
411           411           -3905.55      -583.866      -4489.42      -4489.42      
412           412           -3767.33      -539.345      -4306.68      -4306.68      
413           413           -3788.69      -568.083      -4356.78      -4356.78      
414           414           -3767.5       -577.425      -4344.92      -4344.92      
415           415           -3751.28      -565.782      -4317.06      -4317.06      
416           416           -3641.09      -612.259      -4253.35      -4253.35      
417           417           -3686.31      -545.839      -4232.15      -4232.15      
418           418           -3538.29      -588.517      -4126.81      -4126.81      
419           419           -3556.42      -571.612      -4128.04      -4128.04      
420           420           -3717.91      -572.078      -4289.99      -4289.99      
421           421           -3831.07      -544.076      -4375.14      -4375.14      
422           422           -3897.09      -575.515      -4472.6       -4472.6       
423           423           -3877.83      -550.155      -4427.98      -4427.98      
424           424           -3884.47      -588.649      -4473.12      -4473.12      
425           425           -3687.29      -576.351      -4263.64      -4263.64      
426           426           -3688.32      -578.874      -4267.19      -4267.19      
427           427           -3735.8       -565.069      -4300.87      -4300.87      
428           428           -3668.23      -557.133      -4225.36      -4225.36      
429           429           -3766.93      -557.477      -4324.41      -4324.41      
430           430           -3784.01      -604.327      -4388.34      -4388.34      
431           431           -3711.31      -582.033      -4293.34      -4293.34      
432           432           -3720.73      -599.133      -4319.86      -4319.86      
433           433           -3579.92      -603.901      -4183.82      -4183.82      
434           434           -3650.33      -622.39       -4272.72      -4272.72      
435           435           -3735.87      -584.988      -4320.86      -4320.86      
436           436           -3772.95      -576.349      -4349.3       -4349.3       
437           437           -3760.61      -584.066      -4344.67      -4344.67      
438           438           -3849.29      -610.46       -4459.75      -4459.75      
439           439           -3967.63      -622.583      -4590.22      -4590.22      
440           440           -4079.12      -567.34       -4646.46      -4646.46      
441           441           -3891.29      -606.906      -4498.2       -4498.2       
442           442           -3802.62      -581.414      -4384.03      -4384.03      
443           443           -3565.36      -559.805      -4125.17      -4125.17      
444           444           -3949.72      -590.835      -4540.55      -4540.55      
445           445           -3856.49      -583.669      -4440.16      -4440.16      
446           446           -3912.62      -596.573      -4509.19      -4509.19      
447           447           -3861.94      -554.341      -4416.28      -4416.28      
448           448           -3796.99      -574.585      -4371.57      -4371.57      
449           449           -3968.57      -570.307      -4538.87      -4538.87      
450           450           -3832.72      -608.359      -4441.08      -4441.08      
451           451           -3709.13      -607.606      -4316.74      -4316.74      
452           452           -3682.65      -565.96       -4248.61      -4248.61      
453           453           -3628.13      -593.778      -4221.91      -4221.91      
454           454           -3666.34      -580.651      -4247         -4247         
455           455           -3831.86      -510.851      -4342.71      -4342.71      
456           456           -3799.99      -582.726      -4382.72      -4382.72      
457           457           -3755.72      -586.19       -4341.91      -4341.91      
458           458           -3806.45      -528.76       -4335.21      -4335.21      
459           459           -3765.16      -586.447      -4351.61      -4351.61      
460           460           -3737.93      -548.099      -4286.03      -4286.03      
461           461           -3893.37      -552.054      -4445.42      -4445.42      
462           462           -4100.39      -566.486      -4666.88      -4666.88      
463           463           -3834.98      -608.943      -4443.92      -4443.92      
464           464           -3893.64      -593.099      -4486.74      -4486.74      
465           465           -3917.63      -548.687      -4466.32      -4466.32      
466           466           -3832.4       -602.11       -4434.51      -4434.51      
467           467           -3872.44      -640.41       -4512.85      -4512.85      
468           468           -3835.89      -591.586      -4427.48      -4427.48      
469           469           -3874.88      -595.079      -4469.96      -4469.96      
470           470           -3966.91      -573.38       -4540.29      -4540.29      
471           471           -3920.72      -582.584      -4503.31      -4503.31      
472           472           -3828.95      -573.723      -4402.67      -4402.67      
473           473           -3723.9       -606.53       -4330.43      -4330.43      
474           474           -3780.38      -603.201      -4383.58      -4383.58      
475           475           -4024.28      -582.152      -4606.44      -4606.44      
476           476           -3946.11      -577.261      -4523.37      -4523.37      
477           477           -3883.47      -583.883      -4467.35      -4467.35      
478           478           -3899.03      -562.189      -4461.22      -4461.22      
479           479           -3799.53      -563.811      -4363.34      -4363.34      
480           480           -3749.69      -622.21       -4371.9       -4371.9       
481           481           -3943.36      -566.12       -4509.48      -4509.48      
482           482           -4053.35      -535.91       -4589.26      -4589.26      
483           483           -4084.96      -519.678      -4604.64      -4604.64      
484           484           -4094.15      -525.404      -4619.55      -4619.55      
485           485           -4030.69      -547.94       -4578.63      -4578.63      
486           486           -4050.9       -590.422      -4641.32      -4641.32      
487           487           -3898.83      -568.13       -4466.96      -4466.96      
488           488           -4076.14      -504.986      -4581.13      -4581.13      
489           489           -3857.5       -583.604      -4441.1       -4441.1       
490           490           -4030.66      -579.275      -4609.93      -4609.93      
491           491           -4080.84      -561.836      -4642.68      -4642.68      
492           492           -3811.38      -657.588      -4468.97      -4468.97      
493           493           -3682.81      -591.125      -4273.93      -4273.93      
494           494           -3756.22      -609.085      -4365.31      -4365.31      
495           495           -3762.2       -579.648      -4341.85      -4341.85      
496           496           -3769.25      -544.858      -4314.11      -4314.11      
497           497           -3746.51      -597.871      -4344.38      -4344.38      
498           498           -3665.75      -551.107      -4216.85      -4216.85      
