FRAME,RMSD
0,12.739822387695313
1,12.848190307617188
2,12.695487976074219
3,12.939921379089355
4,13.246260643005371
5,13.277654647827148
6,13.20508098602295
7,13.423750877380371
8,13.433738708496094
9,13.898634910583496
10,13.569143295288086
11,13.46988296508789
12,13.6961030960083
13,13.301531791687012
14,12.886312484741211
15,13.192573547363281
16,13.74807357788086
17,14.000703811645508
18,13.736091613769531
19,13.454222679138184
20,13.677854537963867
21,13.46102237701416
22,13.641839027404785
23,13.559066772460938
24,13.962421417236328
25,13.69654655456543
26,13.608185768127441
27,14.08405590057373
28,14.072132110595703
29,13.878941535949707
30,13.986221313476563
31,13.606461524963379
32,13.424617767333984
33,13.239859580993652
34,13.176584243774414
35,13.177241325378418
36,13.363229751586914
37,13.290217399597168
38,13.318794250488281
39,12.865917205810547
40,12.962486267089844
41,13.113051414489746
42,13.11152458190918
43,13.221839904785156
44,13.277545928955078
45,13.237811088562012
46,13.20962905883789
47,13.495908737182617
48,13.677382469177246
49,13.69079303741455
50,13.736954689025879
51,13.39907455444336
52,13.755826950073242
53,13.883472442626953
54,14.03226375579834
55,14.010791778564453
56,14.189252853393555
57,13.855938911437988
58,13.906390190124512
59,13.71502685546875
60,13.564647674560547
61,13.720492362976074
62,13.773187637329102
63,13.576541900634766
64,13.384254455566406
65,13.10603141784668
66,13.54379940032959
67,13.738118171691895
68,13.108349800109863
69,13.241189956665039
70,13.20169448852539
71,12.609484672546387
72,12.420510292053223
73,12.641353607177734
74,12.816200256347656
75,12.686832427978516
76,12.905585289001465
77,13.167207717895508
78,13.251680374145508
79,13.3386812210083
80,13.34030818939209
81,13.24454402923584
82,13.102152824401855
83,12.94912052154541
84,13.166698455810547
85,13.210628509521484
86,12.946470260620117
87,13.125283241271973
88,13.031584739685059
89,13.050092697143555
90,13.016804695129395
91,12.843463897705078
92,12.59562873840332
93,12.947397232055664
94,13.119227409362793
95,13.123678207397461
96,13.01889419555664
97,12.953454971313477
98,13.041024208068848
99,12.896391868591309
100,12.907468795776367
101,12.581829071044922
102,13.082084655761719
103,13.000411033630371
104,12.597600936889648
105,12.850200653076172
106,12.971622467041016
107,13.077566146850586
108,13.440447807312012
109,13.257838249206543
110,13.265586853027344
111,13.270722389221191
112,13.257442474365234
113,13.533178329467773
114,13.340829849243164
115,13.127619743347168
116,13.463350296020508
117,13.455470085144043
118,13.371153831481934
119,13.551098823547363
120,13.604744911193848
121,13.363101959228516
122,13.091902732849121
123,13.056391716003418
124,13.176338195800781
125,13.452783584594727
126,13.201888084411621
127,13.367743492126465
128,13.537813186645508
129,13.510204315185547
130,13.45944881439209
131,13.10398006439209
132,12.897390365600586
133,13.151512145996094
134,13.202798843383789
135,13.44459056854248
136,13.213560104370117
137,12.996103286743164
138,13.35310173034668
139,13.273917198181152
140,12.96716594696045
141,13.172329902648926
142,13.281451225280762
143,13.235160827636719
144,13.557150840759277
145,13.832635879516602
146,13.647802352905273
147,13.579679489135742
148,13.646556854248047
149,14.022065162658691
150,13.505292892456055
151,13.761631965637207
152,13.527914047241211
153,13.816225051879883
154,14.088091850280762
155,13.926169395446777
156,13.593862533569336
157,13.337358474731445
158,13.651187896728516
159,13.709772109985352
160,13.481369972229004
161,13.775716781616211
162,13.657155990600586
163,13.253822326660156
164,13.180495262145996
165,13.461139678955078
166,13.49018669128418
167,13.357294082641602
168,13.463252067565918
169,13.403429985046387
170,13.547676086425781
171,14.009050369262695
172,14.093158721923828
173,13.76865291595459
174,13.787195205688477
175,14.449782371520996
176,13.82221794128418
177,13.801530838012695
178,13.515162467956543
179,13.382244110107422
180,13.089848518371582
181,12.960275650024414
182,13.136507987976074
183,13.139183044433594
184,13.049541473388672
185,13.29555892944336
186,12.896906852722168
187,13.142525672912598
188,12.936943054199219
189,12.849932670593262
190,12.93947982788086
191,13.08607006072998
192,13.32889175415039
193,13.233530044555664
194,13.322265625
195,13.321906089782715
196,13.329741477966309
197,13.114761352539063
198,12.841316223144531
199,13.393701553344727
200,12.92173957824707
201,13.353132247924805
202,13.501266479492188
203,13.633520126342773
204,13.57140064239502
205,13.869017601013184
206,13.976288795471191
207,13.905755996704102
208,13.768914222717285
209,14.064972877502441
210,13.500892639160156
211,13.490291595458984
212,13.513466835021973
