"FRAME","SYSTEM","RMSD"
1,"RMSD",0.000498037319630384
2,"RMSD",1.56236493587494
3,"RMSD",1.87560248374939
4,"RMSD",2.25448679924011
5,"RMSD",3.32831740379333
6,"RMSD",3.19582724571228
7,"RMSD",2.5795464515686
8,"RMSD",2.9447820186615
9,"RMSD",2.83365297317505
10,"RMSD",3.25159597396851
11,"RMSD",3.19703483581543
12,"RMSD",3.26986813545227
13,"RMSD",3.55124807357788
14,"RMSD",3.59246063232422
15,"RMSD",4.23383760452271
16,"RMSD",3.99499821662903
17,"RMSD",4.35759019851685
18,"RMSD",4.31109285354614
19,"RMSD",5.4942626953125
20,"RMSD",5.59807252883911
21,"RMSD",5.73453044891357
22,"RMSD",6.30844402313232
23,"RMSD",6.16553688049316
24,"RMSD",6.58169603347778
25,"RMSD",5.89611530303955
26,"RMSD",6.23202514648438
27,"RMSD",6.5721697807312
28,"RMSD",6.67148780822754
29,"RMSD",6.87234020233154
30,"RMSD",6.97761487960815
31,"RMSD",6.70857286453247
32,"RMSD",6.892746925354
33,"RMSD",6.8063006401062
34,"RMSD",6.79186010360718
35,"RMSD",6.09194612503052
36,"RMSD",6.19295406341553
37,"RMSD",6.17131423950195
38,"RMSD",6.29965400695801
39,"RMSD",5.86957979202271
40,"RMSD",5.83370208740234
41,"RMSD",5.38280344009399
42,"RMSD",5.18331480026245
43,"RMSD",5.7237286567688
44,"RMSD",5.59847164154053
45,"RMSD",5.67717456817627
46,"RMSD",5.60819959640503
47,"RMSD",5.33760070800781
48,"RMSD",5.65905570983887
49,"RMSD",5.39888143539429
50,"RMSD",5.07985544204712
51,"RMSD",5.50512504577637
52,"RMSD",5.65587186813354
53,"RMSD",5.86683559417725
54,"RMSD",5.99438381195068
55,"RMSD",6.27323913574219
56,"RMSD",6.10308647155762
57,"RMSD",5.88489103317261
58,"RMSD",5.68469190597534
59,"RMSD",5.2437915802002
60,"RMSD",5.95637273788452
61,"RMSD",5.96908760070801
62,"RMSD",5.85947513580322
63,"RMSD",5.47404623031616
64,"RMSD",5.18965768814087
65,"RMSD",5.49643468856812
66,"RMSD",5.09982204437256
67,"RMSD",6.06446218490601
68,"RMSD",6.44270372390747
69,"RMSD",6.28686141967773
70,"RMSD",6.47794961929321
71,"RMSD",6.4154224395752
72,"RMSD",6.45080471038818
73,"RMSD",6.18794345855713
74,"RMSD",6.38456630706787
75,"RMSD",6.73619747161865
76,"RMSD",6.88183736801147
77,"RMSD",6.55996322631836
78,"RMSD",6.62741613388062
79,"RMSD",6.05734777450562
80,"RMSD",6.23843431472778
81,"RMSD",6.37372970581055
82,"RMSD",6.53662157058716
83,"RMSD",6.86198282241821
84,"RMSD",7.35253095626831
85,"RMSD",6.79604244232178
86,"RMSD",7.53075265884399
87,"RMSD",7.45080471038818
88,"RMSD",7.06280040740967
89,"RMSD",6.98287534713745
90,"RMSD",7.14472627639771
91,"RMSD",7.22656774520874
92,"RMSD",7.20301532745361
93,"RMSD",7.62568187713623
94,"RMSD",7.73674201965332
95,"RMSD",7.24560737609863
96,"RMSD",6.43421649932861
97,"RMSD",6.75385618209839
98,"RMSD",7.5394115447998
99,"RMSD",7.00528573989868
100,"RMSD",6.91676139831543
101,"RMSD",6.78664493560791
102,"RMSD",6.89933061599731
103,"RMSD",6.92478847503662
104,"RMSD",7.31961584091187
105,"RMSD",7.61814117431641
106,"RMSD",7.50208806991577
