SYSTEM, FRAME, RADIUSG
Complex, 1, 24.95238729602139
Complex, 2, 24.959154368788727
Complex, 3, 25.024705010190495
Complex, 4, 25.042962671223734
Complex, 5, 24.978846785344295
Complex, 6, 24.92790095503269
Complex, 7, 25.30662646964854
Complex, 8, 25.013765789146365
Complex, 9, 25.03702750944896
Complex, 10, 25.073291945648265
Complex, 11, 25.143236844965724
Complex, 12, 24.892547515014886
Complex, 13, 25.32653966465084
Complex, 14, 25.4544642233422
Complex, 15, 25.468403573279122
Complex, 16, 25.26736467494575
Complex, 17, 25.365481008911864
Complex, 18, 24.63627164060318
Complex, 19, 24.697292251582148
Complex, 20, 24.572654462988968
Complex, 21, 24.527332091480254
Complex, 22, 24.534456355962302
Complex, 23, 24.303197389005298
Complex, 24, 24.29648683061128
Complex, 25, 24.13288730822081
Complex, 26, 24.147021622174893
Complex, 27, 24.1223530026779
Complex, 28, 24.004181430922547
Complex, 29, 24.49849296334837
Complex, 30, 24.516644789252126
Complex, 31, 24.328429665384828
Complex, 32, 24.3631321026252
Complex, 33, 24.48349833537392
Complex, 34, 24.501456963542346
Complex, 35, 24.908973583736717
Complex, 36, 24.538890650122262
Complex, 37, 24.155201562223567
Complex, 38, 24.215325751539094
Complex, 39, 23.76401793909743
Complex, 40, 23.69551294110884
Complex, 41, 23.38949885600391
Complex, 42, 23.824023345287547
Complex, 43, 24.03017481687041
Complex, 44, 24.023788929558904
Complex, 45, 24.07454167177797
Complex, 46, 24.183914704815454
Complex, 47, 24.151208647755755
Complex, 48, 24.420611245012886
Complex, 49, 24.44190648676742
Complex, 50, 24.408507858838217
Complex, 51, 24.447181208102048
Complex, 52, 24.822727619201114
Complex, 53, 24.754890167372462
Complex, 54, 24.172129544999347
Complex, 55, 24.59393329795525
Complex, 56, 24.62185912851212
Complex, 57, 24.879717932429813
Complex, 58, 24.667352590365482
Complex, 59, 24.704653647478143
Complex, 60, 24.2685895315767
Complex, 61, 24.266390944528485
Complex, 62, 23.90816047572827
Complex, 63, 24.085210373713277
Complex, 64, 23.664894303422795
Complex, 65, 23.906292568429894
Complex, 66, 24.240033433668454
Complex, 67, 24.476609324577158
Complex, 68, 24.14999053727807
Complex, 69, 24.30001988662721
Complex, 70, 24.35643139405863
Complex, 71, 24.467602954567674
Complex, 72, 24.755555773601696
Complex, 73, 24.996145582553535
Complex, 74, 24.979081649993677
Complex, 75, 25.226541309820064
Complex, 76, 25.10534609979404
Complex, 77, 25.830610179496585
Complex, 78, 25.64299529855793
Complex, 79, 25.70802198933128
Complex, 80, 25.919113573840214
Complex, 81, 25.973494397262144
Complex, 82, 25.75711983356899
Complex, 83, 25.510038505708927
Complex, 84, 24.898666991551305
Complex, 85, 24.7281529597245
Complex, 86, 24.857727616207175
Complex, 87, 24.168539242491683
Complex, 88, 24.2666227434117
Complex, 89, 24.117974156893688
Complex, 90, 23.961611859944153
Complex, 91, 24.345240261933522
Complex, 92, 24.52176777219212
Complex, 93, 24.601333168338208
Complex, 94, 24.572970069305857
Complex, 95, 24.16007286592703
Complex, 96, 24.16322583638949
Complex, 97, 24.76848540657485
Complex, 98, 24.85785208482749
Complex, 99, 24.749355829681367
Complex, 100, 24.566350036063035
Complex, 101, 24.53056502295556
Complex, 102, 24.64070211284263
Complex, 103, 24.910950092299746
Complex, 104, 25.325628316205197
Complex, 105, 25.288527922899018
Complex, 106, 24.383721938535945
Complex, 107, 24.088640975364438
Complex, 108, 23.96103964773634
Complex, 109, 24.078110395825497
Complex, 110, 23.932755422761254
Complex, 111, 23.77526894735314
Complex, 112, 23.542834937094014
Complex, 113, 23.66168030302336
Complex, 114, 23.391617664223855
Complex, 115, 23.51900352871979
Complex, 116, 23.68953464995068
Complex, 117, 23.63590414498527
Complex, 118, 23.714756267615808
Complex, 119, 23.754381833236135
Complex, 120, 23.7453525248265
Complex, 121, 23.866143631307814
Complex, 122, 24.056269257859903
Complex, 123, 24.14521657017165
Complex, 124, 24.448667517723447
Complex, 125, 24.26768545245335
Complex, 126, 24.220391311470866
Complex, 127, 24.089630820351466
Complex, 128, 24.04600220326629
Complex, 129, 24.04082359791119
Complex, 130, 24.088354410874373
Complex, 131, 24.304357400100464
Complex, 132, 24.51987238192007
Complex, 133, 24.15896673573238
Complex, 134, 24.0913596176997
Complex, 135, 23.777291638165387
Complex, 136, 23.66008787702755
Complex, 137, 23.818412297094177
Complex, 138, 23.72630796563009
Complex, 139, 23.580722787433157
Complex, 140, 23.64282296511084
Complex, 141, 23.71835982747227
Complex, 142, 23.704126729451136
Complex, 143, 23.404114561349836
Complex, 144, 23.676366616130586
Complex, 145, 23.636578293427135
Complex, 146, 23.508910045304468
Complex, 147, 23.670246146851053
Complex, 148, 23.783710358865864
Complex, 149, 23.79464041143
Complex, 150, 23.41100653735634
Complex, 151, 23.331044462656447
Complex, 152, 23.23219658182863
Complex, 153, 23.40123608313512
Complex, 154, 23.119766671062777
Complex, 155, 23.5535345167841
Complex, 156, 23.49097755961805
Complex, 157, 23.814377582775638
Complex, 158, 24.16299559365113
Complex, 159, 24.31449234762249
Complex, 160, 24.252697665760373
Complex, 161, 24.01028258100365
Complex, 162, 24.04608148078371
Complex, 163, 24.42393779588567
Complex, 164, 24.811401417606042
Complex, 165, 24.454408939057952
Complex, 166, 24.65240041476595
Complex, 167, 24.760336995993917
Complex, 168, 24.39028851987572
Complex, 169, 24.186816948883695
Complex, 170, 24.63964885954636
Complex, 171, 24.270102713528566
Complex, 172, 24.349583898286035
Complex, 173, 24.717689693264777
Complex, 174, 24.527639573301443
Complex, 175, 24.815620937084994
Complex, 176, 24.876208985955188
Complex, 177, 24.69054930210657
Complex, 178, 24.544372464066097
Complex, 179, 25.11204778449555
Complex, 180, 25.091445613636
Complex, 181, 24.601625247047107
Complex, 182, 24.28741155882882
