FRAME, xAxis, yAxis, zAxis
0,-20.396294392667333,26.49439195272706,149.244803511502
1,-19.709137590722335,25.93050284789799,148.5442160838447
2,-20.79956832510125,25.097777598412105,146.6177820919781
3,-19.993803530640086,26.01905538591944,143.82173379666867
4,-20.023320955912826,26.436169221932193,143.12539186375855
5,-19.539474908893094,27.209499415937536,143.97582488252814
6,-17.694905170685562,25.2606246514594,145.1301671064163
7,-17.164812539823355,26.209748395406113,146.3503114244919
8,-17.74120530002182,25.660569423501368,145.26362309126802
9,-18.667263697361527,26.595786078903004,149.7115386393673
10,-18.276571339584237,26.11804672685067,148.21909119216173
11,-18.38453059264022,26.152301684031855,146.38434556646135
12,-18.260769272013665,26.314321675218228,145.443137428864
13,-18.376084644542253,26.197714064954756,143.9136423707802
14,-18.70992125523639,26.053702039934578,144.82288782497307
15,-19.918790341843703,24.937606491442732,144.10063129829436
16,-19.2422753258109,25.526751080976794,144.16913118487577
17,-23.39010951443975,23.281508611296093,140.97929128706346
18,-23.560526928361416,23.175652239348214,139.88546123373825
19,-25.060516921454948,23.185479564050237,140.70477485389358
20,-25.672543573997906,23.85902708887194,140.6347981096381
21,-28.000435099550096,22.593311518708415,139.375783415157
22,-29.733623674358665,21.733835099637854,138.9465422762647
23,-28.908163235785455,20.396040040257137,138.31486956394025
24,-29.629451505590296,18.576226537111268,132.66893165669356
25,-28.154507753353652,17.58204060351814,131.96569383518536
26,-26.765816067057685,18.812650010860157,132.6758704252356
27,-26.435760229056992,18.739533557370294,131.94374768625096
28,-27.233536890789754,21.573234891043967,136.90224646180343
29,-26.341779122008322,24.222286451470737,138.42621712889476
30,-25.518891959168354,25.666540071621892,139.05430068048682
31,-24.40437987881493,22.589984829294572,136.3607618377943
32,-24.81914583220427,23.6470903564566,133.5115182120121
33,-23.02182862464644,24.192814395162596,137.3551902700309
34,-23.879915438915056,24.547803196967898,135.90466366783303
35,-23.955128456210637,25.12651702181217,137.2017013403018
36,-24.515363612337783,25.61499711401529,135.58713856622532
37,-24.991773297497602,25.412799016188306,135.93989825597015
38,-24.724538292951955,26.182050241563385,138.12158281590658
39,-23.216288539618485,27.87158756755722,141.02155351070894
40,-21.374197135405108,25.116054251703417,141.49747741792612
41,-20.487649614080997,25.78690066428195,143.53341442205013
42,-19.272303567088336,27.314481042496624,145.18269664562482
43,-17.774747216217214,25.86634713390957,142.14510609477082
44,-15.118385785756715,25.103431166623704,145.6686814828895
45,-15.905800375111589,26.042179129822788,144.02465744355155
46,-14.537714937282349,26.12618973119548,143.03411016061082
47,-13.886751073142461,26.307299312263474,143.22906947854483
48,-11.119513356849637,27.071309768519704,146.81673542912924
49,-9.806431597755896,26.93533512878021,147.7837604616076
50,-8.929710574320387,27.513821254509704,146.16050026488548
51,-8.029319206946013,26.63665675740816,144.8814943047952
52,-6.844191123072123,26.161584862919643,147.7214472562982
53,-4.4606769112082105,26.17612455989515,145.78291591822656
54,-6.011015387133226,25.17062764957682,144.8960701899273
55,-4.520457353800892,25.872517595614635,145.85186192773634
56,-5.344102567782666,24.623941934520442,145.3498265382619
57,-5.83556129521379,24.767042392119997,145.68248781151073
58,-4.714185448763086,25.412473697384463,144.51680818524494
59,-3.7070810398325396,27.471069850561516,146.64656500050162
60,-2.16999781513374,26.812538603605745,144.19442612983374
61,-1.4340125851189087,26.83014753021436,143.6502109709086
62,-1.2827686613654403,26.616251005670716,143.24723477686416
63,-0.056360762593648604,26.688058533373894,143.15563961720053
64,1.6792880622081878,27.533702679881134,143.09948807683696
65,2.07735714844695,26.853954593598736,144.14749794636063
66,1.9883952422765225,27.448179599572164,143.32109533858707
67,1.9553247424030222,27.958852681021163,144.16985458015083
68,1.2145535948393777,29.38275815600384,144.17293191647548
69,1.5518724271044642,29.931324243399427,142.50727669285249
70,1.2171592098717312,29.221417661637236,143.34197351136976
71,0.7602272199638976,29.529317650553455,142.53182681017648
72,0.2936608587999402,27.631671919875117,147.70979596979413
73,-2.334916141267975,26.802790033927366,145.64363039390892
74,-1.4894526668685142,28.4027347736598,149.18044765794275
75,0.017996293857887674,28.636020399833296,149.26436148276858
76,-1.8468899879135923,28.842440811112095,146.4149402073174
77,-1.6151710433490083,28.26428641956309,146.27163789276906
78,-2.0428287181993725,28.65462288952839,147.8989420762709
79,-0.23939286479380034,28.293886867237404,150.69724197981998
80,-0.7857510131513729,26.84992602579384,148.97117891561498
81,-3.0109533668319535,29.498881732920193,149.49533570788122
82,-0.579298207331715,29.994065583148373,148.73156063217985
83,-0.6783478401342937,31.34422558798056,147.42724405996873
84,-0.6676082540162189,31.147927465892213,147.52619593207473
85,-1.1785270142437105,32.14678225026617,144.0985114203858
86,-3.094067888588683,31.82637863724665,143.40438456366982
87,-2.496430206632058,32.79491510238611,140.530478170202
88,0.030818320943056466,33.11724408958597,139.50163881133304
89,-0.08254623948010012,32.56439205322771,136.13295672329627
90,-1.1449251109604626,31.552708243087807,137.68279700350666
91,-2.512953830983418,32.69017031027887,140.27911787943418
92,-2.6532674737121535,32.73382296930567,144.6898194884773
93,-2.5992052012993603,31.312864731590803,142.83612683797494
94,-3.4739871268051505,32.64700785089564,145.14023360761604
95,-3.737300184510163,32.64235625382166,147.3667402421761
96,-4.662698583423366,33.197917149031255,148.5148364037657
97,-2.837563270172592,35.585937260425496,155.19223589517017
98,-4.902118403157605,34.704608896560735,155.12882050891943
99,-3.7077821963251756,34.84291607870248,154.27998724842655
100,-3.1413954185929818,36.04819263014406,152.87606973315576
101,1.3599956192537483,34.229514883184656,158.8447360087485
102,1.8427897856816948,31.92935826767949,156.9260152618578
103,2.1326357413848793,31.93661614862627,157.6991158619009
104,-0.23808423183677094,32.68161674197964,159.435230997799
105,0.07897210354102185,31.265883751692783,158.90997411524427
106,-1.204111505539773,31.947125650055106,156.26539160386866
107,-1.0800191352683062,31.723559431004812,155.3913998468256
108,-0.06553347888627725,31.606156885858606,155.16074544869537
109,0.14671325868105797,31.080171142692894,159.55870843241223
110,-0.488592226190985,29.064697638239668,160.92843841204584
111,0.1197574421246068,28.91543536047553,159.75487226879522
112,-2.8593393575361983,29.632192989385818,159.2367134040252
113,-6.781330538928947,27.338241134994263,155.5001802273675
114,-5.68437189084901,29.32000926460923,155.4330698940793
115,-6.520473074304257,29.185791961398888,153.85834915097445
116,-5.806746540199957,28.50559985694589,154.57442622167537
117,-5.651225537306894,28.768159279282372,156.99337533247362
118,-7.1879959613656625,29.223145636080755,158.94570626720102
119,-6.199088836971429,29.662565996444602,159.96813193255156
120,-3.7423274763292462,30.98076264982165,167.32788748275217
121,-2.144542560274806,32.338081176939255,168.22152449347365
122,-0.9442824505743433,32.9546253783356,169.50686786383037
123,-0.9145035938093511,33.35317355241638,169.42437080354415
124,-3.0612750782785363,32.15004877239556,166.87312774042843
125,-4.551119769117321,32.02645850475692,163.96936021380122
126,-2.612291742945431,30.212877838550522,167.35777908082105
127,-4.6388766864321145,31.697011852679996,165.55716800988145
128,-6.308574368372871,30.768844619954702,162.65544068970888
129,-5.382013174097316,29.8578599438288,160.2821256917017
130,-6.0372756567189425,30.7861387112098,161.3611938275136
131,-5.276598711338079,31.09258861152349,160.64116913199504
132,-5.270895227573489,31.437101563068186,162.09744138661137
133,-7.124298102966105,29.835317976982427,159.90164555857646
134,-4.124648402108022,29.582483953422592,161.67713909396358
135,-6.522143174583003,31.301132939043285,162.1297490948187
136,-7.518815858035011,30.382112908711246,163.83558704652458
137,-10.436470714804896,31.52504267345185,160.61622278481696
138,-10.140510907671873,30.944075678342735,164.8683335377072
139,-10.038525643761334,31.621490216935175,164.63944072002386
140,-9.364088860550742,31.559961849672533,161.62128229879553
141,-10.99329022922728,32.3178375643371,160.35296821597532
142,-11.813072451830006,30.311289670428465,160.55776255468962
143,-12.66355839635928,31.499662269770266,158.75223355418453
144,-15.513020615902262,33.062699838399375,157.53400317464968
145,-15.968724433656503,33.49070445647823,155.8604371629099
146,-15.237990308690497,34.19525430895058,158.4033128403504
147,-14.391319513368602,32.57525217507425,157.2195430468287
148,-15.023083430953363,32.554192198942694,157.31498998179688
149,-14.13913356560739,30.71589300040403,156.33940503589326
150,-15.219853721154943,33.22211365434177,154.69641153837904
151,-14.190024204044008,33.508851854672336,158.3835391016913
152,-12.623989383535047,33.49566377867541,158.53064326935328
153,-13.29317331521306,29.965475882468347,157.34719578398546
154,-12.75467940053717,27.408596636966884,154.84944477811527
155,-13.050538323511004,28.462378093190466,158.27069768530285
156,-14.411503870619958,29.305069058353233,156.97905340900593
157,-12.881578282597594,29.166634109218958,159.47705117439125
158,-14.904517071376107,28.195656673505077,156.5846482545183
159,-15.605341054459844,27.00763482483779,156.94092101092008
160,-14.960940794129115,27.02687032848042,157.5992024814638
161,-15.316354795229776,30.731168445087636,158.63449972875426
162,-14.37739242177783,30.129195385400422,157.6823850289728
163,-16.431305377409082,30.440732413926153,156.09143689982074
164,-18.21529054905119,29.279608552776086,154.03192622685341
165,-16.563684257997956,27.126730291162897,152.77968790579942
166,-16.793945695813385,26.00745718927653,153.73354923466223
167,-17.09151867870856,26.031273621039826,157.45493823623667
168,-16.27636053752915,24.85760048789653,160.56933062415922
169,-17.42898940956374,26.103837424416852,161.63270457912412
170,-18.340089190234508,28.69074987478816,163.1644692164038
171,-20.5315504762654,26.358396320444214,160.4466939565961
172,-20.36883476314991,26.925023375435153,162.1517406364947
173,-18.64204931584109,26.0073769638292,161.34209543380945
174,-20.550270796978207,25.62620231967268,160.87382407157327
175,-19.02614893608157,25.050542608289145,161.84620248676768
176,-19.51941666075359,24.099716450461205,159.4242001678935
177,-20.074719209858117,24.72862728970835,160.21832018463726
178,-19.202703449313653,28.48840270606148,163.4415096293088
179,-19.182350643143955,28.088670772502756,163.55676662191613
180,-19.45227867740555,28.028540610276163,164.50236422042224
181,-19.416549133552433,28.922973223958774,166.4837218452524
182,-20.587857758896252,27.96497634817681,164.67121467403746
183,-21.711711348412212,28.589629901251637,166.64186136778713
184,-21.048560927622827,29.645541238244075,168.88882688543646
185,-19.57114671865521,30.239733532666033,169.65359108829395
186,-19.73119182972729,31.137098161232803,172.22587766118065
187,-20.0352785690637,30.34634157780678,173.1815920149703
188,-20.386285963744516,29.956856932674743,170.4626550589458
189,-20.833530094189793,29.422442957260337,169.75053282992073
190,-22.975163349210955,29.574048231390893,168.24465888513137
191,-22.62041758946982,30.12101773401577,169.6568775899551
192,-21.33586580651877,30.655714179965933,169.54951427420596
193,-18.680489854293853,30.345256925189968,172.33182168030186
194,-19.566173556393462,31.911622081391002,174.39014118382505
195,-22.02305215702705,30.420311420641738,169.36572583998841
196,-23.579376412949586,30.194593399588687,168.31068152096768
197,-22.155252877843992,31.482112917078183,170.583042455043
198,-20.366818760183293,33.07492906441618,176.25365043935534
199,-21.108666855467245,34.071517144418536,172.65202174046007
200,-22.50838402967401,34.300206605515065,172.20956981767984
201,-21.989100981432337,34.822221627987,174.1114483380469
202,-22.053257791415582,33.820358829790685,172.98490476117146
203,-19.86183395369512,32.94833415617114,174.43087042771845
204,-21.34429972443269,33.05422926529138,170.7620846568966
205,-20.69295745590773,33.26372609411788,168.60573144694442
206,-21.788775882339554,32.57713988799049,165.826893800667
207,-23.15136053194583,32.964370177231004,164.61829463147964
208,-21.419941783315434,33.6051479398473,167.83340706685362
209,-22.29093127069707,34.6486066712562,169.9317834369882
210,-22.89835114697978,34.909244314286795,171.05013638363243
211,-23.69468656483581,30.7257415621283,167.09817844329564
212,-23.442362570410015,30.28067595332724,165.58341698049966
213,-22.7350070999608,31.982134168163096,169.7973222434565
214,-23.486001370713755,30.204320929241387,166.0210672215714
215,-24.19785508198122,27.891247024031387,164.86537175535395
216,-25.751346398358052,29.835459847730306,162.0403658626586
217,-26.26291982198138,29.623994018527828,160.13294849845337
218,-26.108520827360888,27.30706626612396,157.6879901299067
219,-25.69180663959244,27.61435048484086,158.4702912823263
220,-24.062005147987982,29.28094232954127,163.12870213724162
221,-24.74273687851225,27.485564948203308,162.06242094301936
222,-25.473443589974885,29.741284522655427,164.19094560227745
223,-25.397497156009035,31.272756987307446,162.4296170697484
224,-25.962494302664748,31.819099856498493,166.21859592175676
225,-26.651462963708635,33.170667345891694,165.5615743136193
226,-26.884839301607023,32.58092741887267,161.28979692204723
227,-28.847079407370018,33.01678733853897,159.75425175409487
228,-30.73360263488104,33.6071856944049,156.06565075545262
229,-30.297210701005874,33.4282333053113,156.76669191205534
230,-31.889645718880367,35.16669099489636,158.18496371674277
231,-32.542422522812366,35.51171031835454,158.499215358009
232,-31.79900298666109,35.73397082609071,158.49557396062625
233,-33.611783595480404,37.295886977175876,154.97514296262645
234,-32.94872911527747,36.2970139813458,155.29930500682312
235,-31.87044584515231,35.41352874554047,151.41517604755168
236,-32.732561749432605,34.96273820666685,149.99571677873013
237,-32.064596274118294,35.728054783540244,151.64453598797252
238,-30.53978312453619,37.83608966920551,154.48276215686047
239,-29.762192918860116,37.31401238069397,154.66487327562572
240,-29.80408684319761,38.60343146309439,156.11981156422848
